date,visit,farm,order,cow_id,quarter,unique_ID,scc,,inf_type,inf_type_conjecture,over_200k,path_1,path1_imi,path_2,path2_imi,path_3,path3_imi,path_4,path4_imi,quarter_code,isolate_1,path_1_maldi_final_id,fix_1,isolate_2,path_2_maldi_final_id,fix_2,isolate_3,path_3_maldi_final_id,fix_3,isolate_4,path_4_maldi_final_id,fix_4,clinical,blind,teatinj,pstmilking,mixed.inf_series,dup_not_collected,imi_series,hygiene_scorer_1,hygiene_1,hygiene_scorer_2,hygiene_2,cc_1,cc_2,cc_3,contam,contam_comment
2.4.2020,second,Butterworks,25,jolene,RF,jolene_Butterworks_RF,240000,CNS-chrom-NA,trans_?,chron2,yes,cns,yes2,,,,,,,2,bw098,staphylococcus chromogenes,,,,,,,NA,,,NA,,,,,no,,yes,t,2,c,1,NA,NA,NA,,
2.14.2020,second,OughtaBe,37,peacock,LH,peacock_OughtaBe_LH,580000,CNS-chrom-NA,trans_?,chron2,yes,cns,yes2,,,,,,,2,ob108,staphylococcus chromogenes,,,,,,,NA,,,NA,,,,,no,,yes,t,2,c,2,NA,NA,NA,,
2.14.2020,second,OughtaBe,37,peacock,LF,peacock_OughtaBe_LF,1400000,CNS-chrom-NA,trans_?,chron2,yes,cns,yes2,,,,,,,2,ob109,staphylococcus chromogenes,,,,,,,NA,,,NA,,,,,no,,yes,t,2,c,2,NA,NA,NA,,
3.12.2020,third,OughtaBe,16,kandykorn,LF,kandykorn_OughtaBe_LF,29000,CNS-CNS_chrom,trans_?,chron,no,cns,yes2,,,,,,,2,ob134,staphylococcus chromogenes,,,,,,,NA,,,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,,
3.3.2020,third,Butterworks,2,muffin,RH,muffin_Butterworks_RH,0,CNS-CNS-chrom,trans_?,chron,no,cns,yes2,,,,,,,2,bw118,staphylococcus chromogenes,,,,,,,NA,,,NA,,,,,no,,yes,n,3,c,1,NA,NA,NA,,
3.12.2020,third,OughtaBe,6,korny,RH,korny_OughtaBe_RH,8000,CNS-CNS-chrom,trans_?,chron,no,cns,yes2,,,,,,,2,ob116,staphylococcus chromogenes,,,,,,,NA,,,NA,,,,,no,,yes,j,4,c,4,NA,NA,NA,,
3.12.2020,third,OughtaBe,6,korny,RF,korny_OughtaBe_RF,13000,CNS-CNS-chrom,trans_?,chron,no,cns,yes2,,,,,,,2,ob117,staphylococcus chromogenes,,,,,,,NA,,,NA,,,,,no,,yes,j,4,c,4,NA,NA,NA,,
3.3.2020,third,Butterworks,11,rhubarb,RF,rhubarb_Butterworks_RF,15000,CNS-CNS-chrom,trans_?,chron,no,cns,yes2,,,,,,,2,bw127,staphylococcus chromogenes,,,,,,,NA,,,NA,,,,,no,,yes,n,4,c,3,NA,NA,NA,,
3.12.2020,third,OughtaBe,6,korny,LF,korny_OughtaBe_LF,28000,CNS-CNS-chrom,trans_?,chron,no,cns,yes2,,,,,,,2,ob115,staphylococcus chromogenes,,,,,,,NA,,,NA,,,,,no,,yes,j,4,c,4,NA,NA,NA,,
3.5.2020,third,Lynd,17,lilac,RH,lilac_Lynd_RH,38000,CNS-CNS-chrom,trans_?,chron,no,cns,yes2,,,,,,,2,lf111,staphylococcus chromogenes,,,,,,,NA,,,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,,
3.12.2020,third,OughtaBe,13,racer,RF,racer_OughtaBe_RF,40000,CNS-CNS-chrom,trans_?,chron,no,cns,yes2,,,,,,,2,ob130,staphylococcus chromogenes,,,,,,,NA,,,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,,
2.28.2020,third,Swallowdale,33,goldie,LF,goldie_Swallowdale_LF,59000,CNS-CNS-chrom,trans_?,chron,no,cns,yes2,,,,,,,2,sw129,staphylococcus chromogenes,,,,,,,NA,,,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,,
2.26.2020,third,BJ,14,739,LH,739_BJ_LH,66000,CNS-CNS-chrom,trans_?,chron,no,cns,yes2,,,,,,,2,bj064,staphylococcus chromogenes,,,,,,,NA,,,NA,,,,,no,,yes,m,4,c,4,NA,NA,NA,,
3.5.2020,third,Lynd,14,licorice,RH,licorice_Lynd_RH,73000,CNS-CNS-chrom,trans_?,chron,no,cns,yes2,,,,,,,2,lf105,staphylococcus chromogenes,,,,,,,NA,,,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,,
2.28.2020,third,Swallowdale,17,cambric,LH,cambric_Swallowdale_LH,76000,CNS-CNS-chrom,trans_?,chron,no,cns,yes2,,,,,,,2,sw108,staphylococcus chromogenes,,,,,,,NA,,,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,,
3.20.2020,third,Paddlebridge,24,shiela375,RH,shiela375_Paddlebridge_RH,78000,CNS-CNS-chrom,trans_?,chron,no,cns,yes2,,,,,,,2,pb083,staphylococcus chromogenes,,,,,,,NA,,,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,,
3.12.2020,third,OughtaBe,10,goody,LH,goody_OughtaBe_LH,100000,CNS-CNS-chrom,trans_?,chron,no,cns,yes2,,,,,,,2,ob125,staphylococcus chromogenes,,,,,,,NA,,,NA,,,,,no,,yes,j,3,c,3,NA,NA,NA,,
2.28.2020,third,Swallowdale,5,paige,RH,paige_Swallowdale_RH,120000,CNS-CNS-chrom,trans_?,chron,no,cns,yes2,,,,,,,2,sw096,staphylococcus chromogenes,,,,,,,NA,,,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,,
3.20.2020,third,Paddlebridge,28,gift379,LF,gift379_Paddlebridge_LF,130000,CNS-CNS-chrom,trans_?,chron,no,cns,yes2,,,,,,,2,pb091,staphylococcus chromogenes,,,,,,,NA,,,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,,
2.28.2020,third,Swallowdale,13,amber,LH,amber_Swallowdale_LH,140000,CNS-CNS-chrom,trans_?,chron,no,cns,yes2,,,,,,,2,sw105,staphylococcus chromogenes,,,,,,,NA,,,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,,
3.20.2020,third,Paddlebridge,28,gift379,RF,gift379_Paddlebridge_RF,180000,CNS-CNS-chrom,trans_?,chron,no,cns,yes1,,,,,,,1,pb092,staphylococcus chromogenes,,,,,,,NA,,,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,,
2.28.2020,third,Swallowdale,21,marshmellow,LF,marshmellow_Swallowdale_LF,180000,CNS-CNS-chrom,trans_?,chron,no,cns,yes2,,,,,,,2,sw116,staphylococcus chromogenes,,,,,,,NA,,,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,,
3.19.2020,third,Glennview,12,79,RH,79_Glennview_RH,200000,CNS-CNS-chrom,trans_?,chron,yes,cns,yes2,,,,,,,2,gv120,staphylococcus chromogenes,,,,,,,NA,,,NA,,,,,no,,yes,j,3,c,4,NA,NA,NA,,
3.19.2020,third,Glennview,8,165,RF,165_Glennview_RF,240000,CNS-CNS-chrom,trans_?,chron,yes,cns,yes2,cns,other18,,,,,2,gv115,staphylococcus chromogenes,,gv160,staphylococcus chromogenes,,,,NA,,,NA,,,,,tbd,,yes,j,3,c,3,NA,NA,NA,,
2.28.2020,third,Swallowdale,3,quantum,LF,quantum_Swallowdale_LF,480000,CNS-CNS-chrom,trans_?,chron,yes,cns,yes2,,,,,,,2,sw093,staphylococcus chromogenes,,,,,,,NA,,,NA,,,,yes,no,,yes,NA,NA,NA,NA,NA,NA,NA,,
2.28.2020,third,Swallowdale,4,pasta,LF,pasta_Swallowdale_LF,500000,CNS-CNS-chrom,trans_?,chron,yes,cns,yes2,,,,,,,2,sw094,staphylococcus chromogenes,,,,,,,NA,,,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,,
3.19.2020,third,Glennview,27,205,RH,205_Glennview_RH,58000,CNS-contam-chrom,trans_?,chron,no,cns,yes2,,,,,,,2,gv147,staphylococcus chromogenes,,,,,,,NA,,,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,,
3.19.2020,third,Glennview,27,205,LH,205_Glennview_LH,460000,CNS-contam-chrom,trans_?,chron,yes,cns,yes1,,,,,,,1,gv146,staphylococcus chromogenes,,,,,,,NA,,,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,,
1.22.2020,second,Swallowdale,34,jewel,RH,jewel_Swallowdale_RH,24000,neg-chrom-neg,trans_?,trans,no,cns,yes27,cns,other35,,,,,35,sw090,staphylococcus chromogenes,,sw092,staphylococcus chromogenes,,,,NA,,,NA,,,,,tbd,,yes,j,NA,NA,NA,NA,NA,NA,,
2.28.2020,third,Swallowdale,25,jewel,LH,jewel_Swallowdale_LH,33000,CNS-neg-chrom,trans_?,trans,no,cns,yes1,,,,,,,1,sw122,staphylococcus chromogenes,,,,,,,NA,,,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,,
3.5.2020,third,Lynd,3,chaloopa,RH,chaloopa_Lynd_RH,320000,CNS-noID-chrom,trans_?,chron,yes,cns,yes2,,,,,,,2,lf094,staphylococcus chromogenes,,,,,,,NA,,,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,,
2.4.2020,second,Butterworks,34,chipotle,RH,chipotle_Butterworks_RH,470000,contam-chrom-NA,trans_?,who_knows,yes,cns,yes2,,,,,,,2,bw112,staphylococcus chromogenes,,,,,,,NA,,,NA,,,,,no,,yes,t,2,c,1,NA,NA,NA,,
3.3.2020,third,Butterworks,4,pomme,LF,pomme_Butterworks_LF,9000,contam-CNS-chrom,trans_?,chron2,no,cns,yes2,,,,,,,2,bw120,staphylococcus chromogenes,,,,,,,NA,,,NA,,,,,no,,yes,n,2,c,2,NA,NA,NA,,
2.28.2020,third,Swallowdale,6,dorian,LH,dorian_Swallowdale_LH,100000,contam-CNS-chrom,trans_?,chron2,no,cns,yes2,,,,,,,2,sw097,staphylococcus chromogenes,,,,,,,NA,,,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,,
2.28.2020,third,Swallowdale,5,paige,LH,paige_Swallowdale_LH,120000,contam-CNS-chrom,trans_?,chron2,no,cns,yes2,,,,,,,2,sw095,staphylococcus chromogenes,,,,,,,NA,,,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,,
3.19.2020,third,Glennview,6,173,RH,173_Glennview_RH,130000,contam-CNS-chrom,trans_?,chron2,no,cns,yes1,,,,,,,1,gv110,staphylococcus chromogenes,,,,,,,NA,,,NA,,,,,no,,yes,j,4,c,4,NA,NA,NA,,
3.5.2020,third,Lynd,35,lioness,RH,lioness_Lynd_RH,130000,contam-CNS-chrom,trans_?,chron2,no,cns,yes2,,,,,,,2,lf124,staphylococcus chromogenes,,,,,,,NA,,,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,,
3.19.2020,third,Glennview,6,173,LH,173_Glennview_LH,200000,contam-CNS-chrom,trans_?,chron2,yes,cns,yes2,,,,,,,2,gv109,staphylococcus chromogenes,,,,,,,NA,,,NA,,,,,no,,yes,j,4,c,4,NA,NA,NA,,
3.3.2020,third,Butterworks,8,pearl,LF,pearl_Butterworks_LF,210000,contam-neg-chrom,trans_?,who_knows,yes,cns,yes2,cns,other18,,,,,2,bw123,staphylococcus chromogenes,,bw124,,,,,NA,,,NA,,,,,tbd,,yes,n,3,c,2,NA,NA,NA,,
3.3.2020,third,Butterworks,7,noel,LF,noel_Butterworks_LF,480000,NA-CNS-chrom,trans_?,chron2,yes,cns,yes2,,,,,,,2,bw122,staphylococcus chromogenes,,,,,,,NA,,,NA,,,,,no,,yes,n,1,c,1,NA,NA,NA,,
3.12.2020,third,OughtaBe,9,ruger,RF,ruger_OughtaBe_RF,3000,NA-NA-chrom,trans_?,who_knows,no,cns,yes2,,,,,,,2,ob124,staphylococcus chromogenes,,,,,,,NA,,,NA,,,,,no,,yes,j,4,c,3,NA,NA,NA,,
3.12.2020,third,OughtaBe,17,kooper,LH,kooper_OughtaBe_LH,43000,NA-NA-chrom,trans_?,who_knows,no,cns,yes2,,,,,,,2,ob135,staphylococcus chromogenes,,,,,,,NA,,,NA,,,,,,,yes,j,1,c,1,NA,NA,NA,,
3.5.2020,third,Lynd,29,lordwalk,RF,lordwalk_Lynd_RF,78000,NA-NA-chrom,trans_?,who_knows,no,cns,yes2,,,,,,,2,lf122,staphylococcus chromogenes,,,,,,,NA,,,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,,
1.30.2020,second,Lynd,16,chaloopa,RF,chaloopa_Lynd_RF,96000,neg-chrom-NSG/contam,trans_?,who_knows,no,cns,yes2,,,,,,,2,lf068,staphylococcus chromogenes,,,,,,,NA,,,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,,
2.28.2020,third,Swallowdale,22,denise,LF,denise_Swallowdale_LF,150000,neg-CNS-chrom,trans_?,chron2,no,cns,yes2,,,,,,,2,sw119,staphylococcus chromogenes,,,,,,,NA,,,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,,
