"","cow_id","quarter","first_date","first_visit","first_farm","first_order","first_path_1","first_path1_imi","first_path_2","first_path2_imi","first_path_3","first_path3_imi","first_path_4","first_path4_imi","first_quarter_code","first_isolate_1","first_path_1_maldi_final_id","first_fix_1","first_isolate_2","first_path_2_maldi_final_id","first_fix_2","first_isolate_3","first_path_3_maldi_final_id","first_fix_3","first_isolate_4","first_path_4_maldi_final_id","first_fix_4","first_clinical","first_blind","first_teatinj","first_pstmilking","first_mixed.inf_series","first_dup_not_collected","first_imi_series","first_hygiene_scorer_1","first_hygiene_1","first_hygiene_scorer_2","first_hygiene_2","first_cc_1","first_cc_2","first_cc_3","first_scc","first_contam","first_contam_comment","first_uniqueID","second_date","second_visit","second_farm","second_order","second_path_1","second_path1_imi","second_path_2","second_path2_imi","second_path_3","second_path3_imi","second_path_4","second_path4_imi","second_quarter_code","second_isolate_1","second_path_1_maldi_final_id","second_fix_1","second_isolate_2","second_path_2_maldi_final_id","second_fix_2","second_isolate_3","second_path_3_maldi_final_id","second_fix_3","second_isolate_4","second_path_4_maldi_final_id","second_fix_4","second_clinical","second_blind","second_teatinj","second_pstmilking","second_mixed.inf_series","second_dup_not_collected","second_imi_series","second_hygiene_scorer_1","second_hygiene_1","second_hygiene_scorer_2","second_hygiene_2","second_cc_1","second_cc_2","second_cc_3","second_scc","second_contam","second_contam_comment","second_uniqueID","third_date","third_visit","third_farm","third_order","third_path_1","third_path1_imi","third_path_2","third_path2_imi","third_path_3","third_path3_imi","third_path_4","third_path4_imi","third_quarter_code","third_isolate_1","third_path_1_maldi_final_id","third_fix_1","third_isolate_2","third_path_2_maldi_final_id","third_fix_2","third_isolate_3","third_path_3_maldi_final_id","third_fix_3","third_isolate_4","third_path_4_maldi_final_id","third_fix_4","third_clinical","third_blind","third_teatinj","third_pstmilking","third_mixed.inf_series","third_dup_not_collected","third_imi_series","third_hygiene_scorer_1","third_hygiene_1","third_hygiene_scorer_2","third_hygiene_2","third_cc_1","third_cc_2","third_cc_3","third_scc","third_contam","third_contam_comment","third_uniqueID","fourth_date","fourth_visit","fourth_farm","fourth_order","fourth_path_1","fourth_path1_imi","fourth_path_2","fourth_path2_imi","fourth_path_3","fourth_path3_imi","fourth_path_4","fourth_path4_imi","fourth_quarter_code","fourth_isolate_1","fourth_path_1_maldi_final_id","fourth_fix_1","fourth_isolate_2","fourth_path_2_maldi_final_id","fourth_fix_2","fourth_isolate_3","fourth_path_3_maldi_final_id","fourth_fix_3","fourth_isolate_4","fourth_path_4_maldi_final_id","fourth_fix_4","fourth_clinical","fourth_blind","fourth_teatinj","fourth_pstmilking","fourth_mixed.inf_series","fourth_dup_not_collected","fourth_imi_series","fourth_hygiene_scorer_1","fourth_hygiene_1","fourth_hygiene_scorer_2","fourth_hygiene_2","fourth_cc_1","fourth_cc_2","fourth_cc_3","fourth_scc","fourth_contam","fourth_contam_comment","fourth_uniqueID"
"27","3_Choiniere","RF","12.11.2019","first","Choiniere",14,"strep","yes27","corynebac","yes27","","","","",27,"cf028","","","cf029","","","","",NA,"","",NA,"","","","","yes","","yes","j",3,"c",3,NA,NA,NA,"2000","","","3_Choiniere_RF","1.21.2020","second","Choiniere",18,"","","","","","","","",4,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"6000","","","3_Choiniere_RF","2.17.2020","third","Choiniere",31,"","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","yes","","","","","j",3,NA,NA,NA,NA,NA,"4000","","","3_Choiniere_RF","3.16.2020","fourth","Choiniere",23,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"6000","","","3_Choiniere_RF_fourth"
"28","30_Choiniere","RF","12.11.2019","first","Choiniere",34,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"5000","","","30_Choiniere_RF","1.21.2020","second","Choiniere",20,"","","","","","","","",4,"","","","","","","","",NA,"","",NA,"","","","","","","","j",3,"c",3,NA,NA,NA,"10000","","","30_Choiniere_RF","2.17.2020","third","Choiniere",32,"","","","","","","","",8,"","","","","","","","",NA,"","",NA,"","","","","","","","j",3,NA,NA,NA,NA,NA,"9000","yes","","30_Choiniere_RF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30_Choiniere_RF_fourth"
"29","30_Choiniere","RH","12.11.2019","first","Choiniere",34,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"7000","","","30_Choiniere_RH","1.21.2020","second","Choiniere",20,"","","","","","","","",7,"","","","","","","","",NA,"","",NA,"","","","","","","","j",3,"c",3,NA,NA,NA,"14000","","","30_Choiniere_RH","2.17.2020","third","Choiniere",32,"","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","j",3,NA,NA,NA,NA,NA,"9000","","","30_Choiniere_RH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30_Choiniere_RH_fourth"
"30","34_Choiniere","LF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.21.2020","second","Choiniere",26,"","","","","","","","",8,"","","","","","","","",NA,"","",NA,"","","","","","","","j",NA,"c",3,NA,NA,NA,"0","yes","","34_Choiniere_LF","2.17.2020","third","Choiniere",3,"","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","j",4,NA,NA,NA,NA,NA,"0","","","34_Choiniere_LF","3.16.2020","fourth","Choiniere",8,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"5000","","","34_Choiniere_LF_fourth"
"31","34_Choiniere","LH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.21.2020","second","Choiniere",26,"","","","","","","","",8,"","","","","","","","",NA,"","",NA,"","","","","","","","j",NA,"c",3,NA,NA,NA,"2000","yes","","34_Choiniere_LH","2.17.2020","third","Choiniere",3,"","","","","","","","",8,"","","","","","","","",NA,"","",NA,"","","","","","","","j",4,NA,NA,NA,NA,NA,"0","yes","","34_Choiniere_LH","3.16.2020","fourth","Choiniere",8,"","","","","","","","",19,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"4000","","","34_Choiniere_LH_fourth"
"32","34_Choiniere","RH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.21.2020","second","Choiniere",26,"","","","","","","","",4,"","","","","","","","",NA,"","",NA,"","","","","","","","j",NA,"c",3,NA,NA,NA,"3000","","","34_Choiniere_RH","2.17.2020","third","Choiniere",3,"","","","","","","","",4,"","","","","","","","",NA,"","",NA,"","","","","","","","j",4,NA,NA,NA,NA,NA,"0","","","34_Choiniere_RH","3.16.2020","fourth","Choiniere",8,"","","","","","","","",10,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"4000","","","34_Choiniere_RH_fourth"
"33","38_Choiniere","LF","12.11.2019","first","Choiniere",15,"","","","","","","","",4,"","","","","","","","",NA,"","",NA,"","","","","","","","j",3,"c",2,NA,NA,NA,"3000","","","38_Choiniere_LF","1.21.2020","second","Choiniere",13,"","","","","","","","",8,"","","","","","","","",NA,"","",NA,"","","","","","","","j",4,"c",3,NA,NA,NA,"2000","yes","minor-strep+cns+corynebac","38_Choiniere_LF","2.17.2020","third","Choiniere",17,"","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","j",4,NA,NA,NA,NA,NA,"3000","","","38_Choiniere_LF","3.16.2020","fourth","Choiniere",18,"corynebac","yes1","","","","","","",1,"cf218","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",2,"c",2,NA,NA,NA,"5000","","","38_Choiniere_LF_fourth"
"34","43_Glennview","LF","1.14.2020","first","Glennview",28,"","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"95000","","","43_Glennview_LF","2.19.2020","second","Glennview",24,"","","","","","","","",4,"","","","","","","","",NA,"","",NA,"","","","","","","","m",3,"c",2,NA,NA,NA,"39000","","","43_Glennview_LF","3.19.2020","third","Glennview",25,"corynebac","yes2","","","","","","",2,"gv140","corynebacterium species","","","","","","",NA,"","",NA,"","","","","no","","yes","j",3,"c",4,NA,NA,NA,"60000","","","43_Glennview_LF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43_Glennview_LF_fourth"
"35","48_Choiniere","LH","12.11.2019","first","Choiniere",25,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"26000","","","48_Choiniere_LH","1.21.2020","second","Choiniere",22,"","","","","","","","",4,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,"c",2,NA,NA,NA,"33000","","","48_Choiniere_LH","2.17.2020","third","Choiniere",26,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,NA,NA,NA,NA,NA,"38000","","","48_Choiniere_LH","3.16.2020","fourth","Choiniere",2,"","","","","","","","",10,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,"c",1,NA,NA,NA,"44000","","","48_Choiniere_LH_fourth"
"36","48_Choiniere","RF","12.11.2019","first","Choiniere",25,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"6000","","","48_Choiniere_RF","1.21.2020","second","Choiniere",22,"","","","","","","","",4,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,"c",2,NA,NA,NA,"7000","","","48_Choiniere_RF","2.17.2020","third","Choiniere",26,"","","","","","","","",10,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,NA,NA,NA,NA,NA,"19000","","","48_Choiniere_RF","3.16.2020","fourth","Choiniere",2,"","","","","","","","",4,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,"c",1,NA,NA,NA,"20000","","","48_Choiniere_RF_fourth"
"37","49_Choiniere","LH","12.11.2019","first","Choiniere",29,"strep","yes2","","","","","","",2,"cf054","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",4,"c",4,NA,NA,NA,"9000","","","49_Choiniere_LH","1.21.2020","second","Choiniere",9,"","","","","","","","",4,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",3,NA,NA,NA,"23000","","","49_Choiniere_LH","2.17.2020","third","Choiniere",35,"","","","","","","","",8,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,NA,NA,NA,NA,NA,"26000","yes","","49_Choiniere_LH","3.16.2020","fourth","Choiniere",3,"","","","","","","","",8,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"31000","yes","","49_Choiniere_LH_fourth"
"38","54_Choiniere","RH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.21.2020","second","Choiniere",6,"","","","","","","","",7,"","","","","","","","",NA,"","",NA,"","","","","","","","j",NA,"c",1,NA,NA,NA,"18000","","","54_Choiniere_RH","2.17.2020","third","Choiniere",25,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,NA,NA,NA,NA,NA,"2000","","","54_Choiniere_RH","3.16.2020","fourth","Choiniere",13,"corynebac","yes1","","","","","","",1,"cf207","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",1,"c",1,NA,NA,NA,"6000","","","54_Choiniere_RH_fourth"
"39","616_BJ","LF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.29.2020","second","BJ",35,"","","","","","","","",4,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",1,NA,NA,NA,"22000","","","616_BJ_LF","2.26.2020","third","BJ",35,"","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","m",2,"c",3,NA,NA,NA,"35000","","","616_BJ_LF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"616_BJ_LF_fourth"
"40","616_BJ","RF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.29.2020","second","BJ",35,"","","","","","","","",4,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",1,NA,NA,NA,"25000","","","616_BJ_RF","2.26.2020","third","BJ",35,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","m",2,"c",3,NA,NA,NA,"28000","","","616_BJ_RF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"616_BJ_RF_fourth"
"41","616_BJ","RH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.29.2020","second","BJ",35,"","","","","","","","",8,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",1,NA,NA,NA,"24000","yes","","616_BJ_RH","2.26.2020","third","BJ",35,"","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","m",2,"c",3,NA,NA,NA,"27000","","","616_BJ_RH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"616_BJ_RH_fourth"
"42","656_BJ","RH","12.17.2019","first","BJ",6,"","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","j",3,"c",3,NA,NA,NA,"7000","","","656_BJ_RH","1.29.2020","second","BJ",2,"","","","","","","","",7,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,"c",2,NA,NA,NA,"17000","","","656_BJ_RH","2.26.2020","third","BJ",3,"","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","m",3,"c",3,NA,NA,NA,"26000","","","656_BJ_RH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"656_BJ_RH_fourth"
"43","670_BJ","LF","12.17.2019","first","BJ",9,"","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,"c",1,NA,NA,NA,"13000","","","670_BJ_LF","1.29.2020","second","BJ",10,"","","","","","","","",7,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,"c",1,NA,NA,NA,"23000","","","670_BJ_LF","2.26.2020","third","BJ",10,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","m",1,"c",1,NA,NA,NA,"22000","","","670_BJ_LF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"670_BJ_LF_fourth"
"44","675_BJ","LH","12.17.2019","first","BJ",24,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,"c",1,NA,NA,NA,"6000","","","675_BJ_LH","1.29.2020","second","BJ",23,"","","","","","","","",4,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,"c",1,NA,NA,NA,"11000","","","675_BJ_LH","2.26.2020","third","BJ",19,"","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","m",1,"c",1,NA,NA,NA,"13000","","","675_BJ_LH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"675_BJ_LH_fourth"
"45","675_BJ","RF","12.17.2019","first","BJ",24,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,"c",1,NA,NA,NA,"7000","","","675_BJ_RF","1.29.2020","second","BJ",23,"","","","","","","","",4,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,"c",1,NA,NA,NA,"33000","","","675_BJ_RF","2.26.2020","third","BJ",19,"","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","m",1,"c",1,NA,NA,NA,"41000","","","675_BJ_RF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"675_BJ_RF_fourth"
"46","675_BJ","RH","12.17.2019","first","BJ",24,"","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,"c",1,NA,NA,NA,"10000","","","675_BJ_RH","1.29.2020","second","BJ",23,"","","","","","","","",4,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,"c",1,NA,NA,NA,"21000","","","675_BJ_RH","2.26.2020","third","BJ",19,"","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","m",1,"c",1,NA,NA,NA,"22000","","","675_BJ_RH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"675_BJ_RH_fourth"
"47","697_BJ","RH","12.17.2019","first","BJ",21,"","","","","","","","",8,"","","","","","","","",NA,"","",NA,"","","","","","","","j",4,"c",4,NA,NA,NA,"5000","yes","50 col coryne","697_BJ_RH","1.29.2020","second","BJ",24,"","","","","","","","",8,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"30000","yes","","697_BJ_RH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"697_BJ_RH_fourth"
"48","708_BJ","LF","12.17.2019","first","BJ",22,"","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","j",4,"c",4,NA,NA,NA,"13000","","","708_BJ_LF","1.29.2020","second","BJ",28,"","","","","","","","",7,"","","","","","","","",NA,"","",NA,"","","","","","","","j",4,"c",4,NA,NA,NA,"17000","","","708_BJ_LF","2.26.2020","third","BJ",23,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","m",4,"c",4,NA,NA,NA,"26000","","","708_BJ_LF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"708_BJ_LF_fourth"
"49","708_BJ","RH","12.17.2019","first","BJ",22,"","","","","","","","",10,"","","","","","","","",NA,"","",NA,"","","","","","","","j",4,"c",4,NA,NA,NA,"10000","","","708_BJ_RH","1.29.2020","second","BJ",28,"","","","","","","","",7,"","","","","","","","",NA,"","",NA,"","","","","","","","j",4,"c",4,NA,NA,NA,"17000","","","708_BJ_RH","2.26.2020","third","BJ",23,"cns","yes1","","","","","","",1,"bj075","","","","","","","",NA,"","",NA,"","","","","no","","yes","m",4,"c",4,NA,NA,NA,"18000","","","708_BJ_RH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"708_BJ_RH_fourth"
"50","722_BJ","LF","12.17.2019","first","BJ",29,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",3,"c",3,NA,NA,NA,"5000","","","722_BJ_LF","1.29.2020","second","BJ",29,"","","","","","","","",8,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",3,NA,NA,NA,"26000","yes","tntc cns/strep/bacillus","722_BJ_LF","2.26.2020","third","BJ",28,"","","","","","","","",10,"","","","","","","","",NA,"","",NA,"","","","","","","","m",2,"c",2,NA,NA,NA,"6000","","","722_BJ_LF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"722_BJ_LF_fourth"
"51","733_BJ","LH","12.17.2019","first","BJ",15,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,"c",2,NA,NA,NA,"15000","","","733_BJ_LH","1.29.2020","second","BJ",19,"","","","","","","","",4,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"6000","","","733_BJ_LH","2.26.2020","third","BJ",21,"cns","yes2","","","","","","",2,"bj071","kocuria carniphila","yes","","","","","",NA,"","",NA,"","","","","no","","yes","m",1,"c",1,NA,NA,NA,"10000","","","733_BJ_LH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"733_BJ_LH_fourth"
"52","733_BJ","RH","12.17.2019","first","BJ",15,"","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,"c",2,NA,NA,NA,"14000","","","733_BJ_RH","1.29.2020","second","BJ",19,"","","","","","","","",4,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"7000","","","733_BJ_RH","2.26.2020","third","BJ",21,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","m",1,"c",1,NA,NA,NA,"17000","","","733_BJ_RH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"733_BJ_RH_fourth"
"53","738_BJ","LF","12.17.2019","first","BJ",16,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",3,NA,NA,NA,"3000","","","738_BJ_LF","1.29.2020","second","BJ",18,"","","","","","","","",4,"","","","","","","","",NA,"","",NA,"","","","","","","","j",4,"c",3,NA,NA,NA,"3000","","","738_BJ_LF","2.26.2020","third","BJ",17,"","","","","","","","",4,"","","","","","","","",NA,"","",NA,"","","","","","","","m",4,"c",4,NA,NA,NA,"3000","","","738_BJ_LF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"738_BJ_LF_fourth"
"54","738_BJ","RF","12.17.2019","first","BJ",16,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",3,NA,NA,NA,"4000","","","738_BJ_RF","1.29.2020","second","BJ",18,"","","","","","","","",4,"","","","","","","","",NA,"","",NA,"","","","","","","","j",4,"c",3,NA,NA,NA,"0","","","738_BJ_RF","2.26.2020","third","BJ",17,"","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","m",4,"c",4,NA,NA,NA,"5000","","","738_BJ_RF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"738_BJ_RF_fourth"
"55","739_BJ","LF","12.17.2019","first","BJ",8,"","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",3,NA,NA,NA,"0","","","739_BJ_LF","1.29.2020","second","BJ",11,"","","","","","","","",7,"","","","","","","","",NA,"","",NA,"","","","","","","","j",3,"c",3,NA,NA,NA,"3000","","","739_BJ_LF","2.26.2020","third","BJ",14,"","","","","","","","",4,"","","","","","","","",NA,"","",NA,"","","","","","","","m",4,"c",4,NA,NA,NA,"6000","","","739_BJ_LF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"739_BJ_LF_fourth"
"56","74_Choiniere","RF","12.11.2019","first","Choiniere",24,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",3,NA,NA,NA,"4000","","","74_Choiniere_RF","1.21.2020","second","Choiniere",30,"","","","","","","","",7,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"4000","","","74_Choiniere_RF","2.17.2020","third","Choiniere",15,"","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","j",3,NA,NA,NA,NA,NA,"2000","","","74_Choiniere_RF","3.16.2020","fourth","Choiniere",17,"","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","j",3,"c",2,NA,NA,NA,"7000","","","74_Choiniere_RF_fourth"
