"","date","visit","farm","cow_id","hygiene_scorer_1","hygiene_1","hygiene_scorer_2","hygiene_2"
"432","1.30.2020","second","Lynd","leap",NA,NA,NA,NA
"433","1.30.2020","second","Lynd","amarillo",NA,NA,NA,NA
"434","1.30.2020","second","Lynd","chartreuse",NA,NA,NA,NA
"435","1.30.2020","second","Lynd","kowabunga",NA,NA,NA,NA
"436","1.30.2020","second","Lynd","wmca",NA,NA,NA,NA
"437","1.30.2020","second","Lynd","chaloopa",NA,NA,NA,NA
"438","1.30.2020","second","Lynd","minigolf",NA,NA,NA,NA
"439","1.30.2020","second","Lynd","krone",NA,NA,NA,NA
"440","1.30.2020","second","Lynd","webster",NA,NA,NA,NA
"441","1.30.2020","second","Lynd","willy",NA,NA,NA,NA
"442","1.30.2020","second","Lynd","jitterbug",NA,NA,NA,NA
"443","1.30.2020","second","Lynd","zoe",NA,NA,NA,NA
"444","1.30.2020","second","Lynd","freddie",NA,NA,NA,NA
"445","1.30.2020","second","Lynd","darla",NA,NA,NA,NA
"446","1.30.2020","second","Lynd","chive",NA,NA,NA,NA
"447","1.30.2020","second","Lynd","lioness",NA,NA,NA,NA
"448","1.30.2020","second","Lynd","atlantic",NA,NA,NA,NA
"449","1.30.2020","second","Lynd","lilac",NA,NA,NA,NA
"450","1.30.2020","second","Lynd","madge",NA,NA,NA,NA
"451","1.30.2020","second","Lynd","licorice",NA,NA,NA,NA
"452","1.30.2020","second","Lynd","cheese",NA,NA,NA,NA
"453","1.30.2020","second","Lynd","laugh",NA,NA,NA,NA
"454","1.30.2020","second","Lynd","martina",NA,NA,NA,NA
"455","1.30.2020","second","Lynd","lop",NA,NA,NA,NA
"456","1.30.2020","second","Lynd","khakibeige",NA,NA,NA,NA
"457","1.30.2020","second","Lynd","fresno",NA,NA,NA,NA
"458","3.5.2020","third","Lynd","jitterbug",NA,NA,NA,NA
"459","3.5.2020","third","Lynd","wmca",NA,NA,NA,NA
"460","3.5.2020","third","Lynd","chaloopa",NA,NA,NA,NA
"461","3.5.2020","third","Lynd","darla",NA,NA,NA,NA
"462","3.5.2020","third","Lynd","kowabunga",NA,NA,NA,NA
"463","3.5.2020","third","Lynd","faith",NA,NA,NA,NA
"464","3.5.2020","third","Lynd","kodiak",NA,NA,NA,NA
"465","3.5.2020","third","Lynd","mustache",NA,NA,NA,NA
"466","3.5.2020","third","Lynd","klondike",NA,NA,NA,NA
"467","3.5.2020","third","Lynd","ambrosia",NA,NA,NA,NA
"468","3.5.2020","third","Lynd","zoe",NA,NA,NA,NA
"469","3.5.2020","third","Lynd","zsazsa",NA,NA,NA,NA
"470","3.5.2020","third","Lynd","amarillo",NA,NA,NA,NA
"471","3.5.2020","third","Lynd","licorice",NA,NA,NA,NA
"472","3.5.2020","third","Lynd","krone",NA,NA,NA,NA
"473","3.5.2020","third","Lynd","martina",NA,NA,NA,NA
"474","3.5.2020","third","Lynd","lilac",NA,NA,NA,NA
"475","3.5.2020","third","Lynd","freddie",NA,NA,NA,NA
"476","3.5.2020","third","Lynd","webster",NA,NA,NA,NA
"477","3.5.2020","third","Lynd","leap",NA,NA,NA,NA
"478","3.5.2020","third","Lynd","cheese",NA,NA,NA,NA
"479","3.5.2020","third","Lynd","lovage",NA,NA,NA,NA
"480","3.5.2020","third","Lynd","life",NA,NA,NA,NA
"481","3.5.2020","third","Lynd","chive",NA,NA,NA,NA
"482","3.5.2020","third","Lynd","willy",NA,NA,NA,NA
"483","3.5.2020","third","Lynd","ladyfinger",NA,NA,NA,NA
"484","3.5.2020","third","Lynd","luxurytax",NA,NA,NA,NA
"485","3.5.2020","third","Lynd","lop",NA,NA,NA,NA
"486","3.5.2020","third","Lynd","lordwalk",NA,NA,NA,NA
"487","3.5.2020","third","Lynd","atlantic",NA,NA,NA,NA
"488","3.5.2020","third","Lynd","khakibeige",NA,NA,NA,NA
"489","3.5.2020","third","Lynd","madge",NA,NA,NA,NA
"490","3.5.2020","third","Lynd","minigolf",NA,NA,NA,NA
"491","3.5.2020","third","Lynd","fresno",NA,NA,NA,NA
"492","3.5.2020","third","Lynd","lioness",NA,NA,NA,NA
"493","1.6.2020","first","vonTrapp","vangie","j",3,"c",2
"494","1.6.2020","first","vonTrapp","gloria","j",2,"c",3
"495","1.6.2020","first","vonTrapp","luna","j",2,"c",1
"496","1.6.2020","first","vonTrapp","leopard","j",3,"c",2
"497","1.6.2020","first","vonTrapp","lena","j",4,"c",4
"498","1.6.2020","first","vonTrapp","alma","j",2,"c",2
"499","1.6.2020","first","vonTrapp","matilda","j",1,"c",1
"500","1.6.2020","first","vonTrapp","isabelle","j",2,"c",2
"501","1.6.2020","first","vonTrapp","clara","j",2,"c",1
"502","1.6.2020","first","vonTrapp","leadbelly","j",4,"c",3
"503","1.6.2020","first","vonTrapp","esme","j",1,"c",1
"504","1.6.2020","first","vonTrapp","tallula","j",3,"c",3
"505","1.6.2020","first","vonTrapp","vicki","j",3,"c",3
"506","1.6.2020","first","vonTrapp","zelda","j",2,"c",3
"507","1.6.2020","first","vonTrapp","ursala","j",3,"c",3
"508","1.6.2020","first","vonTrapp","tilly","j",2,"c",2
"509","1.6.2020","first","vonTrapp","freida","j",3,"c",3
"510","1.6.2020","first","vonTrapp","lassandra","j",2,"c",3
"511","1.6.2020","first","vonTrapp","abigail","j",2,"c",2
"512","1.6.2020","first","vonTrapp","flavia","j",4,"c",3
"513","1.6.2020","first","vonTrapp","alice","j",2,"c",3
"514","1.6.2020","first","vonTrapp","irene","j",2,"c",2
"515","1.6.2020","first","vonTrapp","lilac","j",2,"c",2
"516","1.6.2020","first","vonTrapp","hyacinth","j",2,"c",2
"517","1.6.2020","first","vonTrapp","ardetta","j",2,"c",2
"518","1.6.2020","first","vonTrapp","indie","j",1,"c",1
"519","1.6.2020","first","vonTrapp","panda","j",1,"c",2
"520","1.6.2020","first","vonTrapp","patchouli","j",3,"c",4
"521","1.6.2020","first","vonTrapp","iris","j",2,"c",2
"522","1.6.2020","first","vonTrapp","bonnie","j",2,"c",3
"523","1.6.2020","first","vonTrapp","jasmine","j",3,"c",2
"524","1.6.2020","first","vonTrapp","imogene","j",3,"c",3
"525","1.6.2020","first","vonTrapp","seraphina","j",2,"c",2
"526","1.6.2020","first","vonTrapp","hosana","j",2,"c",2
"527","1.6.2020","first","vonTrapp","lucha","j",1,"c",1
"528","2.12.2020","second","vonTrapp","leadbelly","j",1,"c",2
"529","2.12.2020","second","vonTrapp","leopard","j",1,"c",2
"530","2.12.2020","second","vonTrapp","lena","j",3,"c",3
"531","2.12.2020","second","vonTrapp","vangie","j",2,"c",2
"532","2.12.2020","second","vonTrapp","gloria","j",2,"c",2
"533","2.12.2020","second","vonTrapp","matilda","j",2,"c",3
"534","2.12.2020","second","vonTrapp","alma","j",1,"c",2
"535","2.12.2020","second","vonTrapp","esme","j",1,"c",1
"536","2.12.2020","second","vonTrapp","gomora","j",NA,"c",1
"537","2.12.2020","second","vonTrapp","luna","j",1,"c",1
"538","2.12.2020","second","vonTrapp","isabelle","j",1,"c",1
"539","2.12.2020","second","vonTrapp","vicki","j",3,"c",2
"540","2.12.2020","second","vonTrapp","clara","j",1,"c",1
"541","2.12.2020","second","vonTrapp","zelda","j",2,"c",2
"542","2.12.2020","second","vonTrapp","abigail","j",1,"c",2
"543","2.12.2020","second","vonTrapp","tallula","j",1,"c",1
"544","2.12.2020","second","vonTrapp","tilly","j",1,"c",1
"545","2.12.2020","second","vonTrapp","freida","j",3,"c",3
"546","2.12.2020","second","vonTrapp","lassandra","j",1,"c",2
"547","2.12.2020","second","vonTrapp","irene","j",1,"c",2
"548","2.12.2020","second","vonTrapp","flavia","j",1,"c",3
"549","2.12.2020","second","vonTrapp","ursala","j",1,"c",1
"550","2.12.2020","second","vonTrapp","alice","j",2,"c",3
"551","2.12.2020","second","vonTrapp","ardetta","j",2,"c",3
"552","2.12.2020","second","vonTrapp","lilac","j",3,"c",2
"553","2.12.2020","second","vonTrapp","hyacinth","j",3,"c",2
"554","2.12.2020","second","vonTrapp","patchouli","j",3,"c",3
"555","2.12.2020","second","vonTrapp","lucha","j",2,"c",3
"556","2.12.2020","second","vonTrapp","indie","j",1,"c",1
"557","2.12.2020","second","vonTrapp","panda","j",1,"c",1
"558","2.12.2020","second","vonTrapp","imogene","j",2,"c",2
"559","2.12.2020","second","vonTrapp","iris","j",2,"c",2
"560","2.12.2020","second","vonTrapp","jasmine","j",1,"c",1
"561","2.12.2020","second","vonTrapp","bonnie","j",1,"c",1
"562","2.12.2020","second","vonTrapp","hosana","j",2,"c",2
"563","2.12.2020","second","vonTrapp","seraphina","j",1,"c",1
"564","3.10.2020","third","vonTrapp","vera","j",3,"c",4
"565","3.10.2020","third","vonTrapp","gomora","j",2,"c",2
"566","3.10.2020","third","vonTrapp","leopard","j",2,"c",2
"567","3.10.2020","third","vonTrapp","vangie","j",2,"c",2
"568","3.10.2020","third","vonTrapp","gloria","j",3,"c",4
"569","3.10.2020","third","vonTrapp","luna","j",1,"c",1
"570","3.10.2020","third","vonTrapp","matilda","j",3,"c",3
"571","3.10.2020","third","vonTrapp","isabelle","j",2,"c",4
"572","3.10.2020","third","vonTrapp","vicki","j",4,"c",4
"573","3.10.2020","third","vonTrapp","lena","j",2,"c",3
"574","3.10.2020","third","vonTrapp","alma","j",1,"c",1
"575","3.10.2020","third","vonTrapp","esme","j",1,"c",1
"576","3.10.2020","third","vonTrapp","clara","j",1,"c",1
"577","3.10.2020","third","vonTrapp","zelda","j",3,"c",4
"578","3.10.2020","third","vonTrapp","abigail","j",1,"c",1
"579","3.10.2020","third","vonTrapp","tallula","j",4,"c",4
"580","3.10.2020","third","vonTrapp","tilly","j",3,"c",4
"581","3.10.2020","third","vonTrapp","freida","j",3,"c",4
"582","3.10.2020","third","vonTrapp","flavia","j",1,"c",3
"583","3.10.2020","third","vonTrapp","alice","j",3,"c",4
"584","3.10.2020","third","vonTrapp","ursala","j",2,"c",4
"585","3.10.2020","third","vonTrapp","iris","j",2,"c",3
"586","3.10.2020","third","vonTrapp","patchouli","j",3,"c",4
"587","3.10.2020","third","vonTrapp","irene","j",1,"c",2
"588","3.10.2020","third","vonTrapp","ardetta","j",4,"c",4
"589","3.10.2020","third","vonTrapp","lilac","j",3,"c",4
"590","3.10.2020","third","vonTrapp","hyacinth","j",1,"c",2
"591","3.10.2020","third","vonTrapp","indie","j",1,"c",1
"592","3.10.2020","third","vonTrapp","panda","j",1,"c",1
"593","3.10.2020","third","vonTrapp","tessa","j",3,"c",4
"594","3.10.2020","third","vonTrapp","jasmine","j",1,"c",2
"595","3.10.2020","third","vonTrapp","seraphina","j",1,"c",2
"596","3.10.2020","third","vonTrapp","imogene","j",2,"c",4
"597","3.10.2020","third","vonTrapp","hosana","j",2,"c",3
"598","3.10.2020","third","vonTrapp","lucha","j",1,"c",1
"599","12.17.2019","first","BJ","757","j",2,"c",2
"600","12.17.2019","first","BJ","585","j",1,"c",1
"601","12.17.2019","first","BJ","754","j",4,"c",4
"602","12.17.2019","first","BJ","716","j",4,"c",3
"603","12.17.2019","first","BJ","cb5","j",4,"c",4
"604","12.17.2019","first","BJ","656","j",3,"c",3
"605","12.17.2019","first","BJ","719","j",2,"c",3
"606","12.17.2019","first","BJ","739","j",2,"c",3
"607","12.17.2019","first","BJ","670","j",1,"c",1
"608","12.17.2019","first","BJ","720","j",3,"c",2
"609","12.17.2019","first","BJ","727","j",2,"c",3
"610","12.17.2019","first","BJ","693","j",4,"c",4
"611","12.17.2019","first","BJ","741","j",2,"c",2
"612","12.17.2019","first","BJ","749","j",3,"c",3
"613","12.17.2019","first","BJ","733","j",1,"c",2
"614","12.17.2019","first","BJ","738","j",2,"c",3
"615","12.17.2019","first","BJ","753","j",4,"c",4
"616","12.17.2019","first","BJ","701","j",2,"c",2
"617","12.17.2019","first","BJ","731","j",3,"c",3
"618","12.17.2019","first","BJ","763","j",1,"c",2
"619","12.17.2019","first","BJ","697","j",4,"c",4
"620","12.17.2019","first","BJ","708","j",4,"c",4
"621","12.17.2019","first","BJ","744","j",2,"c",3
"622","12.17.2019","first","BJ","675","j",1,"c",1
"623","12.17.2019","first","BJ","745","j",3,"c",3
"624","12.17.2019","first","BJ","666","j",2,"c",2
"625","12.17.2019","first","BJ","730","j",4,"c",4
"626","12.17.2019","first","BJ","713","j",1,"c",2
"627","12.17.2019","first","BJ","722","j",3,"c",3
"628","12.17.2019","first","BJ","761","j",3,"c",3
"629","12.17.2019","first","BJ","755","j",3,"c",3
"630","12.17.2019","first","BJ","664","j",3,"c",4
"631","12.17.2019","first","BJ","743","j",2,"c",3
"632","12.17.2019","first","BJ","748","j",1,"c",2
"633","12.17.2019","first","BJ","685","j",2,"c",2
"634","1.29.2020","second","BJ","757","j",2,"c",2
"635","1.29.2020","second","BJ","656","j",1,"c",2
"636","1.29.2020","second","BJ","585","j",1,"c",1
"637","1.29.2020","second","BJ","758","j",2,"c",2
"638","1.29.2020","second","BJ","754","j",1,"c",1
"639","1.29.2020","second","BJ","cb5","j",3,"c",3
"640","1.29.2020","second","BJ","720","j",1,"c",1
"641","1.29.2020","second","BJ","719","j",4,"c",3
"642","1.29.2020","second","BJ","716","j",2,"c",1
"643","1.29.2020","second","BJ","670","j",1,"c",1
"644","1.29.2020","second","BJ","739","j",3,"c",3
"645","1.29.2020","second","BJ","727","j",1,"c",1
"646","1.29.2020","second","BJ","693","j",4,"c",4
"647","1.29.2020","second","BJ","741","j",3,"c",4
"648","1.29.2020","second","BJ","731","j",3,"c",2
"649","1.29.2020","second","BJ","749","j",2,"c",2
"650","1.29.2020","second","BJ","753","j",3,"c",3
"651","1.29.2020","second","BJ","738","j",4,"c",3
"652","1.29.2020","second","BJ","733","j",2,"c",2
"653","1.29.2020","second","BJ","701","j",2,"c",2
"654","1.29.2020","second","BJ","744","j",3,"c",3
"655","1.29.2020","second","BJ","763","j",2,"c",2
"656","1.29.2020","second","BJ","675","j",1,"c",1
"657","1.29.2020","second","BJ","697","j",2,"c",2
"658","1.29.2020","second","BJ","745","j",2,"c",2
"659","1.29.2020","second","BJ","713","j",1,"c",1
"660","1.29.2020","second","BJ","761","j",3,"c",3
"661","1.29.2020","second","BJ","708","j",4,"c",4
"662","1.29.2020","second","BJ","722","j",2,"c",3
"663","1.29.2020","second","BJ","cb3","j",3,"c",2
"664","1.29.2020","second","BJ","685","j",3,"c",3
"665","1.29.2020","second","BJ","664","j",2,"c",3
"666","1.29.2020","second","BJ","755","j",2,"c",2
"667","1.29.2020","second","BJ","743","j",4,"c",3
"668","1.29.2020","second","BJ","616","j",2,"c",1
"669","2.26.2020","third","BJ","758","m",3,"c",4
"670","2.26.2020","third","BJ","757","m",1,"c",1
"671","2.26.2020","third","BJ","656","m",3,"c",3
"672","2.26.2020","third","BJ","754","m",2,"c",3
"673","2.26.2020","third","BJ","cb5","m",2,"c",2
"674","2.26.2020","third","BJ","585","m",1,"c",1
"675","2.26.2020","third","BJ","727","m",2,"c",2
"676","2.26.2020","third","BJ","741","m",3,"c",3
"677","2.26.2020","third","BJ","749","m",2,"c",2
"678","2.26.2020","third","BJ","670","m",1,"c",1
"679","2.26.2020","third","BJ","716","m",1,"c",2
"680","2.26.2020","third","BJ","720","m",2,"c",2
"681","2.26.2020","third","BJ","719","m",1,"c",1
"682","2.26.2020","third","BJ","739","m",4,"c",4
"683","2.26.2020","third","BJ","693","m",3,"c",3
"684","2.26.2020","third","BJ","731","m",4,"c",4
"685","2.26.2020","third","BJ","738","m",4,"c",4
"686","2.26.2020","third","BJ","753","m",4,"c",4
"687","2.26.2020","third","BJ","675","m",1,"c",1
"688","2.26.2020","third","BJ","763","m",3,"c",3
"689","2.26.2020","third","BJ","733","m",1,"c",1
"690","2.26.2020","third","BJ","701","m",3,"c",4
"691","2.26.2020","third","BJ","708","m",4,"c",4
"692","2.26.2020","third","BJ","744","m",3,"c",3
"693","2.26.2020","third","BJ","745","m",2,"c",1
"694","2.26.2020","third","BJ","761","m",4,"c",4
"695","2.26.2020","third","BJ","713","m",1,"c",1
"696","2.26.2020","third","BJ","722","m",2,"c",2
"697","2.26.2020","third","BJ","664","m",4,"c",4
"698","2.26.2020","third","BJ","765","m",2,"c",NA
"699","2.26.2020","third","BJ","cb3","m",3,"c",2
"700","2.26.2020","third","BJ","755","m",2,"c",2
"701","2.26.2020","third","BJ","743","m",3,"c",4
"702","2.26.2020","third","BJ","685","m",1,"c",1
"703","2.26.2020","third","BJ","616","m",2,"c",3
"704","1.2.2020","first","Butterworks","joy","j",2,"c",1
"705","1.2.2020","first","Butterworks","strawberry","j",1,"c",1
"706","1.2.2020","first","Butterworks","masala","j",1,"c",1
"707","1.2.2020","first","Butterworks","muffin","j",3,"c",4
"708","1.2.2020","first","Butterworks","mango","j",2,"c",3
"709","1.2.2020","first","Butterworks","pomme","j",2,"c",3
"710","1.2.2020","first","Butterworks","happiness","j",2,"c",2
"711","1.2.2020","first","Butterworks","wildcucumber","j",1,"c",3
"712","1.2.2020","first","Butterworks","blackberry","j",1,"c",1
"713","1.2.2020","first","Butterworks","pearl","j",2,"c",2
"714","1.2.2020","first","Butterworks","nebula","j",1,"c",1
"715","1.2.2020","first","Butterworks","snowball","j",2,"c",2
"716","1.2.2020","first","Butterworks","rhubarb","j",1,"c",1
"717","1.2.2020","first","Butterworks","hawthorn","j",2,"c",3
"718","1.2.2020","first","Butterworks","nona","j",1,"c",1
"719","1.2.2020","first","Butterworks","mustard","j",1,"c",2
"720","1.2.2020","first","Butterworks","nazareth","j",1,"c",1
"721","1.2.2020","first","Butterworks","marjoram","j",1,"c",1
"722","1.2.2020","first","Butterworks","manzana","j",2,"c",3
"723","1.2.2020","first","Butterworks","love","j",2,"c",2
"724","1.2.2020","first","Butterworks","mandolin","j",1,"c",1
"725","1.2.2020","first","Butterworks","avocado","j",1,"c",1
"726","1.2.2020","first","Butterworks","jolene","j",1,"c",2
"727","1.2.2020","first","Butterworks","nellie","j",2,"c",3
"728","1.2.2020","first","Butterworks","melissa","j",1,"c",2
"729","1.2.2020","first","Butterworks","petunia","j",3,"c",3
"730","1.2.2020","first","Butterworks","crescent","j",2,"c",2
"731","1.2.2020","first","Butterworks","peace","j",1,"c",2
"732","1.2.2020","first","Butterworks","bon","j",2,"c",2
"733","1.2.2020","first","Butterworks","applecore","j",1,"c",1
"734","1.2.2020","first","Butterworks","chipotle","j",2,"c",2
"735","1.2.2020","first","Butterworks","lilac","j",2,"c",2
"736","1.2.2020","first","Butterworks","plantain","j",1,"c",2
"737","2.4.2020","second","Butterworks","masala","t",2,"c",1
"738","2.4.2020","second","Butterworks","strawberry","t",2,"c",1
"739","2.4.2020","second","Butterworks","muffin","t",3,"c",2
"740","2.4.2020","second","Butterworks","mango","t",3,"c",2
"741","2.4.2020","second","Butterworks","pomme","t",2,"c",2
"742","2.4.2020","second","Butterworks","noel","t",1,"c",1
"743","2.4.2020","second","Butterworks","pearl","t",4,"c",3
"744","2.4.2020","second","Butterworks","happiness","t",1,"c",1
"745","2.4.2020","second","Butterworks","wildcucumber","t",1,"c",1
"746","2.4.2020","second","Butterworks","blackberry","t",2,"c",1
"747","2.4.2020","second","Butterworks","rhubarb","t",3,"c",2
"748","2.4.2020","second","Butterworks","snowball","t",1,"c",1
"749","2.4.2020","second","Butterworks","nebula","t",2,"c",1
"750","2.4.2020","second","Butterworks","joy","t",2,"c",1
"751","2.4.2020","second","Butterworks","mustard","t",3,"c",2
"752","2.4.2020","second","Butterworks","hawthorn","t",2,"c",2
"753","2.4.2020","second","Butterworks","nona","t",3,"c",2
"754","2.4.2020","second","Butterworks","marjoram","t",2,"c",1
"755","2.4.2020","second","Butterworks","nazareth","t",2,"c",1
"756","2.4.2020","second","Butterworks","manzana","t",3,"c",3
"757","2.4.2020","second","Butterworks","avocado","t",2,"c",2
"758","2.4.2020","second","Butterworks","aurora","t",1,"c",1
"759","2.4.2020","second","Butterworks","love","t",2,"c",2
"760","2.4.2020","second","Butterworks","nellie","t",1,"c",1
"761","2.4.2020","second","Butterworks","jolene","t",2,"c",1
"762","2.4.2020","second","Butterworks","melissa","t",2,"c",1
"763","2.4.2020","second","Butterworks","petunia","t",1,"c",1
"764","2.4.2020","second","Butterworks","mandolin","t",1,"c",1
"765","2.4.2020","second","Butterworks","peace","t",2,"c",2
"766","2.4.2020","second","Butterworks","eva","t",3,"c",2
"767","2.4.2020","second","Butterworks","bon","t",2,"c",1
"768","2.4.2020","second","Butterworks","lilac","t",1,"c",2
"769","2.4.2020","second","Butterworks","applecore","t",2,"c",1
"770","2.4.2020","second","Butterworks","chipotle","t",2,"c",1
"771","3.3.2020","third","Butterworks","masala","n",1,"c",1
"772","3.3.2020","third","Butterworks","muffin","n",3,"c",1
"773","3.3.2020","third","Butterworks","strawberry","n",2,"c",1
"774","3.3.2020","third","Butterworks","pomme","n",2,"c",2
"775","3.3.2020","third","Butterworks","mango","n",3,"c",2
"776","3.3.2020","third","Butterworks","happiness","n",2,"c",1
"777","3.3.2020","third","Butterworks","noel","n",1,"c",1
"778","3.3.2020","third","Butterworks","pearl","n",3,"c",2
"779","3.3.2020","third","Butterworks","blackberry","n",4,"c",4
"780","3.3.2020","third","Butterworks","wildcucumber","n",2,"c",2
"781","3.3.2020","third","Butterworks","rhubarb","n",4,"c",3
"782","3.3.2020","third","Butterworks","snowball","n",3,"c",2
"783","3.3.2020","third","Butterworks","nebula","n",2,"c",1
"784","3.3.2020","third","Butterworks","joy","n",2,"c",2
"785","3.3.2020","third","Butterworks","mustard","n",3,"c",2
"786","3.3.2020","third","Butterworks","hawthorn","n",2,"c",1
"787","3.3.2020","third","Butterworks","nazareth","n",2,"c",1
"788","3.3.2020","third","Butterworks","nona","n",3,"c",2
"789","3.3.2020","third","Butterworks","marjoram","n",1,"c",1
"790","3.3.2020","third","Butterworks","manzana","n",4,"c",4
"791","3.3.2020","third","Butterworks","avocado","n",3,"c",3
"792","3.3.2020","third","Butterworks","aurora","n",2,"c",1
"793","3.3.2020","third","Butterworks","love","n",3,"c",2
"794","3.3.2020","third","Butterworks","star","n",2,"c",3
"795","3.3.2020","third","Butterworks","nellie","n",2,"c",1
"796","3.3.2020","third","Butterworks","melissa","n",3,"c",2
"797","3.3.2020","third","Butterworks","eva","n",2,"c",2
"798","3.3.2020","third","Butterworks","peace","n",3,"c",2
"799","3.3.2020","third","Butterworks","petunia","n",3,"c",2
"800","3.3.2020","third","Butterworks","jackie","n",3,"c",1
"801","3.3.2020","third","Butterworks","gabrielle","n",4,"c",3
"802","3.3.2020","third","Butterworks","bon","n",3,"c",1
"803","3.3.2020","third","Butterworks","applecore","n",3,"c",2
"804","3.3.2020","third","Butterworks","paprika","n",4,"c",3
"805","3.3.2020","third","Butterworks","lilac","n",4,"c",4
"806","12.11.2019","first","Choiniere","8","j",3,"c",4
"807","12.11.2019","first","Choiniere","27","j",2,"c",2
"808","12.11.2019","first","Choiniere","69","j",2,"c",2
"809","12.11.2019","first","Choiniere","66","j",1,"c",1
"810","12.11.2019","first","Choiniere","86","j",2,"c",2
"811","12.11.2019","first","Choiniere","40","j",2,"c",3
"812","12.11.2019","first","Choiniere","19","j",2,"c",3
"813","12.11.2019","first","Choiniere","57","j",1,"c",1
"814","12.11.2019","first","Choiniere","32","j",3,"c",4
"815","12.11.2019","first","Choiniere","11","j",2,"c",3
"816","12.11.2019","first","Choiniere","41","j",1,"c",2
"817","12.11.2019","first","Choiniere","26","j",2,"c",2
"818","12.11.2019","first","Choiniere","12","j",2,"c",3
"819","12.11.2019","first","Choiniere","3","j",3,"c",3
"820","12.11.2019","first","Choiniere","38","j",3,"c",2
"821","12.11.2019","first","Choiniere","9","j",2,"c",3
"822","12.11.2019","first","Choiniere","62","j",NA,"c",NA
"823","12.11.2019","first","Choiniere","17","j",2,"c",3
"824","12.11.2019","first","Choiniere","23","j",2,"c",1
"825","12.11.2019","first","Choiniere","7","j",3,"c",2
"826","12.11.2019","first","Choiniere","4","j",3,"c",3
"827","12.11.2019","first","Choiniere","89","j",2,"c",3
"828","12.11.2019","first","Choiniere","44","j",2,"c",3
"829","12.11.2019","first","Choiniere","74","j",2,"c",3
"830","12.11.2019","first","Choiniere","48","j",2,"c",2
"831","12.11.2019","first","Choiniere","56","j",2,"c",3
"832","12.11.2019","first","Choiniere","97","j",3,"c",3
"833","12.11.2019","first","Choiniere","16","j",2,"c",2
"834","12.11.2019","first","Choiniere","49","j",4,"c",4
"835","12.11.2019","first","Choiniere","869","j",1,"c",2
"836","12.11.2019","first","Choiniere","741","j",2,"c",4
"837","12.11.2019","first","Choiniere","93","j",4,"c",4
"838","12.11.2019","first","Choiniere","28","j",3,"c",2
"839","12.11.2019","first","Choiniere","30","j",2,"c",2
"840","1.21.2020","second","Choiniere","66","j",2,"c",1
"841","1.21.2020","second","Choiniere","17","j",2,"c",2
"842","1.21.2020","second","Choiniere","9","j",2,"c",2
"843","1.21.2020","second","Choiniere","57","j",2,"c",2
"844","1.21.2020","second","Choiniere","52","j",2,"c",2
"845","1.21.2020","second","Choiniere","54","j",NA,"c",1
"846","1.21.2020","second","Choiniere","40","j",3,"c",3
"847","1.21.2020","second","Choiniere","69","j",2,"c",3
"848","1.21.2020","second","Choiniere","49","j",2,"c",3
"849","1.21.2020","second","Choiniere","86","j",1,"c",1
"850","1.21.2020","second","Choiniere","1016.96","j",2,"c",2
"851","1.21.2020","second","Choiniere","741","j",2,"c",3
"852","1.21.2020","second","Choiniere","38","j",4,"c",3
"853","1.21.2020","second","Choiniere","12","j",2,"c",2
"854","1.21.2020","second","Choiniere","4","j",2,"c",3
"855","1.21.2020","second","Choiniere","7","j",3,"c",2
"856","1.21.2020","second","Choiniere","32","j",1,"c",1
"857","1.21.2020","second","Choiniere","3","j",2,"c",2
"858","1.21.2020","second","Choiniere","26","j",3,"c",2
"859","1.21.2020","second","Choiniere","30","j",3,"c",3
"860","1.21.2020","second","Choiniere","27","j",2,"c",2
"861","1.21.2020","second","Choiniere","48","j",1,"c",2
"862","1.21.2020","second","Choiniere","93","j",2,"c",2
"863","1.21.2020","second","Choiniere","97","j",3,"c",4
"864","1.21.2020","second","Choiniere","89","j",1,"c",2
"865","1.21.2020","second","Choiniere","34","j",NA,"c",3
"866","1.21.2020","second","Choiniere","28","j",2,"c",2
"867","1.21.2020","second","Choiniere","19","j",1,"c",1
"868","1.21.2020","second","Choiniere","41","j",1,"c",1
"869","1.21.2020","second","Choiniere","74","j",2,"c",2
"870","1.21.2020","second","Choiniere","23","j",1,"c",1
"871","1.21.2020","second","Choiniere","8","j",1,"c",2
"872","1.21.2020","second","Choiniere","16","j",2,"c",2
"873","1.21.2020","second","Choiniere","56","j",1,"c",2
"874","1.21.2020","second","Choiniere","35","j",NA,"c",NA
"875","2.17.2020","third","Choiniere","19","j",2,NA,NA
"876","2.17.2020","third","Choiniere","56","j",2,NA,NA
"877","2.17.2020","third","Choiniere","34","j",4,NA,NA
"878","2.17.2020","third","Choiniere","69","j",3,NA,NA
"879","2.17.2020","third","Choiniere","17","j",4,NA,NA
"880","2.17.2020","third","Choiniere","66","j",1,NA,NA
"881","2.17.2020","third","Choiniere","40","j",4,NA,NA
"882","2.17.2020","third","Choiniere","32","j",3,NA,NA
"883","2.17.2020","third","Choiniere","9","j",2,NA,NA
"884","2.17.2020","third","Choiniere","1016.96","j",NA,NA,NA
"885","2.17.2020","third","Choiniere","741","j",NA,NA,NA
"886","2.17.2020","third","Choiniere","41","j",1,NA,NA
"887","2.17.2020","third","Choiniere","7","j",2,NA,NA
"888","2.17.2020","third","Choiniere","12","j",2,NA,NA
"889","2.17.2020","third","Choiniere","74","j",3,NA,NA
"890","2.17.2020","third","Choiniere","4","j",3,NA,NA
