date,visit,farm,order,cow_id,quarter,path_1,path1_imi,path_2,path2_imi,path_3,path3_imi,path_4,path4_imi,quarter_code,isolate_1,Pathogen_group,NAS_species,path_1_maldi_final_id,fix_1,isolate_2,path_2_maldi_final_id,fix_2,isolate_3,path_3_maldi_final_id,fix_3,isolate_4,path_4_maldi_final_id,fix_4,clinical,blind,teatinj,pstmilking,mixed_inf_series,dup_not_collected,imi_series,hygiene_scorer_1,hygiene_1,hygiene_scorer_2,hygiene_2,cc_1,cc_2,cc_3,scc,scc_div_100k,ls,contam,contam_comment
3.20.2020,third,paddlebridge,28,gift379,RF,cns,yes1,,,,,,,1,pb092,CNS,S. chromogenes,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,180000,1.8,3.847996907,,
1.30.2020,second,lynd,3,lovage,LF,cns,yes2,,,,,,,2,lf048,CNS,S. chromogenes,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,180000,1.8,3.847996907,,
1.30.2020,second,lynd,12,amarillo,LH,cns,yes2,,,,,,,2,lf061,CNS,S. chromogenes,staphylococcus chromogenes,yes_from_strep_to_cns,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,180000,1.8,3.847996907,,
3.5.2020,third,lynd,15,krone,RH,cns,yes2,,,,,,,2,lf108,CNS,S. chromogenes,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,180000,1.8,3.847996907,,
3.5.2020,third,lynd,13,amarillo,LH,cns,yes2,,,,,,,2,lf103,CNS,S. chromogenes,staphylococcus chromogenes,yes_from_strep_to_cns,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,190000,1.9,3.925999419,,
2.14.2020,second,oughtabe,35,katie,LH,cns,yes2,,,,,,,2,ob102,CNS,S. chromogenes,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,yes,t,1,c,1,NA,NA,NA,190000,1.9,3.925999419,,
3.19.2020,third,glennview,6,173,LH,cns,yes2,,,,,,,2,gv109,CNS,S. chromogenes,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,yes,j,4,c,4,NA,NA,NA,200000,2,4,,
3.19.2020,third,glennview,12,79,RH,cns,yes2,,,,,,,2,gv120,CNS,S. chromogenes,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,4,NA,NA,NA,200000,2,4,,
1.30.2020,second,lynd,8,faith,LH,cns,yes2,,,,,,,2,lf055,CNS,S. chromogenes,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,200000,2,4,,
3.3.2020,third,butterworks,8,pearl,LF,cns,yes2,cns,other18,,,,,2,bw123,CNS,S. chromogenes,staphylococcus chromogenes,,bw124,,,,,,,NA,NA,,,,,tbd,,yes,n,3,c,2,NA,NA,NA,210000,2.1,4.070389328,,
1.22.2020,second,swallowdale,31,cassia,LH,cns,yes2,,,,,,,2,sw085,CNS,S. chromogenes,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,yes,j,NA,NA,NA,NA,NA,NA,220000,2.2,4.137503524,,
1.30.2020,second,lynd,16,chaloopa,LF,cns,yes2,,,,,,,2,lf066,CNS,S. chromogenes,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,220000,2.2,4.137503524,,
3.3.2020,third,butterworks,25,nellie,LH,cns,yes2,,,,,,,2,bw144,CNS,S. chromogenes,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,yes,n,2,c,1,NA,NA,NA,220000,2.2,4.137503524,,
1.22.2020,second,swallowdale,32,pledge,LF,cns,yes2,,,,,,,2,sw087,CNS,S. chromogenes,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,yes,j,1,NA,NA,NA,NA,NA,230000,2.3,4.201633861,,
3.5.2020,third,lynd,5,kowabunga,LF,cns,yes2,,,,,,,2,lf095,CNS,S. chromogenes,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,230000,2.3,4.201633861,,
3.5.2020,third,lynd,9,klondike,RF,cns,yes2,,,,,,,2,lf100,CNS,S. chromogenes,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,230000,2.3,4.201633861,,
2.26.2020,third,bj,12,720,RH,cns,yes2,,,,,,,2,bj061,CNS,S. chromogenes,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,yes,m,2,c,2,NA,NA,NA,230000,2.3,4.201633861,,
2.14.2020,second,oughtabe,34,ginger,RH,cns,yes2,,,,,,,2,ob101,CNS,S. chromogenes,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,yes,t,1,c,1,NA,NA,NA,230000,2.3,4.201633861,,
3.19.2020,third,glennview,8,165,RF,cns,yes2,cns,other18,,,,,2,gv115,CNS,S. chromogenes,staphylococcus chromogenes,,gv160,staphylococcus chromogenes,,,,,,NA,NA,,,,,tbd,,yes,j,3,c,3,NA,NA,NA,240000,2.4,4.263034406,,
3.5.2020,third,lynd,19,webster,RF,cns,yes2,,,,,,,2,lf112,CNS,S. chromogenes,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,240000,2.4,4.263034406,,
2.4.2020,second,butterworks,18,marjoram,RH,cns,yes2,,,,,,,2,bw086,CNS,S. chromogenes,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,yes,t,2,c,1,NA,NA,NA,240000,2.4,4.263034406,,
2.4.2020,second,butterworks,19,nazareth,LF,cns,yes2,,,,,,,2,bw087,CNS,S. chromogenes,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,yes,t,2,c,1,NA,NA,NA,240000,2.4,4.263034406,,
2.4.2020,second,butterworks,24,nellie,LH,cns,yes2,,,,,,,2,bw094,CNS,S. chromogenes,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,yes,t,1,c,1,NA,NA,NA,240000,2.4,4.263034406,,
2.4.2020,second,butterworks,25,jolene,RF,cns,yes2,,,,,,,2,bw098,CNS,S. chromogenes,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,yes,t,2,c,1,NA,NA,NA,240000,2.4,4.263034406,,
12.17.2019,first,bj,30,761,LH,cns,yes2,cns,other18,,,,,2,bj018,CNS,S. chromogenes,staphylococcus chromogenes,,bj026,staphylococcus chromogenes,,,,,,NA,NA,,,,,tbd,,yes,j,3,c,3,NA,NA,NA,246000,2.46,4.298658316,,
12.17.2019,first,bj,15,733,LF,cns,yes2,,,,,,,2,bj012,CNS,S. chromogenes,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,2,NA,NA,NA,286000,2.86,4.516015147,,
2.4.2020,second,butterworks,31,bon,RF,cns,yes2,,,,,,,2,bw106,CNS,S. chromogenes,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,yes,t,2,c,1,NA,NA,NA,290000,2.9,4.5360529,,
3.3.2020,third,butterworks,17,nazareth,LF,cns,yes2,,,,,,,2,bw134,CNS,S. chromogenes,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,yes,n,2,c,1,NA,NA,NA,300000,3,4.584962501,,
3.5.2020,third,lynd,3,chaloopa,RH,cns,yes2,,,,,,,2,lf094,CNS,S. chromogenes,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,320000,3.2,4.678071905,,
3.5.2020,third,lynd,6,faith,LH,cns,yes2,,,,,,,2,lf098,CNS,S. chromogenes,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,350000,3.5,4.807354922,,
3.19.2020,third,glennview,7,198,LH,cns,yes2,,,,,,,2,gv111,CNS,S. chromogenes,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,370000,3.7,4.887525271,,
2.28.2020,third,swallowdale,11,pledge,LF,cns,yes2,,,,,,,2,sw101,CNS,S. chromogenes,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,410000,4.1,5.03562391,,
1.30.2020,second,lynd,14,kowabunga,RF,cns,yes2,,,,,,,2,lf064,CNS,S. chromogenes,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,420000,4.2,5.070389328,,
2.28.2020,third,swallowdale,11,pledge,RF,cns,yes2,,,,,,,2,sw103,CNS,S. chromogenes,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,440000,4.4,5.137503524,,
3.19.2020,third,glennview,27,205,LH,cns,yes1,,,,,,,1,gv146,CNS,S. chromogenes,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,460000,4.6,5.201633861,,
2.4.2020,second,butterworks,13,nebula,RH,cns,yes2,,,,,,,2,bw084,CNS,S. chromogenes,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,yes,t,2,c,1,NA,NA,NA,460000,4.6,5.201633861,,
2.4.2020,second,butterworks,34,chipotle,RH,cns,yes2,,,,,,,2,bw112,CNS,S. chromogenes,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,yes,t,2,c,1,NA,NA,NA,470000,4.7,5.232660757,,
2.28.2020,third,swallowdale,3,quantum,LF,cns,yes2,,,,,,,2,sw093,CNS,S. chromogenes,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,yes,no,,yes,NA,NA,NA,NA,NA,NA,NA,480000,4.8,5.263034406,,
3.3.2020,third,butterworks,7,noel,LF,cns,yes2,,,,,,,2,bw122,CNS,S. chromogenes,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,yes,n,1,c,1,NA,NA,NA,480000,4.8,5.263034406,,
2.28.2020,third,swallowdale,4,pasta,LF,cns,yes2,,,,,,,2,sw094,CNS,S. chromogenes,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,500000,5,5.321928095,,
3.5.2020,third,lynd,16,martina,LH,cns,yes2,,,,,,,2,lf110,CNS,S. chromogenes,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,500000,5,5.321928095,,
2.14.2020,second,oughtabe,37,peacock,LH,cns,yes2,,,,,,,2,ob108,CNS,S. chromogenes,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,yes,t,2,c,2,NA,NA,NA,580000,5.8,5.5360529,,
1.30.2020,second,lynd,33,martina,LH,cns,yes1,,,,,,,1,lf085,CNS,S. chromogenes,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,600000,6,5.584962501,,
3.3.2020,third,butterworks,25,nellie,RH,cns,yes2,,,,,,,2,bw145,CNS,S. chromogenes,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,yes,n,2,c,1,NA,NA,NA,730000,7.3,5.867896464,,
2.28.2020,third,swallowdale,34,cassia,LH,cns,yes1,,,,,,,1,sw132,CNS,S. chromogenes,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,1000000,10,6.321928095,,
2.14.2020,second,oughtabe,24,alf,RF,cns,yes2,,,,,,,2,ob091,CNS,S. chromogenes,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,yes,t,1,c,1,NA,NA,NA,1000000,10,6.321928095,,
2.14.2020,second,oughtabe,37,peacock,LF,cns,yes2,,,,,,,2,ob109,CNS,S. chromogenes,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,yes,t,2,c,2,NA,NA,NA,1400000,14,6.807354922,,
3.3.2020,third,butterworks,10,wildcucumber,LH,cns,yes2,,,,,,,2,bw126,CNS,S. devriesei,staphylococcus devriesei,,,,,,,,,NA,NA,,,,,no,,yes,n,2,c,2,NA,NA,NA,11000,0.11,0,,
3.19.2020,third,glennview,8,165,RH,cns,yes2,,,,,,,2,gv114,CNS,S. devriesei,staphylococcus devriesei,yes_from_?_to_cns,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,3,NA,NA,NA,120000,1.2,3.263034406,,
2.19.2020,second,glennview,27,169,LF,cns,yes1,,,,,,,1,gv085,CNS,S. equorum,staphylococcus equorum,,,,,,,,,NA,NA,,,,,no,,yes,m,3,c,3,NA,NA,NA,10000,0.1,0,,
3.3.2020,third,butterworks,1,masala,RF,cns,yes2,,,,,,,2,bw115,CNS,S. haemolyticus,staphylococcus haemolyticus,,,,,,,,,NA,NA,,,,,no,,yes,n,1,c,1,NA,NA,NA,0,0,0,,
3.20.2020,third,paddlebridge,27,guana362,LH,cns,yes2,,,,,,,2,pb090,CNS,S. haemolyticus,staphylococcus haemolyticus,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,12000,0.12,0,,
3.3.2020,third,butterworks,9,blackberry,LH,cns,yes1,,,,,,,1,bw125,CNS,S. haemolyticus,staphylococcus haemolyticus,,,,,,,,,NA,NA,,,,,no,,yes,n,4,c,4,NA,NA,NA,16000,0.16,0.35614381,,
1.30.2020,second,lynd,11,leap,RF,cns,yes2,,,,,,,2,lf060,CNS,S. haemolyticus,staphylococcus haemolyticus,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,18000,0.18,0.526068812,,
12.19.2019,first,lynd,33,willy,RF,cns,yes2,,,,,,,2,lf038,CNS,S. haemolyticus,staphylococcus haemolyticus,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,47000,0.47,1.910732662,,
12.19.2019,first,lynd,37,laugh,RF,cns,yes2,,,,,,,2,lf043,CNS,S. haemolyticus,staphylococcus haemolyticus,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,48000,0.48,1.941106311,,
3.3.2020,third,butterworks,4,pomme,RH,cns,yes2,,,,,,,2,bw121,CNS,S. haemolyticus,staphylococcus haemolyticus,,,,,,,,,NA,NA,,,,,no,,yes,n,2,c,2,NA,NA,NA,60000,0.6,2.263034406,,
1.30.2020,second,lynd,32,laugh,RF,cns,yes2,,,,,,,2,lf084,CNS,S. haemolyticus,staphylococcus haemolyticus,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,100000,1,3,,
3.5.2020,third,lynd,25,willy,RF,cns,yes2,,,,,,,2,lf118,CNS,S. haemolyticus,staphylococcus haemolyticus,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,120000,1.2,3.263034406,,
3.3.2020,third,butterworks,17,nazareth,RF,cns,yes2,,,,,,,2,bw135,CNS,S. haemolyticus,staphylococcus haemolyticus,,,,,,,,,NA,NA,,,,,no,,yes,n,2,c,1,NA,NA,NA,160000,1.6,3.678071905,,
3.5.2020,third,lynd,3,chaloopa,LH,cns,yes2,,,,,,,2,lf092,CNS,S. haemolyticus,staphylococcus haemolyticus,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,220000,2.2,4.137503524,,
1.30.2020,second,lynd,16,chaloopa,LH,cns,yes2,,,,,,,2,lf065,CNS,S. haemolyticus,staphylococcus haemolyticus,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,240000,2.4,4.263034406,,
1.30.2020,second,lynd,20,willy,RF,cns,yes2,cns,other18,,,,,2,lf073,CNS,S. haemolyticus,staphylococcus haemolyticus,,lf074,staphylococcus haemolyticus,,,,,,NA,NA,,,,,tbd,,yes,NA,NA,NA,NA,NA,NA,NA,250000,2.5,4.321928095,,
3.12.2020,third,oughtabe,13,racer,LH,cns,yes2,,,,,,,2,ob129,CNS,S. haemolyticus,staphylococcus haemolyticus,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,250000,2.5,4.321928095,,
2.4.2020,second,butterworks,19,nazareth,RF,cns,yes2,,,,,,,2,bw088,CNS,S. haemolyticus,staphylococcus haemolyticus,,,,,,,,,NA,NA,,,,,no,,yes,t,2,c,1,NA,NA,NA,440000,4.4,5.137503524,,
12.17.2019,first,bj,2,585,RF,cns,yes1,,,,,,,1,bj002,CNS,S. haemolyticus,staphylococcus haemolyticus,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,697000,6.97,5.801158656,,
3.5.2020,third,lynd,5,kowabunga,RH,cns,yes2,,,,,,,2,lf096,CNS,S. haemolyticus,staphylococcus haemolyticus,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,880000,8.8,6.137503524,,
1.29.2020,second,bj,3,585,RF,cns,yes2,,,,,,,2,bj029,CNS,S. haemolyticus,staphylococcus haemolyticus,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,940000,9.4,6.232660757,,
2.26.2020,third,bj,6,585,RF,cns,yes2,,,,,,,2,bj056,CNS,S. haemolyticus,staphylococcus haemolyticus,,,,,,,,,NA,NA,,,,,no,,yes,m,1,c,1,NA,NA,NA,1500000,15,6.906890596,,
2.19.2020,second,glennview,27,169,RF,cns,yes2,,,,,,,2,gv086,CNS,S. pseudintermedius ,staphylococcus pseudintermedius ,yes_from_sa_to_cns,,,,,,,,NA,NA,,,,,no,,yes,m,3,c,3,NA,NA,NA,96000,0.96,2.941106311,,
2.19.2020,second,glennview,35,198,LF,cns,yes2,,,,,,,2,gv098,CNS,S. saprophyticus,staphylococcus saprophyticus,,,,,,,,,NA,NA,,,,,no,,yes,m,1,c,1,NA,NA,NA,4000,0.04,0,,
3.20.2020,third,paddlebridge,34,farrah363,RF,cns,yes2,,,,,,,2,pb101,CNS,S. simulans,staphylococcus simulans,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,7000,0.07,0,,
3.12.2020,third,oughtabe,14,peonie,RF,cns,yes2,,,,,,,2,ob132,CNS,S. simulans,staphylococcus simulans,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,4,NA,NA,NA,20000,0.2,0.678071905,,
3.12.2020,third,oughtabe,7,grape,LF,cns,yes2,,,,,,,2,ob118,CNS,S. simulans,staphylococcus simulans,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,1,NA,NA,NA,28000,0.28,1.163498732,,
3.3.2020,third,butterworks,12,snowball,RF,cns,yes1,cns,other18,,,,,2,bw130,CNS,S. simulans,staphylococcus simulans,,bw131,staphylococcus simulans,,,,,,NA,NA,,,,,no,,yes,n,3,c,2,NA,NA,NA,34000,0.34,1.443606651,,
3.12.2020,third,oughtabe,7,grape,RF,cns,yes2,,,,,,,2,ob120,CNS,S. simulans,staphylococcus simulans,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,1,NA,NA,NA,71000,0.71,2.50589093,,
3.3.2020,third,butterworks,12,snowball,RH,cns,yes2,,,,,,,2,bw129,CNS,S. simulans,staphylococcus simulans,,,,,,,,,NA,NA,,,,,no,,yes,n,3,c,2,NA,NA,NA,110000,1.1,3.137503524,,
1.29.2020,second,bj,8,719,LH,cns,yes1,,,,,,,1,bj035,CNS,S. simulans,staphylococcus simulans,,,,,,,,,NA,NA,,,,,no,,yes,j,4,c,3,NA,NA,NA,120000,1.2,3.263034406,,
3.5.2020,third,lynd,13,amarillo,RF,cns,yes2,,,,,,,2,lf104,CNS,S. simulans,staphylococcus simulans,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,150000,1.5,3.584962501,,
3.12.2020,third,oughtabe,19,mschar,LH,cns,yes2,,,,,,,2,ob140,CNS,S. simulans,staphylococcus simulans,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,2,NA,NA,NA,160000,1.6,3.678071905,,
12.17.2019,first,bj,7,719,LH,cns,yes2,,,,,,,2,bj008,CNS,S. simulans,staphylococcus simulans,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,3,NA,NA,NA,244000,2.44,4.286881148,,
2.26.2020,third,bj,13,719,RH,cns,yes2,,,,,,,2,bj063,CNS,S. simulans,staphylococcus simulans,,,,,,,,,NA,NA,,,,,no,,yes,m,1,c,1,NA,NA,NA,270000,2.7,4.432959407,,
1.30.2020,second,lynd,12,amarillo,RF,cns,yes2,,,,,,,2,lf062,CNS,S. simulans,staphylococcus simulans,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,310000,3.1,4.632268215,,
2.4.2020,second,butterworks,12,snowball,RH,cns,yes2,cns,other18,,,,,2,bw082,CNS,S. simulans,staphylococcus simulans,,bw083,staphylococcus simulans,,,,,,NA,NA,,,,,tbd,,yes,t,1,c,1,NA,NA,NA,480000,4.8,5.263034406,,
3.20.2020,third,paddlebridge,34,farrah363,LF,cns,yes2,,,,,,,2,pb100,CNS,S. simulans,staphylococcus simulans,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,540000,5.4,5.432959407,,
2.28.2020,third,swallowdale,34,cassia,RH,cns,yes1,,,,,,,1,sw133,CNS,S. simulans,staphylococcus simulans,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,750000,7.5,5.906890596,,
2.14.2020,second,oughtabe,21,spice,LF,cns,yes2,,,,,,,2,ob085,CNS,S. simulans,staphylococcus simulans,,,,,,,,,NA,NA,,,,,no,,yes,t,1,c,1,NA,NA,NA,960000,9.6,6.263034406,,
1.22.2020,second,swallowdale,31,cassia,RH,cns,yes2,,,,,,,2,sw086,CNS,S. simulans,staphylococcus simulans,,,,,,,,,NA,NA,,,,,no,,yes,j,NA,NA,NA,NA,NA,NA,1300000,13,6.700439718,,
3.12.2020,third,oughtabe,7,grape,RH,cns,yes2,,,,,,,2,ob119,CNS,S. species,staphylococcus species,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,1,NA,NA,NA,20000,0.2,0.678071905,,
2.14.2020,second,oughtabe,36,applepie,LF,cns,yes2,,,,,,,2,ob104,CNS,S. species,staphylococcus species,,,,,,,,,NA,NA,,,,,no,,yes,t,3,c,3,NA,NA,NA,630000,6.3,5.655351829,,
2.26.2020,third,bj,5,cb5,LH,cns,yes2,,,,,,,2,bj054,CNS,S. species,staphylococcus species,,,,,,,,,NA,NA,,,,,no,,yes,m,2,c,2,NA,NA,NA,59000,0.59,2.23878686,,
12.17.2019,first,bj,5,cb5,LH,cns,yes1,,,,,,,1,bj004,CNS,S. species,staphylococcus species,,,,,,,,,NA,NA,,,,,no,,yes,j,4,c,4,NA,NA,NA,62000,0.62,2.310340121,,
1.29.2020,second,bj,6,cb5,LH,cns,yes2,,,,,,,2,bj030,CNS,S. species,staphylococcus species,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,3,NA,NA,NA,74000,0.74,2.565597176,,
3.3.2020,third,butterworks,20,manzana,LH,cns,yes2,,,,,,,2,bw137,CNS,S. species,staphylococcus species,,,,,,,,,NA,NA,,,,,no,,yes,n,4,c,4,NA,NA,NA,94000,0.94,2.910732662,,
1.29.2020,second,bj,15,731,LF,cns,yes2,,,,,,,2,bj043,CNS,S. species,staphylococcus species,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,2,NA,NA,NA,140000,1.4,3.485426827,,
2.28.2020,third,swallowdale,21,marshmellow,RF,cns,yes2,,,,,,,2,sw118,CNS,S. species,staphylococcus species,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,270000,2.7,4.432959407,,
2.4.2020,second,butterworks,34,chipotle,LF,cns,yes2,,,,,,,2,bw111,CNS,S. species,staphylococcus species,,,,,,,,,NA,NA,,,,,no,,yes,t,2,c,1,NA,NA,NA,390000,3.9,4.963474124,,
2.4.2020,second,butterworks,20,manzana,LH,cns,yes2,,,,,,,2,bw089,CNS,S. species,staphylococcus species,,,,,,,,,NA,NA,,,,,no,,yes,t,3,c,3,NA,NA,NA,470000,4.7,5.232660757,,
2.4.2020,second,butterworks,34,chipotle,LH,cns,yes2,,,,,,,2,bw110,CNS,S. species,staphylococcus species,,,,,,,,,NA,NA,,,,,no,,yes,t,2,c,1,NA,NA,NA,490000,4.9,5.292781749,,
12.17.2019,first,bj,19,731,LF,cns,yes2,,,,,,,2,bj016,CNS,S. species,staphylococcus species,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,3,NA,NA,NA,1739000,17.39,7.120186028,,
2.26.2020,third,bj,16,731,LF,cns,yes2,,,,,,,2,bj069,CNS,S. species,staphylococcus species,,,,,,,,,NA,NA,,,,,no,,yes,m,4,c,4,NA,NA,NA,2000000,20,7.321928095,,
3.12.2020,third,oughtabe,1,rabbit,RF,cns,yes2,,,,,,,2,ob110,CNS,S. warneri,staphylococcus warneri,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,28000,0.28,1.163498732,,
3.12.2020,third,oughtabe,15,butterfly,RF,cns,yes2,,,,,,,2,ob133,CNS,S. warneri,staphylococcus warneri,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,3,NA,NA,NA,50000,0.5,2,,
3.3.2020,third,butterworks,21,avocado,LF,cns,yes2,,,,,,,2,bw141,CNS,S. warneri,staphylococcus warneri,,,,,,,,,NA,NA,,,,,no,,yes ,n,3,c,3,NA,NA,NA,58000,0.58,2.214124805,,
3.12.2020,third,oughtabe,2,aloha,LH,cns,yes2,,,,,,,2,ob111,CNS,S. warneri,staphylococcus warneri,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,130000,1.3,3.378511623,,
2.14.2020,second,oughtabe,20,butterfly,RF,cns,yes2,,,,,,,2,ob084,CNS,S. warneri,staphylococcus warneri,,,,,,,,,NA,NA,,,,,no,,yes,t,2,c,2,NA,NA,NA,240000,2.4,4.263034406,,
3.20.2020,third,paddlebridge,33,saige313,RH,cns,yes2,,,,,,,2,pb099,CNS,S. warneri,staphylococcus warneri,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,250000,2.5,4.321928095,,
3.3.2020,third,butterworks,21,avocado,RH,cns,yes2,,,,,,,2,bw142,CNS,S. warneri,staphylococcus warneri,,,,,,,,,NA,NA,,,,,no,,yes ,n,3,c,3,NA,NA,NA,300000,3,4.584962501,,
2.4.2020,second,butterworks,21,avocado,RH,cns,yes2,,,,,,,2,bw093,CNS,S. warneri,staphylococcus warneri,,,,,,,,,NA,NA,,,,,no,,yes,t,2,c,2,NA,NA,NA,1300000,13,6.700439718,,
1.22.2020,second,swallowdale,29,denver,RH,cns,yes2,,,,,,,2,sw084,CNS,S. xylosus,staphylococcus xylosus,,,,,,,,,NA,NA,,,,,no,,yes,j,1,NA,NA,NA,NA,NA,68000,0.68,2.443606651,,
2.28.2020,third,swallowdale,29,denver,RH,cns,yes2,,,,,,,2,sw125,CNS,S. xylosus,staphylococcus xylosus,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,92000,0.92,2.879705766,,
12.13.2019,first,swallowdale,7,skyler,RF,cns,yes1,,,,,,,1,sw009,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,0,0,0,,
