"","date","visit","farm","order","cow_id","quarter","path_1","path1_IMI","path_2","path2_IMI","path_3","path3_IMI","path_4","path4_IMI","quarter_code","isolate_1","isolate_2","isolate_3","isolate_4","clinical","blind","teatinj","pstmilking","mixed_inf_series","dup_not_collected","IMI_series","hygiene_1","hygiene_2","cc_1","cc_2","cc_3","scc","contam","contam_comment","uniqueID","scc_div_100k","ls","ls_no_neg","scc_200k","cause_path"
"901","2.26.2020","third","BJ",12,"720","RF","sa","yes2","","","","",NA,NA,2,"BJ062","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",4100000,NA,NA,"720_RF_third",41,8.357552005,8.3576,"yes","sa"
"902","1.17.2020","first","Paddlebridge",23,"shania291","LF","sa","yes2","","","","",NA,NA,2,"PB015","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",4200000,NA,NA,"shania291_LF_first",42,8.392317423,8.3923,"yes","sa"
"903","2.4.2020","second","Butterworks",33,"applecore","RF","sa","yes2","","","","",NA,NA,2,"BW109","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",4400000,NA,NA,"applecore_RF_second",44,8.459431619,8.4594,"yes","sa"
"904","1.3.2020","first","OughtaBe",1,"easter","RF","sa","yes2","","","","",NA,NA,2,"OB001","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",4900000,NA,NA,"easter_RF_first",49,8.614709844,8.6147,"yes","sa"
"905","12.11.2019","first","Choiniere",27,"97","RH","sa","yes2","","","","",NA,NA,2,"CF050","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",5253000,NA,NA,"97_RH_first",52.53,8.715069679,8.7151,"yes","sa"
"906","2.21.2020","second","Paddlebridge",25,"shania291","LF","sa","yes1","","","","",NA,NA,1,"PB050","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",6400000,NA,NA,"shania291_LF_second",64,9,9,"yes","sa"
"907","2.4.2020","second","Butterworks",32,"lilac","RH","sa","yes2","","","","",NA,NA,2,"BW107","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",6800000,NA,NA,"lilac_RH_second",68,9.087462841,9.0875,"yes","sa"
"908","1.2.2020","first","Butterworks",30,"applecore","LH","sa","yes2","","","","",NA,NA,2,"BW056","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",8900000,NA,NA,"applecore_LH_first",89,9.475733431,9.4757,"yes","sa"
"909","1.10.2020","second","StonyPond",4,"wynona","RF","serratia","yes2","","","","",NA,NA,2,"SP040","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",10000000,NA,NA,"wynona_RF_second",100,9.64385619,9.6439,"yes","other"
"910","1.2.2020","first","Butterworks",29,"bon","LH","strep","yes27","cns","yes27","","",NA,NA,27,"BW054","BW055","",NA,"",NA,"","","yes",NA,"yes","NA","NA","NA","NA","NA",5000,NA,NA,"bon_LH_first",0.05,-1.321928095,0,"no","other"
"911","12.11.2019","first","Choiniere",4,"66","RH","strep","yes27","cns","yes27","","",NA,NA,27,"CF006","CF007","",NA,"",NA,"","","yes",NA,"yes","NA","NA","NA","NA","NA",5000,NA,NA,"66_RH_first",0.05,-1.321928095,0,"no","other"
"912","1.2.2020","first","Butterworks",23,"jolene","LF","strep","yes1","cns","no5","","",NA,NA,1,"BW041","BW042","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",44000,NA,NA,"jolene_LF_first",0.44,1.815575429,1.8156,"no","strep"
"913","1.2.2020","first","Butterworks",6,"pomme","RH","strep","yes27","cns","yes27","","",NA,NA,27,"BW007","BW008","",NA,"",NA,"","","yes",NA,"yes","NA","NA","NA","NA","NA",54000,NA,NA,"pomme_RH_first",0.54,2.111031312,2.111,"no","other"
"914","2.21.2020","second","Paddlebridge",18,"likely30","LH","strep","yes27","cns","yes27","","",NA,NA,27,"PB036","PB037","",NA,"",NA,"","","yes",NA,"yes","NA","NA","NA","NA","NA",72000,NA,NA,"likely30_LH_second",0.72,2.526068812,2.5261,"no","other"
"915","2.28.2020","third","Swallowdale",20,"sondra","LF","strep","yes27","cns","yes27","","",NA,NA,27,"SW109","SW110","",NA,"",NA,"","","yes",NA,"yes","NA","NA","NA","NA","NA",87000,NA,NA,"sondra_LF_third",0.87,2.799087306,2.7991,"no","other"
"916","3.19.2020","third","Glennview",24,"54","LH","strep","yes27","cns","yes27","","",NA,NA,27,"GV137","GV138","",NA,"",NA,"","","yes",NA,"yes","NA","NA","NA","NA","NA",87000,NA,NA,"54_LH_third",0.87,2.799087306,2.7991,"no","other"
"917","1.22.2020","second","Swallowdale",28,"sondra","LF","strep","yes27","cns","yes27","","",NA,NA,27,"SW080","SW081","",NA,"",NA,"","","yes",NA,"yes","NA","NA","NA","NA","NA",89000,NA,NA,"sondra_LF_second",0.89,2.831877241,2.8319,"no","other"
"918","2.14.2020","second","OughtaBe",18,"karla","RH","strep","yes27","cns","yes27","","",NA,NA,27,"OB080","OB081","",NA,"",NA,"","","yes",NA,"yes","NA","NA","NA","NA","NA",110000,NA,NA,"karla_RH_second",1.1,3.137503524,3.1375,"no","other"
"919","1.3.2020","first","OughtaBe",19,"karla","LH","strep","yes27","cns","yes27","","",NA,NA,27,"OB024","OB025","",NA,"",NA,"","","yes",NA,"yes","NA","NA","NA","NA","NA",130000,NA,NA,"karla_LH_first",1.3,3.378511623,3.3785,"no","other"
"920","1.17.2020","first","Paddlebridge",17,"likely30","LH","strep","yes27","cns","yes27","","",NA,NA,27,"PB009","PB008","",NA,"",NA,"","","yes",NA,"yes","NA","NA","NA","NA","NA",130000,NA,NA,"likely30_LH_first",1.3,3.378511623,3.3785,"no","other"
"921","2.14.2020","second","OughtaBe",11,"korny","LH","strep","yes27","cns","yes27","","",NA,NA,27,"OB064","OB065","",NA,"",NA,"","","yes",NA,"yes","NA","NA","NA","NA","NA",180000,NA,NA,"korny_LH_second",1.8,3.847996907,3.848,"no","other"
"922","2.19.2020","second","Glennview",13,"54","LH","strep","yes27","cns","yes27","","",NA,NA,27,"GV064","GV065","",NA,"",NA,"","","yes",NA,"yes","NA","NA","NA","NA","NA",190000,NA,NA,"54_LH_second",1.9,3.925999419,3.926,"no","other"
"923","3.12.2020","third","OughtaBe",24,"jenny","LH","strep","yes27","cns","yes27","","",NA,NA,27,"OB150","OB151","",NA,"",NA,"","","yes",NA,"yes","NA","NA","NA","NA","NA",200000,NA,NA,"jenny_LH_third",2,4,4,"yes","other"
"924","1.3.2020","first","OughtaBe",28,"tiktac","RH","strep","yes27","cns","yes27","","",NA,NA,27,"OB036","OB037","",NA,"",NA,"","","yes",NA,"yes","NA","NA","NA","NA","NA",210000,NA,NA,"tiktac_RH_first",2.1,4.070389328,4.0704,"yes","other"
"925","2.4.2020","second","Butterworks",5,"pomme","RH","strep","yes27","cns","yes27","","",NA,NA,27,"BW075","BW076","",NA,"",NA,"","","yes",NA,"yes","NA","NA","NA","NA","NA",230000,NA,NA,"pomme_RH_second",2.3,4.201633861,4.2016,"yes","other"
"926","3.3.2020","third","Butterworks",25,"nellie","RF","strep","yes27","cns","yes27","","",NA,NA,27,"BW146","BW147","",NA,"",NA,"","","yes",NA,"yes","NA","NA","NA","NA","NA",230000,NA,NA,"nellie_RF_third",2.3,4.201633861,4.2016,"yes","other"
"927","3.16.2020","fourth","Choiniere",33,"97","LF","strep","yes27","cns","yes27","","",NA,NA,27,"CF239","CF240","",NA,"",NA,"","","yes",NA,"yes","NA","NA","NA","NA","NA",240000,NA,NA,"97_LF_fourth",2.4,4.263034406,4.263,"yes","other"
"928","2.14.2020","second","OughtaBe",27,"pistol","RH","strep","yes27","cns","yes27","","",NA,NA,27,"OB092","OB093","",NA,"",NA,"","","yes",NA,"yes","NA","NA","NA","NA","NA",260000,NA,NA,"pistol_RH_second",2.6,4.378511623,4.3785,"yes","other"
"929","1.14.2020","first","Glennview",7,"54","LH","strep","yes27","cns","yes27","?","other31",NA,NA,27,"GV012","GV013","GV0049",NA,"",NA,"","","yes",NA,"yes","NA","NA","NA","NA","NA",270000,NA,NA,"54_LH_first",2.7,4.432959407,4.433,"yes","other"
"930","1.14.2020","first","Glennview",9,"456","LH","strep","yes27","cns","yes27","","",NA,NA,27,"GV017","GV018","",NA,"",NA,"","","yes",NA,"yes","NA","NA","NA","NA","NA",290000,NA,NA,"456_LH_first",2.9,4.5360529,4.5361,"yes","other"
"931","2.4.2020","second","Butterworks",24,"nellie","RF","strep","yes27","cns","yes27","","",NA,NA,27,"BW095","BW096","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",310000,NA,NA,"nellie_RF_second",3.1,4.632268215,4.6323,"yes","other"
"932","2.28.2020","third","Swallowdale",29,"denver","LF","strep","yes27","cns","yes27","","",NA,NA,27,"SW123","SW124","",NA,"",NA,"","","yes",NA,"yes","NA","NA","NA","NA","NA",380000,NA,NA,"denver_LF_third",3.8,4.925999419,4.926,"yes","other"
"933","1.17.2020","first","Paddlebridge",17,"likely30","LF","strep","yes27","cns","yes27","","",NA,NA,27,"PB010","PB011","",NA,"",NA,"","","yes",NA,"yes","NA","NA","NA","NA","NA",500000,NA,NA,"likely30_LF_first",5,5.321928095,5.3219,"yes","other"
"934","2.21.2020","second","Paddlebridge",18,"likely30","LF","strep","yes27","cns","yes27","","",NA,NA,27,"PB038","PB039","",NA,"",NA,"","","yes",NA,"yes","NA","NA","NA","NA","NA",570000,NA,NA,"likely30_LF_second",5.7,5.510961919,5.511,"yes","other"
"935","2.14.2020","second","OughtaBe",36,"applepie","RF","strep","yes27","cns","yes27","","",NA,NA,27,"OB106","OB107","",NA,"",NA,"","","yes",NA,"yes","NA","NA","NA","NA","NA",1200000,NA,NA,"applepie_RF_second",12,6.584962501,6.585,"yes","other"
"936","2.28.2020","third","Swallowdale",9,"29","RF","strep","yes27","cns","yes27","","",NA,NA,27,"SW099","SW100","",NA,"",NA,"","","yes",NA,"yes","NA","NA","NA","NA","NA",1800000,NA,NA,"29_RF_third",18,7.169925001,7.1699,"yes","other"
"937","2.19.2020","second","Glennview",36,"93","RH","strep","yes27","cns","yes27","","",NA,NA,27,"GV099","GV100","",NA,"",NA,"","","yes",NA,"yes","NA","NA","NA","NA","NA",3900000,NA,NA,"93_RH_second",39,8.285402219,8.2854,"yes","other"
"938","12.11.2019","first","Choiniere",14,"3","RF","strep","yes27","corynebac","yes27","","",NA,NA,27,"CF028","CF029","",NA,"",NA,"","","yes",NA,"yes","NA","NA","NA","NA","NA",2000,NA,NA,"3_RF_first",0.02,-2.64385619,0,"no","other"
"939","12.11.2019","first","Choiniere",11,"41","RF","strep","yes27","corynebac","","","",NA,NA,27,"CF024","CF025","",NA,"",NA,"","","yes",NA,"yes","NA","NA","NA","NA","NA",5000,NA,NA,"41_RF_first",0.05,-1.321928095,0,"no","other"
"940","2.28.2020","third","Swallowdale",20,"sondra","RH","strep","yes29","corynebac","other29","","",NA,NA,29,"SW111","SW112","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",7000,NA,NA,"sondra_RH_third",0.07,-0.836501268,0,"no","strep"
"941","2.19.2020","second","Glennview",6,"194","RH","strep","yes27","corynebac","yes27","","",NA,NA,27,"GV056","GV057","",NA,"",NA,"","","yes",NA,"yes","NA","NA","NA","NA","NA",10000,NA,NA,"194_RH_second",0.1,-0.321928095,0,"no","other"
"942","1.2.2020","first","Butterworks",16,"mustard","LH","strep","yes27","corynebac","yes27","","",NA,NA,27,"BW017","BW018","",NA,"",NA,"","","yes",NA,"yes","NA","NA","NA","NA","NA",12000,NA,NA,"mustard_LH_first",0.12,-0.058893689,0,"no","other"
"943","2.26.2020","third","BJ",15,"693","RH","strep","yes27","corynebac","yes27","","",NA,NA,27,"BJ067","BJ068","",NA,"",NA,"","","yes",NA,"yes","NA","NA","NA","NA","NA",13000,NA,NA,"693_RH_third",0.13,0.056583528,0.0566,"no","other"
"944","2.14.2020","second","OughtaBe",16,"jersey","RH","strep","yes27","corynebac","yes27","","",NA,NA,27,"OB075","OB076","",NA,"",NA,"","","yes",NA,"yes","NA","NA","NA","NA","NA",61000,NA,NA,"jersey_RH_second",0.61,2.286881148,2.2869,"no","other"
"945","2.17.2020","third","Choiniere",19,"86","RH","strep","yes27","corynebac","yes27","","",NA,NA,27,"CF165","CF166","",NA,"",NA,"","","yes",NA,"yes","NA","NA","NA","NA","NA",120000,NA,NA,"86_RH_third",1.2,3.263034406,3.263,"no","other"
"946","1.3.2020","first","OughtaBe",15,"jersey","LH","strep","yes27","corynebac","yes27","","",NA,NA,27,"OB020","OB021","",NA,"",NA,"","","yes",NA,"yes","NA","NA","NA","NA","NA",130000,NA,NA,"jersey_LH_first",1.3,3.378511623,3.3785,"no","other"
"947","3.19.2020","third","Glennview",13,"93","RH","strep","yes27","corynebac","yes27","","",NA,NA,27,"GV125","GV126","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",380000,NA,NA,"93_RH_third",3.8,4.925999419,4.926,"yes","other"
"948","12.11.2019","first","Choiniere",5,"86","RH","strep","yes27","corynebac","yes27","","",NA,NA,27,"CF010","CF011","",NA,"",NA,"","","yes",NA,"yes","NA","NA","NA","NA","NA",482000,NA,NA,"86_RH_first",4.82,5.269033146,5.269,"yes","other"
"949","3.16.2020","fourth","Choiniere",1,"86","RH","strep","yes27","corynebac","yes27","","",NA,NA,27,"CF186","CF187","",NA,"",NA,"","","",NA,"yes","NA","NA","NA","NA","NA",560000,NA,NA,"86_RH_fourth",5.6,5.485426827,5.4854,"yes","other"
"950","3.16.2020","fourth","Choiniere",1,"86","RF","strep","yes27","corynebac","yes27","","",NA,NA,27,"CF188","CF189","",NA,"",NA,"","","",NA,"yes","NA","NA","NA","NA","NA",800000,NA,NA,"86_RF_fourth",8,6,6,"yes","other"
"951","1.2.2020","first","Butterworks",33,"plantain","RF","strep","yes27","corynebac","yes27","","",NA,NA,27,"BW065","BW066","",NA,"",NA,"","","yes",NA,"yes","NA","NA","NA","NA","NA",930000,NA,NA,"plantain_RF_second",9.3,6.217230716,6.2172,"yes","other"
"952","3.16.2020","fourth","Choiniere",1,"86","LH","strep","yes24","corynebac","yes24","sa","yes24",NA,NA,24,"CF182","CF183","CF184",NA,"",NA,"","","yes",NA,"yes","NA","NA","NA","NA","NA",1000000,NA,NA,"86_LH_fourth",10,6.321928095,6.3219,"yes","other"
"953","2.17.2020","third","Choiniere",27,"97","RF","strep","yes27","corynebac","yes27","","",NA,NA,27,"CF170","CF171","",NA,"",NA,"","","yes",NA,"yes","NA","NA","NA","NA","NA",1900000,NA,NA,"97_RF_third",19,7.247927513,7.2479,"yes","other"
"954","1.29.2020","second","BJ",2,"656","LH","strep","yes27","sa","yes27","","",NA,NA,27,"BJ027","BJ028","",NA,"",NA,"","","yes",NA,"yes","NA","NA","NA","NA","NA",810000,NA,NA,"656_LH_second",8.1,6.017921908,6.0179,"yes","other"
"955","3.19.2020","third","Glennview",26,"27","LH","strep","yes27","sa","yes27","","",NA,NA,27,"GV142","GV143","",NA,"",NA,"","","yes",NA,"yes","NA","NA","NA","NA","NA",850000,NA,NA,"27_LH_third",8.5,6.087462841,6.0875,"yes","other"
"956","12.13.2019","first","Swallowdale",4,"deedee","RH","strep","yes27","strep","yes27","","",NA,NA,27,"SW005","SW006","",NA,"",NA,"","","tbd",NA,"yes","NA","NA","NA","NA","NA",50000,NA,NA,"deedee_RH_first",0.5,2,2,"no","other"
"957","2.17.2020","third","Choiniere",19,"86","RF","strep","yes27","strep","yes27","","",NA,NA,27,"CF163","CF164","",NA,"",NA,"","","yes",NA,"yes","NA","NA","NA","NA","NA",710000,NA,NA,"86_RF_third",7.1,5.827819025,5.8278,"yes","other"
"958","1.3.2020","first","OughtaBe",8,"izzie","RH","strep","yes1","","","","",NA,NA,1,"OB005","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",2000,NA,NA,"izzie_RH_first",0.02,-2.64385619,0,"no","strep"
"959","2.28.2020","third","Swallowdale",12,"maisie","RH","strep","yes2","","","","",NA,NA,2,"SW104","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",3000,NA,NA,"maisie_RH_third",0.03,-2.058893689,0,"no","strep"
"960","12.19.2019","first","Lynd",14,"zoe","RF","strep","yes2","","","","",NA,NA,2,"LF018","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",3000,NA,NA,"zoey_RF_first",0.03,-2.058893689,0,"no","strep"
"961","12.13.2019","first","Swallowdale",1,"pledge","LH","strep","yes1","","","","",NA,NA,1,"SW001","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",4000,NA,NA,"pledge_LH_first",0.04,-1.64385619,0,"no","strep"
"962","12.17.2019","first","BJ",5,"cb5","RH","strep","yes1","","","","",NA,NA,1,"BJ006","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",4000,NA,NA,"cb5_RH_first",0.04,-1.64385619,0,"no","strep"
"963","3.12.2020","third","OughtaBe",8,"jersey","RH","strep","yes29","","","","",NA,NA,29,"OB122","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",5000,NA,NA,"jersey_RH_third",0.05,-1.321928095,0,"no","strep"
"964","3.10.2020","third","vonTrapp",6,"luna","LH","strep","yes1","","","","",NA,NA,1,"VT072","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",6000,NA,NA,"luna_LH_third",0.06,-1.058893689,0,"no","strep"
"965","2.26.2020","third","BJ",17,"738","RH","strep","yes2","","","","",NA,NA,2,"BJ070","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",7000,NA,NA,"738_RH_third",0.07,-0.836501268,0,"no","strep"
"966","2.19.2020","second","Glennview",22,"139","LH","strep","yes2","","","","",NA,NA,2,"GV077","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",8000,NA,NA,"139_LH_second",0.08,-0.64385619,0,"no","strep"
"967","12.13.2019","first","Swallowdale",13,"dorian","RF","strep","yes1","","","","",NA,NA,1,"SW025","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",9000,NA,NA,"dorian_RF_first",0.09,-0.473931188,0,"no","strep"
"968","12.11.2019","first","Choiniere",29,"49","LH","strep","yes2","","","","",NA,NA,2,"CF054","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",9000,NA,NA,"49_LH_first",0.09,-0.473931188,0,"no","strep"
"969","12.13.2019","first","Swallowdale",20,"sadie","LF","strep","yes1","","","","",NA,NA,1,"SW034","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",12000,NA,NA,"sadie_LF_first",0.12,-0.058893689,0,"no","strep"
"970","3.12.2020","third","OughtaBe",33,"tiktoe","RH","strep","yes2","","","","",NA,NA,2,"OB162","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",25000,NA,NA,"tiktoe_RH_third",0.25,1,1,"no","strep"
"971","3.12.2020","third","OughtaBe",24,"jenny","RF","strep","yes2","","","","",NA,NA,2,"OB152","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",33000,NA,NA,"jenny_RF_third",0.33,1.40053793,1.4005,"no","strep"
"972","1.2.2020","first","Butterworks",23,"jolene","LH","strep","yes29","","","","",NA,NA,29,"BW040","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",41000,NA,NA,"jolene_LH_first",0.41,1.713695815,1.7137,"no","strep"
"973","3.3.2020","third","Butterworks",12,"snowball","LH","strep","yes2","","","","",NA,NA,2,"BW128","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",43000,NA,NA,"snowball_LH_third",0.43,1.782408565,1.7824,"no","strep"
"974","3.5.2020","third","Lynd",23,"life","LH","strep","yes2","","","","",NA,NA,2,"LF114","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",50000,NA,NA,"life_LH_third",0.5,2,2,"no","strep"
"975","1.30.2020","second","Lynd",6,"life","LH","strep","yes2","","","","",NA,NA,2,"LF053","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",51000,NA,NA,"life_LH_second",0.51,2.028569152,2.0286,"no","strep"
"976","2.19.2020","second","Glennview",13,"54","RH","strep","yes2","","","","",NA,NA,2,"GV066","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",60000,NA,NA,"54_RH_second",0.6,2.263034406,2.263,"no","strep"
"977","3.20.2020","third","Paddlebridge",22,"likely30","RF","strep","yes2","","","","",NA,NA,2,"PB081","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",61000,NA,NA,"likely30_RF_third",0.61,2.286881148,2.2869,"no","strep"
"978","12.19.2019","first","Lynd",15,"amarillo","LH","strep","yes2","","","","",NA,NA,2,"LF019","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",61000,NA,NA,"amarillo_LH_first",0.61,2.286881148,2.2869,"no","strep"
"979","1.2.2020","first","Butterworks",17,"nazareth","LH","strep","yes2","","","","",NA,NA,2,"BW021","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",65000,NA,NA,"nazareth_LH_first",0.65,2.378511623,2.3785,"no","strep"
"980","3.3.2020","third","Butterworks",34,"paprika","LH","strep","yes2","","","","",NA,NA,2,"BW159","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",69000,NA,NA,"paprika_LH_third",0.69,2.464668267,2.4647,"no","strep"
"981","2.21.2020","second","Paddlebridge",18,"likely30","RF","strep","yes1","","","","",NA,NA,1,"PB040","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",78000,NA,NA,"likely30_RF_second",0.78,2.641546029,2.6415,"no","strep"
"982","12.19.2019","first","Lynd",3,"life","LH","strep","yes1","","","","",NA,NA,1,"LF002","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",80000,NA,NA,"life_LH_first",0.8,2.678071905,2.6781,"no","strep"
"983","1.3.2020","first","OughtaBe",20,"jenny","RF","strep","yes2","","","","",NA,NA,2,"OB029","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",86000,NA,NA,"jenny_RF_first",0.86,2.782408565,2.7824,"no","strep"
"984","2.28.2020","third","Swallowdale",21,"marshmellow","RH","strep","yes29","","","","",NA,NA,29,"SW117","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",90000,NA,NA,"marshmellow_RH_third",0.9,2.847996907,2.848,"no","strep"
"985","1.22.2020","second","Swallowdale",8,"marshmellow","LH","strep","yes2","","","","",NA,NA,2,"SW065","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",95000,NA,NA,"marshmellow_LH_second",0.95,2.925999419,2.926,"no","strep"
"986","2.14.2020","second","OughtaBe",36,"applepie","RH","strep","yes2","","","","",NA,NA,2,"OB105","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",99000,NA,NA,"applepie_RH_second",0.99,2.98550043,2.9855,"no","strep"
"987","12.11.2019","first","Choiniere",17,"62","LF","strep","yes2","","","","",NA,NA,2,"CF034","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",101000,NA,NA,"62_LF_first",1.01,3.014355293,3.0144,"no","strep"
"988","2.4.2020","second","Butterworks",12,"snowball","LH","strep","yes2","","","","",NA,NA,2,"BW081","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",110000,NA,NA,"snowball_LH_second",1.1,3.137503524,3.1375,"no","strep"
"989","3.5.2020","third","Lynd",7,"kodiak","LH","strep","yes2","","","","",NA,NA,2,"LF099","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",110000,NA,NA,"kodiak_LH_third",1.1,3.137503524,3.1375,"no","strep"
"990","2.28.2020","third","Swallowdale",21,"marshmellow","LH","strep","yes1","","","","",NA,NA,1,"SW115","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",120000,NA,NA,"marshmellow_LH_third",1.2,3.263034406,3.263,"no","strep"
"991","2.14.2020","second","OughtaBe",33,"tiktoe","RH","strep","yes2","","","","",NA,NA,2,"OB099","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",130000,NA,NA,"tiktoe_RH_second",1.3,3.378511623,3.3785,"no","strep"
"992","12.11.2019","first","Choiniere",33,"28","LF","strep","yes2","","","","",NA,NA,2,"CF060","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",142000,NA,NA,"28_LF_first",1.42,3.50589093,3.5059,"no","strep"
"993","12.19.2019","first","Lynd",34,"zsazsa","RH","strep","yes2","","","","",NA,NA,2,"LF039","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",146000,NA,NA,"zsazsa_RH_first",1.46,3.545968369,3.546,"no","strep"
"994","1.30.2020","second","Lynd",1,"kodiak","LH","strep","yes2","","","","",NA,NA,2,"LF046","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",150000,NA,NA,"kodiak_LH_second",1.5,3.584962501,3.585,"no","strep"
"995","1.30.2020","second","Lynd",12,"amarillo","LH","strep","yes2","","","","",NA,NA,2,"LF061","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",180000,NA,NA,"amarillo_LH_second",1.8,3.847996907,3.848,"no","strep"
"996","1.30.2020","second","Lynd",22,"zoe","RF","strep","yes2","","","","",NA,NA,2,"LF076","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",180000,NA,NA,"zoe_RF_second",1.8,3.847996907,3.848,"no","strep"
"997","3.5.2020","third","Lynd",13,"amarillo","LH","strep","yes2","","","","",NA,NA,2,"LF103","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",190000,NA,NA,"amarillo_LH_third",1.9,3.925999419,3.926,"no","strep"
"998","1.17.2020","first","Paddlebridge",17,"likely30","RF","strep","yes1","","","","",NA,NA,1,"PB012","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",200000,NA,NA,"likely30_RF_first",2,4,4,"yes","strep"
"999","1.30.2020","second","Lynd",24,"darla","RH","strep","yes2","","","","",NA,NA,2,"LF077","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",250000,NA,NA,"darla_RH_second",2.5,4.321928095,4.3219,"yes","strep"
"1000","3.12.2020","third","OughtaBe",9,"ruger","LH","strep","yes2","","","","",NA,NA,2,"OB123","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",310000,NA,NA,"ruger_LH_third",3.1,4.632268215,4.6323,"yes","strep"
"1001","3.5.2020","third","Lynd",12,"zsazsa","RH","strep","yes2","","","","",NA,NA,2,"LF102","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",350000,NA,NA,"zsazsa_RH_third",3.5,4.807354922,4.8074,"yes","strep"
"1002","3.16.2020","fourth","Choiniere",31,"28","LF","strep","yes2","","","","",NA,NA,2,"CF234","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",370000,NA,NA,"28_LF_fourth",3.7,4.887525271,4.8875,"yes","strep"
"1003","1.30.2020","second","Lynd",10,"zsazsa","RH","strep","yes2","","","","",NA,NA,2,"LF059","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",380000,NA,NA,"zsazsa_RH_second",3.8,4.925999419,4.926,"yes","strep"
