cow_id,quarter,first_date,first_visit,first_farm,first_order,first_path_1,first_path1_IMI,first_path_2,first_path2_IMI,first_path_3,first_path3_IMI,first_path_4,first_path4_IMI,first_quarter_code,first_isolate_1,first_isolate_2,first_isolate_3,first_isolate_4,first_clinical,first_blind,first_teatinj,first_pstmilking,first_mixed_inf_series,first_dup_not_collected,first_IMI_series,first_hygiene_1,first_hygiene_2,first_cc_1,first_cc_2,first_cc_3,first_scc,first_contam,first_contam_comment,first_uniqueID,second_date,second_visit,second_farm,second_order,second_path_1,second_path1_IMI,second_path_2,second_path2_IMI,second_path_3,second_path3_IMI,second_path_4,second_path4_IMI,second_quarter_code,second_isolate_1,second_isolate_2,second_isolate_3,second_isolate_4,second_clinical,second_blind,second_teatinj,second_pstmilking,second_mixed_inf_series,second_dup_not_collected,second_IMI_series,second_hygiene_1,second_hygiene_2,second_cc_1,second_cc_2,second_cc_3,second_scc,second_contam,second_contam_comment,second_uniqueID,third_date,third_visit,third_farm,third_order,third_path_1,third_path1_IMI,third_path_2,third_path2_IMI,third_path_3,third_path3_IMI,third_path_4,third_path4_IMI,third_quarter_code,third_isolate_1,third_isolate_2,third_isolate_3,third_isolate_4,third_clinical,third_blind,third_teatinj,third_pstmilking,third_mixed_inf_series,third_dup_not_collected,third_IMI_series,third_hygiene_1,third_hygiene_2,third_cc_1,third_cc_2,third_cc_3,third_scc,third_contam,third_contam_comment,third_uniqueID,fourth_date,fourth_visit,fourth_farm,fourth_order,fourth_path_1,fourth_path1_IMI,fourth_path_2,fourth_path2_IMI,fourth_path_3,fourth_path3_IMI,fourth_path_4,fourth_path4_IMI,fourth_quarter_code,fourth_isolate_1,fourth_isolate_2,fourth_isolate_3,fourth_isolate_4,fourth_clinical,fourth_blind,fourth_teatinj,fourth_pstmilking,fourth_mixed_inf_series,fourth_dup_not_collected,fourth_IMI_series,fourth_hygiene_1,fourth_hygiene_2,fourth_cc_1,fourth_cc_2,fourth_cc_3,fourth_scc,fourth_contam,fourth_contam_comment,fourth_uniqueID,first_scc_200k,second_scc_200k,third_scc_200k,fourth_scc_200k
applecore_Butterworks,RH,1.2.2020,first,Butterworks,30,sa,yes2,,,,,,,2,BW057,,,,,,,,no,,yes,NA,NA,NA,NA,NA,320000,,,applecore_Butterworks_RH,2.4.2020,second,Butterworks,33,,,,,,,,,10,,,,,,,,,,,,NA,NA,NA,NA,NA,420000,,,applecore_Butterworks_RH,3.3.2020,third,Butterworks,33,sa,yes2,,,,,,,2,BW157,,,,,,,,no,,yes,NA,NA,NA,NA,NA,9.00E+05,,,applecore_Butterworks_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,applecore_Butterworks_RH_fourth,yes,yes,yes,NA
charlie_StonyPond,LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.10.2020,second,StonyPond,15,sa,yes2,,,,,,,2,SP047,,,,,,,yes,no,,yes,NA,NA,NA,NA,NA,330000,,,charlie_StonyPond_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,charlie_StonyPond_LF_fourth,NA,yes,NA,NA
charlotte_StonyPond,LF,12.12.2019,first,StonyPond,14,sa,yes2,,,,,,,2,SP016,,,,,,,,no,,yes,NA,NA,NA,NA,NA,94000,,,charlotte_StonyPond_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,charlotte_StonyPond_LF_fourth,no,NA,NA,NA
cheese_Lynd,LF,12.19.2019,first,Lynd,2,sa,yes2,,,,,,,2,LF001,,,,,,,,no,,yes,NA,NA,NA,NA,NA,227000,,,cheese_Lynd_LF,1.30.2020,second,Lynd,31,sa,yes2,,,,,,,2,LF082,,,,yes,,,,no,,yes,NA,NA,NA,NA,NA,2600000,,,cheese_Lynd_LF,3.5.2020,third,Lynd,21,,,,,,,,,16,,,,,,yes,,,,,,NA,NA,NA,NA,NA,NA,,,cheese_Lynd_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cheese_Lynd_LF_fourth,yes,yes,NA,NA
easter_OughtaBe,RF,1.3.2020,first,OughtaBe,1,sa,yes2,,,,,,,2,OB001,,,,,,,,no,,yes,NA,NA,NA,NA,NA,4900000,,,easter_OughtaBe_RF,2.14.2020,second,OughtaBe,1,sa,yes2,,,,,,,2,OB055,,,,,,,,no,,yes,NA,NA,NA,NA,NA,1900000,,,easter_OughtaBe_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,easter_OughtaBe_RF_fourth,yes,yes,NA,NA
eva_Butterworks,LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4.2020,second,Butterworks,30,sa,yes2,,,,,,,2,BW104,,,,,,,,no,,yes,NA,NA,NA,NA,NA,570000,,,eva_Butterworks_LH,3.3.2020,third,Butterworks,27,sa,no5,,,,,,,5,BW149,,,,,,,,,,no,NA,NA,NA,NA,NA,810000,,,eva_Butterworks_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eva_Butterworks_LH_fourth,NA,yes,yes,NA
gigi_Swallowdale,RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22.2020,second,Swallowdale,35,sa,yes2,,,,,,,2,SW091,,,,,,,,no,,yes,NA,NA,NA,NA,NA,1100000,,,gigi_Swallowdale_RH,2.28.2020,third,Swallowdale,31,sa,yes1,,,,,,,1,SW126,,,,,,,,no,,yes,NA,NA,NA,NA,NA,3.00E+06,,,gigi_Swallowdale_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gigi_Swallowdale_RH_fourth,NA,yes,yes,NA
ginger_OughtaBe,LH,1.3.2020,first,OughtaBe,36,sa,yes29,strep,other29,,,,,29,OB052,OB054,,,,,,,no,,yes,NA,NA,NA,NA,NA,1.80E+07,,,ginger_OughtaBe_LH,2.14.2020,second,OughtaBe,34,,,,,,,,,16,,,,,,yes,,,,,,NA,NA,NA,NA,NA,NA,,,ginger_OughtaBe_LH,3.12.2020,third,OughtaBe,34,,,,,,,,,16,,,,,,yes,,,,,,NA,NA,NA,NA,NA,NA,,,ginger_OughtaBe_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ginger_OughtaBe_LH_fourth,yes,NA,NA,NA
ginger_OughtaBe,RH,1.3.2020,first,OughtaBe,36,cns,yes2,,,,,,,2,OB053,,,,,,,,no,,yes,NA,NA,NA,NA,NA,1400000,,,ginger_OughtaBe_RH,2.14.2020,second,OughtaBe,34,cns,yes2,,,,,,,2,OB101,,,,,,,,no,,yes,NA,NA,NA,NA,NA,230000,,,ginger_OughtaBe_RH,3.12.2020,third,OughtaBe,34,sa,other22,strep,other22,cns,other22,,,22,OB164,OB165,OB166,,,,,,,,no,NA,NA,NA,NA,NA,1700000,,,ginger_OughtaBe_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ginger_OughtaBe_RH_fourth,yes,yes,yes,NA
gold_OughtaBe,RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.14.2020,second,OughtaBe,23,sa,yes2,,,,,,,2,OB090,,,,,,,,no,,yes,NA,NA,NA,NA,NA,2700000,,,gold_OughtaBe_RH,3.12.2020,third,OughtaBe,23,sa,yes2,,,,,,,2,OB149,,,,,,,,no,,yes,NA,NA,NA,NA,NA,330000,,,gold_OughtaBe_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gold_OughtaBe_RH_fourth,NA,yes,yes,NA
honey_OughtaBe,RF,1.3.2020,first,OughtaBe,31,sa,yes2,,,,,,,2,OB040,,,,,,,,no,,yes,NA,NA,NA,NA,NA,380000,,,honey_OughtaBe_RF,2.14.2020,second,OughtaBe,29,sa,yes2,,,,,,,2,OB096,,,,,,,,no,,yes,NA,NA,NA,NA,NA,360000,,,honey_OughtaBe_RF,3.12.2020,third,OughtaBe,29,sa,yes2,sa,other18,,,,,2,OB156,OB157,,,,,,,no,,yes,NA,NA,NA,NA,NA,97000,,,honey_OughtaBe_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,honey_OughtaBe_RF_fourth,yes,yes,no,NA
italia_StonyPond,RF,12.12.2019,first,StonyPond,21,sa,yes2,sa,other18,sa,other18,,,2,SP023,SP024,SP025,,,,,,no,,yes,NA,NA,NA,NA,NA,247000,,,italia_StonyPond_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,italia_StonyPond_RF_fourth,yes,NA,NA,NA
jersey_OughtaBe,LF,1.3.2020,first,OughtaBe,15,sa,yes2,,,,,,,2,OB019,,,,,,,,no,,yes,NA,NA,NA,NA,NA,610000,,,jersey_OughtaBe_LF,2.14.2020,second,OughtaBe,16,sa,yes2,,,,,,,2,OB074,,,,,,,,no,,yes,NA,NA,NA,NA,NA,670000,,,jersey_OughtaBe_LF,3.12.2020,third,OughtaBe,8,sa,yes2,,,,,,,2,OB121,,,,,,,,no,,yes,NA,NA,NA,NA,NA,84000,,,jersey_OughtaBe_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jersey_OughtaBe_LF_fourth,yes,yes,no,NA
leopard_vonTrapp,LH,1.6.2020,first,vonTrapp,4,sa,yes2,,,,,,,2,VT005,,,,,,,,no,,yes,NA,NA,NA,NA,NA,680000,,,leopard_vonTrapp_LH,2.12.2020,second,vonTrapp,2,sa,yes2,sa,other18,,,,,2,VT032,VT033,,,,,,,no,,yes,NA,NA,NA,NA,NA,650000,,,leopard_vonTrapp_LH,3.10.2020,third,vonTrapp,3,sa,yes2,,,,,,,2,VT065,,,,,,,,no,,yes,NA,NA,NA,NA,NA,170000,,,leopard_vonTrapp_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,leopard_vonTrapp_LH_fourth,yes,yes,no,NA
lilac_Butterworks,RH,1.2.2020,first,Butterworks,32,sa,yes2,,,,,,,2,BW062,,,,,,,,no,,yes,NA,NA,NA,NA,NA,3700000,,,lilac_Butterworks_RH,2.4.2020,second,Butterworks,32,sa,yes2,,,,,,,2,BW107,,,,,,,,no,,yes,NA,NA,NA,NA,NA,6800000,,,lilac_Butterworks_RH,3.3.2020,third,Butterworks,35,sa,yes2,,,,,,,2,BW162,,,,,,,,no,,yes,NA,NA,NA,NA,NA,810000,,,lilac_Butterworks_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lilac_Butterworks_RH_fourth,yes,yes,yes,NA
manzana_Butterworks,LF,1.2.2020,first,Butterworks,19,sa,yes2,,,,,,,2,BW030,,,,,,,,no,,yes,NA,NA,NA,NA,NA,630000,,,manzana_Butterworks_LF,2.4.2020,second,Butterworks,20,sa,yes2,,,,,,,2,BW090,,,,,,,,no,,yes,NA,NA,NA,NA,NA,610000,,,manzana_Butterworks_LF,3.3.2020,third,Butterworks,20,sa,yes2,,,,,,,2,BW138,,,,,,,,no,,yes,NA,NA,NA,NA,NA,1.00E+06,,,manzana_Butterworks_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,manzana_Butterworks_LF_fourth,yes,yes,yes,NA
marney382_Paddlebridge,LF,1.17.2020,first,Paddlebridge,31,sa,yes1,,,,,,,1,PB025,,,,,,,,no,,yes,NA,NA,NA,NA,NA,1800000,,,marney382_Paddlebridge_LF,2.21.2020,second,Paddlebridge,22,sa,yes2,,,,,,,2,PB042,,,,,,,,no,,yes,NA,NA,NA,NA,NA,4100000,,,marney382_Paddlebridge_LF,3.20.2020,third,Paddlebridge,25,sa,yes2,,,,,,,2,PB086,,,,,,,,no,,yes,NA,NA,NA,NA,NA,2100000,,,marney382_Paddlebridge_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,marney382_Paddlebridge_LF_fourth,yes,yes,yes,NA
moonwalk_Lynd,LH,12.19.2019,first,Lynd,26,sa,yes2,,,,,,,2,LF029,,,,,,,,no,,yes,NA,NA,NA,NA,NA,1407000,,,moonwalk_Lynd_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,moonwalk_Lynd_LH_fourth,yes,NA,NA,NA
moonwalk_Lynd,RF,12.19.2019,first,Lynd,26,sa,yes2,,,,,,,2,LF030,,,,,,,,no,,yes,NA,NA,NA,NA,NA,122000,,,moonwalk_Lynd_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,moonwalk_Lynd_RF_fourth,no,NA,NA,NA
peace_Butterworks,LF,1.2.2020,first,Butterworks,28,sa,yes2,,,,,,,2,BW051,,,,,,,,no,,yes,NA,NA,NA,NA,NA,350000,,,peace_Butterworks_LF,2.4.2020,second,Butterworks,29,sa,yes2,sa,other18,,,,,2,BW102,BW103,,,,,,,no,,yes,NA,NA,NA,NA,NA,2.00E+06,,,peace_Butterworks_LF,3.3.2020,third,Butterworks,28,sa,yes2,,,,,,,2,BW151,,,,,,,,no,,yes,NA,NA,NA,NA,NA,1.00E+06,,,peace_Butterworks_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,peace_Butterworks_LF_fourth,yes,yes,yes,NA
pistol_OughtaBe,RF,1.3.2020,first,OughtaBe,21,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,pistol_OughtaBe_RF,2.14.2020,second,OughtaBe,27,sa,yes2,,,,,,,2,OB094,,,,,,,,no,,yes,NA,NA,NA,NA,NA,11000,,,pistol_OughtaBe_RF,3.12.2020,third,OughtaBe,31,strep,no17,,,,,,,17,OB158,,,,yes,,,,,,no,NA,NA,NA,NA,NA,1200000,,,pistol_OughtaBe_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pistol_OughtaBe_RF_fourth,no,no,yes,NA
plantain_Butterworks,LF,1.2.2020,first,Butterworks,33,sa,yes2,,,,,,,2,BW064,,,,,,,,no,,yes,NA,NA,NA,NA,NA,470000,,,plantain_Butterworks_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plantain_Butterworks_LF_fourth,yes,NA,NA,NA
scrapie278_Paddlebridge,RF,1.17.2020,first,Paddlebridge,29,sa,yes1,,,,,,,1,PB022,,,,,,,,no,,yes,NA,NA,NA,NA,NA,330000,,,scrapie278_Paddlebridge_RF,2.21.2020,second,Paddlebridge,27,sa,yes2,,,,,,,2,PB053,,,,,,,,no,,yes,NA,NA,NA,NA,NA,360000,,,scrapie278_Paddlebridge_RF,3.20.2020,third,Paddlebridge,32,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,1100000,,,scrapie278_Paddlebridge_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scrapie278_Paddlebridge_RF_fourth,yes,yes,yes,NA
shania291_Paddlebridge,LF,1.17.2020,first,Paddlebridge,23,sa,yes2,,,,,,,2,PB015,,,,,,,,no,,yes,NA,NA,NA,NA,NA,4200000,,,shania291_Paddlebridge_LF,2.21.2020,second,Paddlebridge,25,sa,yes1,,,,,,,1,PB050,,,,,,,,no,,yes,NA,NA,NA,NA,NA,6400000,,,shania291_Paddlebridge_LF,3.20.2020,third,Paddlebridge,26,sa,yes1,,,,,,,1,PB089,,,,,,,,no,,yes,NA,NA,NA,NA,NA,3200000,,,shania291_Paddlebridge_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,shania291_Paddlebridge_LF_fourth,yes,yes,yes,NA
tiktac_OughtaBe,RF,1.3.2020,first,OughtaBe,28,sa,yes2,,,,,,,2,OB038,,,,,,,,no,,yes,NA,NA,NA,NA,NA,220000,,,tiktac_OughtaBe_RF,2.14.2020,second,OughtaBe,25,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,1600000,,,tiktac_OughtaBe_RF,3.12.2020,third,OughtaBe,25,sa,yes2,,,,,,,2,OB155,,,,,,,,no,,yes,NA,NA,NA,NA,NA,620000,,,tiktac_OughtaBe_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tiktac_OughtaBe_RF_fourth,yes,yes,yes,NA
zeal_Swallowdale,RF,12.13.2019,first,Swallowdale,28,sa,yes21,,,,,,,21,SW047,,,,,,,,no,,yes,NA,NA,NA,NA,NA,919000,,,zeal_Swallowdale_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,zeal_Swallowdale_RF_fourth,yes,NA,NA,NA
