"","cow_id","quarter","first_date","first_visit","first_farm","first_order","first_path_1","first_path1_IMI","first_path_2","first_path2_IMI","first_path_3","first_path3_IMI","first_path_4","first_path4_IMI","first_quarter_code","first_isolate_1","first_isolate_2","first_isolate_3","first_isolate_4","first_clinical","first_blind","first_teatinj","first_pstmilking","first_mixed_inf_series","first_dup_not_collected","first_IMI_series","first_hygiene_1","first_hygiene_2","first_cc_1","first_cc_2","first_cc_3","first_scc","first_scc_200k","first_contam","first_contam_comment","first_uniqueID","second_date","second_visit","second_farm","second_order","second_path_1","second_path1_IMI","second_path_2","second_path2_IMI","second_path_3","second_path3_IMI","second_path_4","second_path4_IMI","second_quarter_code","second_isolate_1","second_isolate_2","second_isolate_3","second_isolate_4","second_clinical","second_blind","second_teatinj","second_pstmilking","second_mixed_inf_series","second_dup_not_collected","second_IMI_series","second_hygiene_1","second_hygiene_2","second_cc_1","second_cc_2","second_cc_3","second_scc","second_scc_200k","second_contam","second_contam_comment","second_uniqueID","third_date","third_visit","third_farm","third_order","third_path_1","third_path1_IMI","third_path_2","third_path2_IMI","third_path_3","third_path3_IMI","third_path_4","third_path4_IMI","third_quarter_code","third_isolate_1","third_isolate_2","third_isolate_3","third_isolate_4","third_clinical","third_blind","third_teatinj","third_pstmilking","third_mixed_inf_series","third_dup_not_collected","third_IMI_series","third_hygiene_1","third_hygiene_2","third_cc_1","third_cc_2","third_cc_3","third_scc","third_scc_200k","third_contam","third_contam_comment","third_uniqueID","fourth_date","fourth_visit","fourth_farm","fourth_order","fourth_path_1","fourth_path1_IMI","fourth_path_2","fourth_path2_IMI","fourth_path_3","fourth_path3_IMI","fourth_path_4","fourth_path4_IMI","fourth_quarter_code","fourth_isolate_1","fourth_isolate_2","fourth_isolate_3","fourth_isolate_4","fourth_clinical","fourth_blind","fourth_teatinj","fourth_pstmilking","fourth_mixed_inf_series","fourth_dup_not_collected","fourth_IMI_series","fourth_hygiene_1","fourth_hygiene_2","fourth_cc_1","fourth_cc_2","fourth_cc_3","fourth_scc","fourth_scc_200k","fourth_contam","fourth_contam_comment","fourth_uniqueID"
"30","khakibeige_Lynd","LF","12.19.2019","first","Lynd","30","cns","yes2","","","","","","","2","LF036","","","","","","","","no","","yes","NA","NA","NA","NA","NA",33000,"no","","","khakibeige_Lynd_LF","1.30.2020","second","Lynd","35","cns","yes1","","","","","","","1","LF087","","","","","","","","no","","yes","NA","NA","NA","NA","NA",48000,"no","","","khakibeige_Lynd_LF","3.5.2020","third","Lynd","31","cns","yes2","","","","","","","2","LF123","","","","","","","","no","","yes","NA","NA","NA","NA","NA",54000,"no","","","khakibeige_Lynd_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","khakibeige_Lynd_LF_fourth"
"31","fitzi31_Paddlebridge","RF","1.17.2020","first","Paddlebridge","12","cns","yes2","","","","","","","2","PB005","","","","","","","","no","","yes","NA","NA","NA","NA","NA",56000,"no","","","fitzi31_Paddlebridge_RF","2.21.2020","second","Paddlebridge","12","cns","yes2","","","","","","","2","PB033","","","","","","","","no","","yes","NA","NA","NA","NA","NA",46000,"no","","","fitzi31_Paddlebridge_RF","3.20.2020","third","Paddlebridge","16","cns","yes2","","","","","","","2","PB074","","","","","","","","no","","yes","NA","NA","NA","NA","NA",58000,"no","","","fitzi31_Paddlebridge_RF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","fitzi31_Paddlebridge_RF_fourth"
"32","goldie_Swallowdale","LF","12.13.2019","first","Swallowdale","15","cns","yes2","","","","","","","2","SW029","","","","","","","","no","","yes","NA","NA","NA","NA","NA",157000,"no","","","goldie_Swallowdale_LF","1.22.2020","second","Swallowdale","6","cns","yes2","","","","","","","2","SW060","","","","","","","","no","","yes","NA","NA","NA","NA","NA",45000,"no","","","goldie_Swallowdale_LF","2.28.2020","third","Swallowdale","33","cns","yes2","","","","","","","2","SW129","","","","","","","","no","","yes","NA","NA","NA","NA","NA",59000,"no","","","goldie_Swallowdale_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","goldie_Swallowdale_LF_fourth"
"33","likely30_Paddlebridge","LH","1.17.2020","first","Paddlebridge","17","strep","yes27","cns","yes27","","","","","27","PB009","PB008","","","","","","","yes","","yes","NA","NA","NA","NA","NA",130000,"no","","","likely30_Paddlebridge_LH","2.21.2020","second","Paddlebridge","18","strep","yes27","cns","yes27","","","","","27","PB036","PB037","","","","","","","yes","","yes","NA","NA","NA","NA","NA",72000,"no","","","likely30_Paddlebridge_LH","3.20.2020","third","Paddlebridge","22","cns","yes27","strep","yes27","","","","","27","PB077","PB078","","","","","","","yes","","yes","NA","NA","NA","NA","NA",59000,"no","","","likely30_Paddlebridge_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","likely30_Paddlebridge_LH_fourth"
"34","cb5_BJ","LH","12.17.2019","first","BJ","5","cns","yes1","","","","","","","1","BJ004","","","","","","","","no","","yes","NA","NA","NA","NA","NA",62000,"no","","","cb5_BJ_LH","1.29.2020","second","BJ","6","cns","yes2","","","","","","","2","BJ030","","","","","","","","no","","yes","NA","NA","NA","NA","NA",74000,"no","","","cb5_BJ_LH","2.26.2020","third","BJ","5","cns","yes2","","","","","","","2","BJ054","","","","","","","","no","","yes","NA","NA","NA","NA","NA",59000,"no","","","cb5_BJ_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","cb5_BJ_LH_fourth"
"35","pomme_Butterworks","RH","1.2.2020","first","Butterworks","6","strep","yes27","cns","yes27","","","","","27","BW007","BW008","","","","","","","yes","","yes","NA","NA","NA","NA","NA",54000,"no","","","pomme_Butterworks_RH","2.4.2020","second","Butterworks","5","strep","yes27","cns","yes27","","","","","27","BW075","BW076","","","","","","","yes","","yes","NA","NA","NA","NA","NA",230000,"yes","","","pomme_Butterworks_RH","3.3.2020","third","Butterworks","4","cns","yes2","","","","","","","2","BW121","","","","","","","","no","","yes","NA","NA","NA","NA","NA",60000,"no","","","pomme_Butterworks_RH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","pomme_Butterworks_RH_fourth"
"36","likely30_Paddlebridge","RF","1.17.2020","first","Paddlebridge","17","strep","yes1","","","","","","","1","PB012","","","","","","","","no","","yes","NA","NA","NA","NA","NA",2e+05,"yes","","","likely30_Paddlebridge_RF","2.21.2020","second","Paddlebridge","18","strep","yes1","","","","","","","1","PB040","","","","","","","","no","","yes","NA","NA","NA","NA","NA",78000,"no","","","likely30_Paddlebridge_RF","3.20.2020","third","Paddlebridge","22","strep","yes2","","","","","","","2","PB081","","","","","","","","no","","yes","NA","NA","NA","NA","NA",61000,"no","","","likely30_Paddlebridge_RF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","likely30_Paddlebridge_RF_fourth"
"37","bon_Butterworks","RF","1.2.2020","first","Butterworks","29","cns","yes2","","","","","","","2","BW053","","","","","","","","no","","yes","NA","NA","NA","NA","NA",310000,"yes","","","bon_Butterworks_RF","2.4.2020","second","Butterworks","31","cns","yes2","","","","","","","2","BW106","","","","","","","","no","","yes","NA","NA","NA","NA","NA",290000,"yes","","","bon_Butterworks_RF","3.3.2020","third","Butterworks","32","cns","yes2","","","","","","","2","BW155","","","","","","","","no","","yes","NA","NA","NA","NA","NA",62000,"no","","","bon_Butterworks_RF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","bon_Butterworks_RF_fourth"
"38","192_Glennview","RF","1.14.2020","first","Glennview","16","cns","yes2","","","","","","","2","GV027","","","","","","","","no","","yes","NA","NA","NA","NA","NA",3e+05,"yes","","","192_Glennview_RF","2.19.2020","second","Glennview","31","cns","yes2","","","","","","","2","GV090","","","","","","","","no","","yes","NA","NA","NA","NA","NA",130000,"no","","","192_Glennview_RF","3.19.2020","third","Glennview","31","cns","yes2","","","","","","","2","GV154","","","","","","","","no","","yes","NA","NA","NA","NA","NA",63000,"no","","","192_Glennview_RF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","192_Glennview_RF_fourth"
"39","spice_OughtaBe","LF","1.3.2020","first","OughtaBe","23","cns","yes2","","","","","","","2","OB032","","","","","","","","no","","yes","NA","NA","NA","NA","NA",9e+05,"yes","","","spice_OughtaBe_LF","2.14.2020","second","OughtaBe","21","cns","yes2","","","","","","","2","OB085","","","","","","","","no","","yes","NA","NA","NA","NA","NA",960000,"yes","","","spice_OughtaBe_LF","3.12.2020","third","OughtaBe","21","cns","yes2","","","","","","","2","OB145","","","","","","","","no","","yes","NA","NA","NA","NA","NA",63000,"no","","","spice_OughtaBe_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","spice_OughtaBe_LF_fourth"
"40","739_BJ","LH","12.17.2019","first","BJ","8","cns","yes2","","","","","","","2","BJ009","","","","","","","","no","","yes","NA","NA","NA","NA","NA",36000,"no","","","739_BJ_LH","1.29.2020","second","BJ","11","cns","yes2","","","","","","","2","BJ040","","","","","","","","no","","yes","NA","NA","NA","NA","NA",23000,"no","","","739_BJ_LH","2.26.2020","third","BJ","14","cns","yes2","","","","","","","2","BJ064","","","","","","","","no","","yes","NA","NA","NA","NA","NA",66000,"no","","","739_BJ_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","739_BJ_LH_fourth"
"41","manzana_Butterworks","RH","1.2.2020","first","Butterworks","19","cns","yes2","","","","","","","2","BW031","","","","","","","","no","","yes","NA","NA","NA","NA","NA",61000,"no","","","manzana_Butterworks_RH","2.4.2020","second","Butterworks","20","cns","yes2","","","","","","","2","BW091","","","","","","","","no","","yes","NA","NA","NA","NA","NA",51000,"no","","","manzana_Butterworks_RH","3.3.2020","third","Butterworks","20","cns","yes2","","","","","","","2","BW139","","","","","","","","no","","yes","NA","NA","NA","NA","NA",67000,"no","","","manzana_Butterworks_RH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","manzana_Butterworks_RH_fourth"
"42","gloria_vonTrapp","RF","1.6.2020","first","vonTrapp","2","cns","yes2","","","","","","","2","VT003","","","","","","","","no","","yes","NA","NA","NA","NA","NA",2e+05,"yes","","","gloria_vonTrapp_RF","2.12.2020","second","vonTrapp","5","cns","yes2","cns","other18","","","","","2","VT039","VT040","","","","","","","tbd","","yes","NA","NA","NA","NA","NA",69000,"no","","","gloria_vonTrapp_RF","3.10.2020","third","vonTrapp","5","cns","yes2","","","","","","","2","VT071","","","","","","","","no","","yes","NA","NA","NA","NA","NA",67000,"no","","","gloria_vonTrapp_RF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","gloria_vonTrapp_RF_fourth"
"43","gloria_vonTrapp","LF","1.6.2020","first","vonTrapp","2","cns","yes2","cns","other18","","","","","2","VT001","VT002","","","","","","","tbd","","yes","NA","NA","NA","NA","NA",85000,"no","","","gloria_vonTrapp_LF","2.12.2020","second","vonTrapp","5","cns","yes2","cns","other18","","","","","2","VT037","VT038","","","","","","","tbd","","yes","NA","NA","NA","NA","NA",80000,"no","","","gloria_vonTrapp_LF","3.10.2020","third","vonTrapp","5","cns","yes2","","","","","","","2","VT068","","","","","","","","no","","yes","NA","NA","NA","NA","NA",67000,"no","","","gloria_vonTrapp_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","gloria_vonTrapp_LF_fourth"
"44","irene_vonTrapp","LF","1.6.2020","first","vonTrapp","22","cns","yes2","","","","","","","2","VT022","","","","","","","","no","","yes","NA","NA","NA","NA","NA",29000,"no","","","irene_vonTrapp_LF","2.12.2020","second","vonTrapp","20","cns","yes2","","","","","","","2","VT050","","","","","","","","no","","yes","NA","NA","NA","NA","NA",50000,"no","","","irene_vonTrapp_LF","3.10.2020","third","vonTrapp","24","cns","yes2","","","","","","","2","VT092","","","","","","","","no","","yes","NA","NA","NA","NA","NA",69000,"no","","","irene_vonTrapp_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","irene_vonTrapp_LF_fourth"
"45","27_Glennview","RH","1.14.2020","first","Glennview","18","cns","yes2","","","","","","","2","GV030","","","","","","","","no","","yes","NA","NA","NA","NA","NA",72000,"no","","","27_Glennview_RH","2.19.2020","second","Glennview","14","cns","yes2","","","","","","","2","GV069","","","","","","","","","","yes","NA","NA","NA","NA","NA",67000,"no","","","27_Glennview_RH","3.19.2020","third","Glennview","26","cns","yes27","cns","yes27","","","","","27","GV144","GV145","","","","","","","tbd","","yes","NA","NA","NA","NA","NA",70000,"no","","","27_Glennview_RH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","27_Glennview_RH_fourth"
"46","761_BJ","LH","12.17.2019","first","BJ","30","cns","yes2","cns","other18","","","","","2","BJ018","BJ026","","","","","","","tbd","","yes","NA","NA","NA","NA","NA",246000,"yes","","","761_BJ_LH","1.29.2020","second","BJ","27","sa","yes2","","","","","","","2","BJ047","","","","","","","","no","","yes","NA","NA","NA","NA","NA",81000,"no","","","761_BJ_LH","2.26.2020","third","BJ","26","cns","yes2","","","","","","","2","BJ076","","","","","","","","no","","yes","NA","NA","NA","NA","NA",70000,"no","","","761_BJ_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","761_BJ_LH_fourth"
"47","karla_OughtaBe","LH","1.3.2020","first","OughtaBe","19","strep","yes27","cns","yes27","","","","","27","OB024","OB025","","","","","","","yes","","yes","NA","NA","NA","NA","NA",130000,"no","","","karla_OughtaBe_LH","2.14.2020","second","OughtaBe","18","cns","yes27","cns","yes27","","","","","27","OB078","OB079","","","","","","","yes","","yes","NA","NA","NA","NA","NA",310000,"yes","","","karla_OughtaBe_LH","3.12.2020","third","OughtaBe","20","cns","yes27","cns","yes27","","","","","27","OB141","OB142","","","","","","","tbd","","yes","NA","NA","NA","NA","NA",70000,"no","","","karla_OughtaBe_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","karla_OughtaBe_LH_fourth"
"48","lop_Lynd","LH","12.19.2019","first","Lynd","29","cns","yes2","","","","","","","2","LF035","","","","","","","","no","","yes","NA","NA","NA","NA","NA",56000,"no","","","lop_Lynd_LH","1.30.2020","second","Lynd","34","cns","yes2","","","","","","","2","LF086","","","","","","","","no","","yes","NA","NA","NA","NA","NA",62000,"no","","","lop_Lynd_LH","3.5.2020","third","Lynd","28","cns","yes2","","","","","","","2","LF121","","","","","","","","no","","yes","NA","NA","NA","NA","NA",71000,"no","","","lop_Lynd_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","lop_Lynd_LH_fourth"
"49","kyra35_Paddlebridge","RH","1.17.2020","first","Paddlebridge","8","cns","yes2","cns","other18","","","","","2","PB002","PB003","","","","","","","tbd","","yes","NA","NA","NA","NA","NA",210000,"yes","","","kyra35_Paddlebridge_RH","2.21.2020","second","Paddlebridge","10","cns","yes2","","","","","","","2","PB032","","","","","","","","no","","yes","NA","NA","NA","NA","NA",79000,"no","","","kyra35_Paddlebridge_RH","3.20.2020","third","Paddlebridge","14","cns","yes2","","","","","","","2","PB070","","","","","","","","no","","yes","NA","NA","NA","NA","NA",72000,"no","","","kyra35_Paddlebridge_RH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","kyra35_Paddlebridge_RH_fourth"
"50","licorice_Lynd","RH","12.19.2019","first","Lynd","10","cns","yes2","","","","","","","2","LF012","","","","","","","","no","","yes","NA","NA","NA","NA","NA",63000,"no","","","licorice_Lynd_RH","1.30.2020","second","Lynd","30","cns","yes2","","","","","","","2","LF081","","","","","","","","no","","yes","NA","NA","NA","NA","NA",70000,"no","","","licorice_Lynd_RH","3.5.2020","third","Lynd","14","cns","yes2","","","","","","","2","LF105","","","","","","","","no","","yes","NA","NA","NA","NA","NA",73000,"no","","","licorice_Lynd_RH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","licorice_Lynd_RH_fourth"
"51","life_Lynd","LF","12.19.2019","first","Lynd","3","cns","yes2","","","","","","","2","LF003","","","","","","","","no","","yes","NA","NA","NA","NA","NA",37000,"no","","","life_Lynd_LF","1.30.2020","second","Lynd","6","cns","yes2","","","","","","","2","LF054","","","","","","","","no","","yes","NA","NA","NA","NA","NA",27000,"no","","","life_Lynd_LF","3.5.2020","third","Lynd","23","cns","yes2","","","","","","","2","LF115","","","","","","","","no","","yes","NA","NA","NA","NA","NA",74000,"no","","","life_Lynd_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","life_Lynd_LF_fourth"
"52","cambric_Swallowdale","LH","12.13.2019","first","Swallowdale","8","cns","yes2","","","","","","","2","SW010","","","","","","","","no","","yes","NA","NA","NA","NA","NA",36000,"no","","","cambric_Swallowdale_LH","1.22.2020","second","Swallowdale","14","cns","yes2","","","","","","","2","SW072","","","","","","","","no","","yes","NA","NA","NA","NA","NA",2e+05,"yes","","","cambric_Swallowdale_LH","2.28.2020","third","Swallowdale","17","cns","yes2","","","","","","","2","SW108","","","","","","","","no","","yes","NA","NA","NA","NA","NA",76000,"no","","","cambric_Swallowdale_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","cambric_Swallowdale_LH_fourth"
"53","tallula_vonTrapp","RF","1.6.2020","first","vonTrapp","12","cns","yes2","","","","","","","2","VT013","","","","","","","","no","","yes","NA","NA","NA","NA","NA",120000,"no","","","tallula_vonTrapp_RF","2.12.2020","second","vonTrapp","16","cns","yes2","","","","","","","2","VT049","","","","","","","","no","","yes","NA","NA","NA","NA","NA",53000,"no","","","tallula_vonTrapp_RF","3.10.2020","third","vonTrapp","16","cns","yes2","","","","","","","2","VT082","","","","","","","","no","","yes","NA","NA","NA","NA","NA",78000,"no","","","tallula_vonTrapp_RF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","tallula_vonTrapp_RF_fourth"
"54","lucha_vonTrapp","RF","1.6.2020","first","vonTrapp","35","cns","yes2","","","","","","","2","VT031","","","","","","","","no","","yes","NA","NA","NA","NA","NA",160000,"no","","","lucha_vonTrapp_RF","2.12.2020","second","vonTrapp","28","cns","yes2","","","","","","","2","VT059","","","","","","yes","","no","","yes","NA","NA","NA","NA","NA",440000,"yes","","","lucha_vonTrapp_RF","3.10.2020","third","vonTrapp","35","cns","yes2","","","","","","","2","VT100","","","","","","","","no","","yes","NA","NA","NA","NA","NA",78000,"no","","","lucha_vonTrapp_RF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","lucha_vonTrapp_RF_fourth"
"55","shiela375_Paddlebridge","RH","1.17.2020","first","Paddlebridge","24","cns","yes1","","","","","","","1","PB016","","","","","","","","no","","yes","NA","NA","NA","NA","NA",440000,"yes","","","shiela375_Paddlebridge_RH","2.21.2020","second","Paddlebridge","23","cns","yes2","","","","","","","2","PB044","","","","","","","","no","","yes","NA","NA","NA","NA","NA",3100000,"yes","","","shiela375_Paddlebridge_RH","3.20.2020","third","Paddlebridge","24","cns","yes2","","","","","","","2","PB083","","","","","","","","no","","yes","NA","NA","NA","NA","NA",78000,"no","","","shiela375_Paddlebridge_RH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","shiela375_Paddlebridge_RH_fourth"
"56","lilac_vonTrapp","RH","1.6.2020","first","vonTrapp","23","cns","yes2","","","","","","","2","VT025","","","","","","","","no","","yes","NA","NA","NA","NA","NA",35000,"no","","","lilac_vonTrapp_RH","2.12.2020","second","vonTrapp","25","cns","yes2","","","","","","","2","VT056","","","","","","","","no","","yes","NA","NA","NA","NA","NA",61000,"no","","","lilac_vonTrapp_RH","3.10.2020","third","vonTrapp","26","cns","yes2","","","","","","","2","VT096","","","","","","","","no","","yes","NA","NA","NA","NA","NA",80000,"no","","","lilac_vonTrapp_RH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","lilac_vonTrapp_RH_fourth"
"57","ladyfinger_Lynd","RH","12.19.2019","first","Lynd","18","cns","yes2","","","","","","","2","LF024","","","","","","","","no","","yes","NA","NA","NA","NA","NA",68000,"no","","","ladyfinger_Lynd_RH","1.30.2020","second","Lynd","9","cns","yes2","","","","","","","2","LF058","","","","","","","","no","","yes","NA","NA","NA","NA","NA",82000,"no","","","ladyfinger_Lynd_RH","3.5.2020","third","Lynd","26","cns","yes2","","","","","","","2","LF119","","","","","","","","no","","yes","NA","NA","NA","NA","NA",81000,"no","","","ladyfinger_Lynd_RH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","ladyfinger_Lynd_RH_fourth"
"58","luxurytax_Lynd","LF","12.19.2019","first","Lynd","16","cns","yes2","","","","","","","2","LF022","","","","","","","","no","","yes","NA","NA","NA","NA","NA",84000,"no","","","luxurytax_Lynd_LF","1.30.2020","second","Lynd","4","cns","yes2","","","","","","","2","LF050","","","","","","","","no","","yes","NA","NA","NA","NA","NA",85000,"no","","","luxurytax_Lynd_LF","3.5.2020","third","Lynd","27","cns","yes2","","","","","","","2","LF120","","","","","","","","no","","yes","NA","NA","NA","NA","NA",81000,"no","","","luxurytax_Lynd_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","luxurytax_Lynd_LF_fourth"
"59","esme_vonTrapp","LF","1.6.2020","first","vonTrapp","11","cns","yes2","","","","","","","2","VT012","","","","","","","","no","","yes","NA","NA","NA","NA","NA",82000,"no","","","esme_vonTrapp_LF","2.12.2020","second","vonTrapp","8","cns","yes2","","","","","","","2","VT043","","","","","","","","no","","yes","NA","NA","NA","NA","NA",50000,"no","","","esme_vonTrapp_LF","3.10.2020","third","vonTrapp","12","cns","yes2","","","","","","","2","VT077","","","","","","","","no","","yes","NA","NA","NA","NA","NA",83000,"no","","","esme_vonTrapp_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","esme_vonTrapp_LF_fourth"
"60","jersey_OughtaBe","LF","1.3.2020","first","OughtaBe","15","sa","yes2","","","","","","","2","OB019","","","","","","","","no","","yes","NA","NA","NA","NA","NA",610000,"yes","","","jersey_OughtaBe_LF","2.14.2020","second","OughtaBe","16","sa","yes2","","","","","","","2","OB074","","","","","","","","no","","yes","NA","NA","NA","NA","NA",670000,"yes","","","jersey_OughtaBe_LF","3.12.2020","third","OughtaBe","8","sa","yes2","","","","","","","2","OB121","","","","","","","","no","","yes","NA","NA","NA","NA","NA",84000,"no","","","jersey_OughtaBe_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","jersey_OughtaBe_LF_fourth"
"61","farrent31_Paddlebridge","LH","1.17.2020","first","Paddlebridge","19","cns","yes2","","","","","","","2","PB013","","","","","","","","no","","yes","NA","NA","NA","NA","NA",70000,"no","","","farrent31_Paddlebridge_LH","2.21.2020","second","Paddlebridge","9","cns","yes2","","","","","","","2","PB030","","","","","","","","no","","yes","NA","NA","NA","NA","NA",46000,"no","","","farrent31_Paddlebridge_LH","3.20.2020","third","Paddlebridge","15","cns","yes2","","","","","","","2","PB071","","","","","","","","no","","yes","NA","NA","NA","NA","NA",85000,"no","","","farrent31_Paddlebridge_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","farrent31_Paddlebridge_LH_fourth"
