date,visit,farm,order,cow_id,quarter,path_1,path1_IMI,path_2,path2_IMI,path_3,path3_IMI,path_4,path4_IMI,quarter_code,isolate_1,isolate_2,isolate_3,isolate_4,clinical,blind,teatinj,pstmilking,mixed_inf_series,dup_not_collected,IMI_series,hygiene_1,hygiene_2,cc_1,cc_2,cc_3,scc,contam,contam_comment,uniqueID,path,scc_div_100k,ls
1.30.2020,second,Lynd,28,lilac,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,7000,,,lilac_RF_second,Negative,0.07,-0.836501268
3.5.2020,third,Lynd,9,klondike,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,7000,,,klondike_LH_third,Negative,0.07,-0.836501268
3.5.2020,third,Lynd,21,cheese,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,7000,,,cheese_LH_third,Negative,0.07,-0.836501268
3.12.2020,third,OughtaBe,6,korny,RH,cns,yes2,,,,,,,2,OB116,,,,,,,,no,,yes,NA,NA,NA,NA,NA,8000,,,korny_RH_third,CNS,0.08,-0.64385619
1.29.2020,second,BJ,13,693,LH,cns,yes2,,,,,,,2,BJ042,,,,,,,,no,,yes,NA,NA,NA,NA,NA,8000,,,693_LH_second,CNS,0.08,-0.64385619
2.12.2020,second,vonTrapp,3,lena,RF,cns,yes2,,,,,,,2,VT036,,,,,,,,no,,yes,NA,NA,NA,NA,NA,8000,,,lena_RF_second,CNS,0.08,-0.64385619
3.10.2020,third,vonTrapp,7,matilda,RH,cns,yes2,,,,,,,2,VT073,,,,,,,,no,,yes,NA,NA,NA,NA,NA,8000,,,matilda_RH_third,CNS,0.08,-0.64385619
1.21.2020,second,Choiniere,5,52,RF,corynebac,yes2,,,,,,,2,CF086,,,,,,,,no,,yes,NA,NA,NA,NA,NA,8000,,,52_RF_second,Corynebacterium_spp,0.08,-0.64385619
3.19.2020,third,Glennview,32,84,LH,corynebac,yes2,,,,,,,2,GV155,,,,,,,,no,,yes,NA,NA,NA,NA,NA,8000,,,84_LH_third,Corynebacterium_spp,0.08,-0.64385619
12.17.2019,first,BJ,31,755,LH,corynebac,yes2,,,,,,,2,BJ020,,,,,,,,no,,yes,NA,NA,NA,NA,NA,8000,,,755_LH_first,Corynebacterium_spp,0.08,-0.64385619
3.16.2020,fourth,Choiniere,6,66,LF,sa,yes2,,,,,,,2,CF195,,,,,,,,no,,yes,NA,NA,NA,NA,NA,8000,,,66_LF_fourth,Staph_aureus,0.08,-0.64385619
1.2.2020,first,Butterworks,7,happiness,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,happiness_RF_first,Negative,0.08,-0.64385619
3.3.2020,third,Butterworks,6,happiness,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,happiness_LF_third,Negative,0.08,-0.64385619
3.3.2020,third,Butterworks,21,avocado,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,avocado_RF_third,Negative,0.08,-0.64385619
12.13.2019,first,Swallowdale,5,sparky,LH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,sparky_LH_first,Negative,0.08,-0.64385619
12.13.2019,first,Swallowdale,5,sparky,LF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,sparky_LF_first,Negative,0.08,-0.64385619
12.13.2019,first,Swallowdale,5,sparky,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,sparky_RH_first,Negative,0.08,-0.64385619
12.13.2019,first,Swallowdale,10,gretchen,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,gretchen_LH_first,Negative,0.08,-0.64385619
12.13.2019,first,Swallowdale,22,pamela,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,pamela_LF_first,Negative,0.08,-0.64385619
12.13.2019,first,Swallowdale,23,rock7,LF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,rock7_LF_first,Negative,0.08,-0.64385619
12.13.2019,first,Swallowdale,26,amber,RF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,amber_RF_first,Negative,0.08,-0.64385619
1.22.2020,second,Swallowdale,2,diane,RH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,diane_RH_second,Negative,0.08,-0.64385619
1.22.2020,second,Swallowdale,6,goldie,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,goldie_RF_second,Negative,0.08,-0.64385619
1.22.2020,second,Swallowdale,11,amber,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,amber_RH_second,Negative,0.08,-0.64385619
1.22.2020,second,Swallowdale,12,gretchen,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,gretchen_RF_second,Negative,0.08,-0.64385619
1.22.2020,second,Swallowdale,16,shelly,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,shelly_LF_second,Negative,0.08,-0.64385619
2.28.2020,third,Swallowdale,5,paige,RF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,paige_RF_third,Negative,0.08,-0.64385619
2.28.2020,third,Swallowdale,13,amber,RH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,amber_RH_third,Negative,0.08,-0.64385619
2.28.2020,third,Swallowdale,31,gigi,LF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,gigi_LF_third,Negative,0.08,-0.64385619
12.12.2019,first,StonyPond,9,lucinda,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,lucinda_LF_first,Negative,0.08,-0.64385619
12.12.2019,first,StonyPond,10,teatree,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,teatree_LH_first,Negative,0.08,-0.64385619
12.12.2019,first,StonyPond,31,sally,RH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,sally_RH_first,Negative,0.08,-0.64385619
12.11.2019,first,Choiniere,33,28,RF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,28_RF_first,Negative,0.08,-0.64385619
1.21.2020,second,Choiniere,15,4,LH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,4_LH_second,Negative,0.08,-0.64385619
2.17.2020,third,Choiniere,9,9,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,9_LH_third,Negative,0.08,-0.64385619
3.16.2020,fourth,Choiniere,12,23,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,23_LF_fourth,Negative,0.08,-0.64385619
1.14.2020,first,Glennview,11,199,LF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,199_LF_first,Negative,0.08,-0.64385619
2.19.2020,second,Glennview,11,80,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,80_LF_second,Negative,0.08,-0.64385619
2.19.2020,second,Glennview,15,175,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,175_LF_second,Negative,0.08,-0.64385619
2.19.2020,second,Glennview,16,203,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,203_LH_second,Negative,0.08,-0.64385619
2.19.2020,second,Glennview,20,160,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,160_LF_second,Negative,0.08,-0.64385619
2.19.2020,second,Glennview,21,206,LH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,206_LH_second,Negative,0.08,-0.64385619
2.19.2020,second,Glennview,25,185,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,185_LF_second,Negative,0.08,-0.64385619
3.19.2020,third,Glennview,11,137,LH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,137_LH_third,Negative,0.08,-0.64385619
3.19.2020,third,Glennview,14,133,RH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,133_RH_third,Negative,0.08,-0.64385619
3.19.2020,third,Glennview,21,201,LF,,,,,,,,,6,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,201_LF_third,Negative,0.08,-0.64385619
3.19.2020,third,Glennview,34,169,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,169_RH_third,Negative,0.08,-0.64385619
1.3.2020,first,OughtaBe,14,peonie,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,peonie_LH_first,Negative,0.08,-0.64385619
1.3.2020,first,OughtaBe,14,peonie,LF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,peonie_LF_first,Negative,0.08,-0.64385619
1.3.2020,first,OughtaBe,21,pistol,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,pistol_LH_first,Negative,0.08,-0.64385619
1.3.2020,first,OughtaBe,30,butter,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,butter _LH_first,Negative,0.08,-0.64385619
1.3.2020,first,OughtaBe,31,honey,LF,,,,,,,,,6,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,honey_LF_first,Negative,0.08,-0.64385619
2.14.2020,second,OughtaBe,8,izzie,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,izzie_LF_second,Negative,0.08,-0.64385619
2.14.2020,second,OughtaBe,30,bullet,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,bullet_LF_second,Negative,0.08,-0.64385619
2.14.2020,second,OughtaBe,30,bullet,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,bullet_RF_second,Negative,0.08,-0.64385619
3.12.2020,third,OughtaBe,9,ruger,RH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,ruger_RH_third,Negative,0.08,-0.64385619
3.12.2020,third,OughtaBe,15,butterfly,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,butterfly_RH_third,Negative,0.08,-0.64385619
3.12.2020,third,OughtaBe,21,spice,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,spice_LH_third,Negative,0.08,-0.64385619
1.17.2020,first,Paddlebridge,5,padfoot21,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,padfoot21_LF_first,Negative,0.08,-0.64385619
1.17.2020,first,Paddlebridge,21,sam19,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,sam19_RH_first,Negative,0.08,-0.64385619
1.17.2020,first,Paddlebridge,26,swallow377,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,swallow377_RF_first,Negative,0.08,-0.64385619
2.21.2020,second,Paddlebridge,1,germ1140,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,germ1140_RF_second,Negative,0.08,-0.64385619
2.21.2020,second,Paddlebridge,2,glorybe29,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,glorybe29_LH_second,Negative,0.08,-0.64385619
2.21.2020,second,Paddlebridge,5,annabelle27,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,annabelle27_LF_second,Negative,0.08,-0.64385619
2.21.2020,second,Paddlebridge,7,loha32,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,loha32_LF_second,Negative,0.08,-0.64385619
2.21.2020,second,Paddlebridge,31,simply314,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,simply314_LH_second,Negative,0.08,-0.64385619
3.20.2020,third,Paddlebridge,2,padfoot21,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,padfoot21_RF_third,Negative,0.08,-0.64385619
3.20.2020,third,Paddlebridge,7,gronk22,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,gronk22_RH_third,Negative,0.08,-0.64385619
3.20.2020,third,Paddlebridge,9,kwikmix36,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,kwikmix36_LF_third,Negative,0.08,-0.64385619
3.20.2020,third,Paddlebridge,14,kyra35,LH,,,,,,,,,6,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,kyra35_LH_third,Negative,0.08,-0.64385619
3.20.2020,third,Paddlebridge,14,kyra35,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,kyra35_RF_third,Negative,0.08,-0.64385619
3.20.2020,third,Paddlebridge,20,lalune33,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,lalune33_LH_third,Negative,0.08,-0.64385619
3.20.2020,third,Paddlebridge,24,shiela375,LF,,,,,,,,,6,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,shiela375_LF_third,Negative,0.08,-0.64385619
12.17.2019,first,BJ,12,693,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,693_LF_first,Negative,0.08,-0.64385619
12.17.2019,first,BJ,35,685,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,685_RH_first,Negative,0.08,-0.64385619
1.29.2020,second,BJ,4,758,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,758_RH_second,Negative,0.08,-0.64385619
1.29.2020,second,BJ,15,731,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,731_LH_second,Negative,0.08,-0.64385619
1.29.2020,second,BJ,22,763,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,763_RF_second,Negative,0.08,-0.64385619
2.26.2020,third,BJ,4,754,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,754_LH_third,Negative,0.08,-0.64385619
2.26.2020,third,BJ,32,755,LF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,755_LF_third,Negative,0.08,-0.64385619
1.6.2020,first,vonTrapp,3,luna,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,luna_LH_first,Negative,0.08,-0.64385619
1.6.2020,first,vonTrapp,17,freida,LF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,freida_LF_first,Negative,0.08,-0.64385619
1.6.2020,first,vonTrapp,24,hyacinth,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,hyacinth_RF_first,Negative,0.08,-0.64385619
1.6.2020,first,vonTrapp,31,jasmine,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,jasmine_LH_first,Negative,0.08,-0.64385619
2.12.2020,second,vonTrapp,21,flavia,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,flavia_LH_second,Negative,0.08,-0.64385619
2.12.2020,second,vonTrapp,22,ursala,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,ursala_RH_second,Negative,0.08,-0.64385619
2.12.2020,second,vonTrapp,22,ursala,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,ursala_RF_second,Negative,0.08,-0.64385619
2.12.2020,second,vonTrapp,26,hyacinth,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,hyacinth_RF_second,Negative,0.08,-0.64385619
2.12.2020,second,vonTrapp,33,jasmine,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,jasmine_LH_second,Negative,0.08,-0.64385619
3.10.2020,third,vonTrapp,2,gomora,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,gomora_RF_third,Negative,0.08,-0.64385619
3.10.2020,third,vonTrapp,27,hyacinth,RH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,hyacinth_RH_third,Negative,0.08,-0.64385619
3.10.2020,third,vonTrapp,29,panda,LH,,,,,,,,,3,,,,,,,yes,,,,,NA,NA,NA,NA,NA,8000,,,panda_LH_third,Negative,0.08,-0.64385619
3.10.2020,third,vonTrapp,29,panda,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,panda_LF_third,Negative,0.08,-0.64385619
3.10.2020,third,vonTrapp,31,jasmine,LH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,jasmine_LH_third,Negative,0.08,-0.64385619
12.19.2019,first,Lynd,24,fresno,RH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,fresno_RH_first,Negative,0.08,-0.64385619
12.19.2019,first,Lynd,25,wmca,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,wmca_LH_first,Negative,0.08,-0.64385619
1.30.2020,second,Lynd,7,mustache,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,mustache_LF_second,Negative,0.08,-0.64385619
1.30.2020,second,Lynd,19,webster,LF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,webster_LF_second,Negative,0.08,-0.64385619
3.5.2020,third,Lynd,8,mustache,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,mustache_LH_third,Negative,0.08,-0.64385619
3.5.2020,third,Lynd,8,mustache,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,mustache_RH_third,Negative,0.08,-0.64385619
3.5.2020,third,Lynd,17,lilac,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,lilac_RF_third,Negative,0.08,-0.64385619
3.3.2020,third,Butterworks,4,pomme,LF,cns,yes2,,,,,,,2,BW120,,,,,,,,no,,yes,NA,NA,NA,NA,NA,9000,,,pomme_LF_third,CNS,0.09,-0.473931188
12.17.2019,first,BJ,31,755,RH,cns,yes2,,,,,,,2,BJ021,,,,,,,,no,,yes,NA,NA,NA,NA,NA,9000,,,755_RH_first,CNS,0.09,-0.473931188
3.19.2020,third,Glennview,30,188,LH,corynebac,yes1,,,,,,,1,GV153,,,,,,,,no,,yes,NA,NA,NA,NA,NA,9000,,,188_LH_third,Corynebacterium_spp,0.09,-0.473931188
3.16.2020,fourth,Choiniere,7,35,LH,corynebac,yes2,,,,,,,2,CF198,,,,,,,,no,,yes,NA,NA,NA,NA,NA,9000,,,35_LH_fourth,Corynebacterium_spp,0.09,-0.473931188
3.19.2020,third,Glennview,11,137,RH,corynebac,yes2,,,,,,,2,GV118,,,,,,,,no,,yes,NA,NA,NA,NA,NA,9000,,,137_RH_third,Corynebacterium_spp,0.09,-0.473931188
2.14.2020,second,OughtaBe,19,lemon,LH,corynebac,yes2,,,,,,,2,OB082,,,,,,,,no,,yes,NA,NA,NA,NA,NA,9000,,,lemon_LH_second,Corynebacterium_spp,0.09,-0.473931188
1.2.2020,first,Butterworks,25,melissa,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,melissa_LF_first,Negative,0.09,-0.473931188
2.4.2020,second,Butterworks,2,strawberry,LF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,strawberry_LF_second,Negative,0.09,-0.473931188
2.4.2020,second,Butterworks,2,strawberry,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,strawberry_RF_second,Negative,0.09,-0.473931188
2.4.2020,second,Butterworks,24,nellie,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,nellie_LF_second,Negative,0.09,-0.473931188
2.4.2020,second,Butterworks,30,eva,RH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,eva_RH_second,Negative,0.09,-0.473931188
3.3.2020,third,Butterworks,33,applecore,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,applecore_LF_third,Negative,0.09,-0.473931188
12.13.2019,first,Swallowdale,11,paige,LF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,paige_LF_first,Negative,0.09,-0.473931188
12.13.2019,first,Swallowdale,14,quantum,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,quantum_RF_first,Negative,0.09,-0.473931188
12.13.2019,first,Swallowdale,18,halo,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,halo_RF_first,Negative,0.09,-0.473931188
12.13.2019,first,Swallowdale,19,sonic,RF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,sonic_RF_first,Negative,0.09,-0.473931188
12.13.2019,first,Swallowdale,23,rock7,RH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,rock7_RH_first,Negative,0.09,-0.473931188
12.13.2019,first,Swallowdale,30,cassia,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,cassia_RF_first,Negative,0.09,-0.473931188
1.22.2020,second,Swallowdale,2,diane,RF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,diane_RF_second,Negative,0.09,-0.473931188
1.22.2020,second,Swallowdale,9,casbah,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,casbah_LH_second,Negative,0.09,-0.473931188
1.22.2020,second,Swallowdale,14,cambric,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,cambric_LF_second,Negative,0.09,-0.473931188
1.22.2020,second,Swallowdale,16,shelly,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,shelly_RH_second,Negative,0.09,-0.473931188
1.22.2020,second,Swallowdale,18,marta,LH,,,,,,,,,6,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,marta_LH_second,Negative,0.09,-0.473931188
1.22.2020,second,Swallowdale,33,opal,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,opal_RF_second,Negative,0.09,-0.473931188
2.28.2020,third,Swallowdale,26,marta,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,marta_RF_third,Negative,0.09,-0.473931188
12.12.2019,first,StonyPond,13,abbazaba,LF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,abbazaba_LF_first,Negative,0.09,-0.473931188
12.12.2019,first,StonyPond,21,italia,RH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,italia_RH_first,Negative,0.09,-0.473931188
12.11.2019,first,Choiniere,9,32,LH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,32_LH_first,Negative,0.09,-0.473931188
2.17.2020,third,Choiniere,25,54,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,54_LF_third,Negative,0.09,-0.473931188
2.17.2020,third,Choiniere,32,30,RH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,30_RH_third,Negative,0.09,-0.473931188
1.14.2020,first,Glennview,24,114,LF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,114_LF_first,Negative,0.09,-0.473931188
2.19.2020,second,Glennview,13,54,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,54_LF_second,Negative,0.09,-0.473931188
3.19.2020,third,Glennview,1,194,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,194_LH_third,Negative,0.09,-0.473931188
3.19.2020,third,Glennview,21,201,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,201_RF_third,Negative,0.09,-0.473931188
3.19.2020,third,Glennview,27,205,LF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,205_LF_third,Negative,0.09,-0.473931188
1.3.2020,first,OughtaBe,30,butter,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,butter _RH_first,Negative,0.09,-0.473931188
2.14.2020,second,OughtaBe,4,teach,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,teach_LH_second,Negative,0.09,-0.473931188
2.14.2020,second,OughtaBe,8,izzie,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,izzie_RF_second,Negative,0.09,-0.473931188
2.14.2020,second,OughtaBe,16,jersey,LH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,jersey_LH_second,Negative,0.09,-0.473931188
2.14.2020,second,OughtaBe,23,gold,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,gold_LF_second,Negative,0.09,-0.473931188
2.14.2020,second,OughtaBe,28,spot,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,spot_RH_second,Negative,0.09,-0.473931188
3.12.2020,third,OughtaBe,4,pg,RH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,pg_RH_third,Negative,0.09,-0.473931188
3.12.2020,third,OughtaBe,16,kandykorn,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,kandykorn_LH_third,Negative,0.09,-0.473931188
3.12.2020,third,OughtaBe,24,jenny,LF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,jenny_LF_third,Negative,0.09,-0.473931188
3.12.2020,third,OughtaBe,25,tiktac,LH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,tiktac_LH_third,Negative,0.09,-0.473931188
3.12.2020,third,OughtaBe,26,whinnie,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,whinnie_RF_third,Negative,0.09,-0.473931188
3.12.2020,third,OughtaBe,29,honey,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,honey_RH_third,Negative,0.09,-0.473931188
1.17.2020,first,Paddlebridge,1,loha32,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,loha32_RF_first,Negative,0.09,-0.473931188
1.17.2020,first,Paddlebridge,5,padfoot21,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,padfoot21_LH_first,Negative,0.09,-0.473931188
1.17.2020,first,Paddlebridge,21,sam19,LF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,sam19_LF_first,Negative,0.09,-0.473931188
1.17.2020,first,Paddlebridge,22,lalune33,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,lalune33_LH_first,Negative,0.09,-0.473931188
1.17.2020,first,Paddlebridge,22,lalune33,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,lalune33_LF_first,Negative,0.09,-0.473931188
