"","date","visit","farm","order","cow_id","quarter","path_1","path1_imi","path_2","path2_imi","path_3","path3_imi","path_4","path4_imi","quarter_code","isolate_1","path_1_maldi_final_id","fix_1","isolate_2","path_2_maldi_final_id","fix_2","isolate_3","path_3_maldi_final_id","fix_3","isolate_4","path_4_maldi_final_id","fix_4","clinical","blind","teatinj","pstmilking","mixed.inf_series","dup_not_collected","imi_series","hygiene_scorer_1","hygiene_1","hygiene_scorer_2","hygiene_2","cc_1","cc_2","cc_3","scc","contam","contam_comment"
"120","2.4.2020","second","Butterworks",34,"chipotle","RH","cns","yes2","","","","","","",2,"bw112","staphylococcus chromogenes","","","","","","",NA,"","",NA,"","","","","no","","yes","t",2,"c",1,NA,NA,NA,470000,"",""
"121","2.4.2020","second","Butterworks",34,"chipotle","RF","cns","yes2","","","","","","",2,"bw113","staphylococcus chromogenes","","","","","","",NA,"","",NA,"","","","","no","","yes","t",2,"c",1,NA,NA,NA,140000,"",""
"122","3.3.2020","third","Butterworks",2,"muffin","LH","cns","yes2","","","","","","",2,"bw116","staphylococcus chromogenes","","","","","","",NA,"","",NA,"","","","","no","","yes","n",3,"c",1,NA,NA,NA,0,"",""
"123","3.3.2020","third","Butterworks",2,"muffin","RH","cns","yes2","","","","","","",2,"bw118","staphylococcus chromogenes","","","","","","",NA,"","",NA,"","","","","no","","yes","n",3,"c",1,NA,NA,NA,0,"",""
"124","3.3.2020","third","Butterworks",4,"pomme","LF","cns","yes2","","","","","","",2,"bw120","staphylococcus chromogenes","","","","","","",NA,"","",NA,"","","","","no","","yes","n",2,"c",2,NA,NA,NA,9000,"",""
"125","3.3.2020","third","Butterworks",7,"noel","LF","cns","yes2","","","","","","",2,"bw122","staphylococcus chromogenes","","","","","","",NA,"","",NA,"","","","","no","","yes","n",1,"c",1,NA,NA,NA,480000,"",""
"126","3.3.2020","third","Butterworks",8,"pearl","LF","cns","yes2","cns","other18","","","","",2,"bw123","staphylococcus chromogenes","","bw124","","","","",NA,"","",NA,"","","","","tbd","","yes","n",3,"c",2,NA,NA,NA,210000,"",""
"127","3.3.2020","third","Butterworks",11,"rhubarb","RF","cns","yes2","","","","","","",2,"bw127","staphylococcus chromogenes","","","","","","",NA,"","",NA,"","","","","no","","yes","n",4,"c",3,NA,NA,NA,15000,"",""
"128","3.3.2020","third","Butterworks",13,"nebula","RH","cns","yes2","","","","","","",2,"bw132","staphylococcus chromogenes","","","","","","",NA,"","",NA,"","","","","no","","yes","n",2,"c",1,NA,NA,NA,44000,"",""
"129","3.3.2020","third","Butterworks",16,"hawthorn","RH","cns","yes1","","","","","","",1,"bw133","staphylococcus chromogenes","","","","","","",NA,"","",NA,"","","","","no","","yes","n",2,"c",1,NA,NA,NA,43000,"",""
"130","3.3.2020","third","Butterworks",17,"nazareth","LF","cns","yes2","","","","","","",2,"bw134","staphylococcus chromogenes","","","","","","",NA,"","",NA,"","","","","no","","yes","n",2,"c",1,NA,NA,NA,3e+05,"",""
"131","3.3.2020","third","Butterworks",19,"marjoram","RH","cns","yes2","","","","","","",2,"bw136","staphylococcus chromogenes","","","","","","",NA,"","",NA,"","","","","no","","yes","n",1,"c",1,NA,NA,NA,150000,"",""
"132","3.3.2020","third","Butterworks",20,"manzana","RH","cns","yes2","","","","","","",2,"bw139","staphylococcus chromogenes","","","","","","",NA,"","",NA,"","","","","no","","yes","n",4,"c",4,NA,NA,NA,67000,"",""
"133","3.3.2020","third","Butterworks",20,"manzana","RF","cns","yes2","","","","","","",2,"bw140","staphylococcus chromogenes","","","","","","",NA,"","",NA,"","","","","no","","yes","n",4,"c",4,NA,NA,NA,49000,"",""
"134","3.3.2020","third","Butterworks",25,"nellie","LH","cns","yes2","","","","","","",2,"bw144","staphylococcus chromogenes","","","","","","",NA,"","",NA,"","","","","no","","yes","n",2,"c",1,NA,NA,NA,220000,"",""
"135","3.3.2020","third","Butterworks",25,"nellie","RH","cns","yes2","","","","","","",2,"bw145","staphylococcus chromogenes","","","","","","",NA,"","",NA,"","","","","no","","yes","n",2,"c",1,NA,NA,NA,730000,"",""
"136","3.3.2020","third","Butterworks",26,"melissa","LH","cns","yes2","","","","","","",2,"bw148","staphylococcus chromogenes","","","","","","",NA,"","",NA,"","","","","no","","yes","n",3,"c",2,NA,NA,NA,150000,"",""
"137","3.3.2020","third","Butterworks",29,"petunia","LH","cns","yes1","","","","","","",1,"bw152","staphylococcus chromogenes","","","","","","",NA,"","",NA,"","","","","no","","yes","n",3,"c",2,NA,NA,NA,87000,"",""
"138","3.3.2020","third","Butterworks",32,"bon","RF","cns","yes2","","","","","","",2,"bw155","staphylococcus chromogenes","","","","","","",NA,"","",NA,"","","","","no","","yes","n",3,"c",1,NA,NA,NA,62000,"",""
"139","2.14.2020","second","OughtaBe",24,"alf","RF","cns","yes2","","","","","","",2,"ob091","staphylococcus chromogenes","","","","","","",NA,"","",NA,"","","","","no","","yes","t",1,"c",1,NA,NA,NA,1e+06,"",""
"140","2.14.2020","second","OughtaBe",33,"tiktoe","LH","cns","yes2","","","","","","",2,"ob097","staphylococcus chromogenes","","","","","","",NA,"","",NA,"","","","","no","","yes","t",2,"c",3,NA,NA,NA,77000,"",""
"141","2.14.2020","second","OughtaBe",33,"tiktoe","LF","cns","yes2","","","","","","",2,"ob098","staphylococcus chromogenes","","","","","","",NA,"","",NA,"","","","","no","","yes","t",2,"c",3,NA,NA,NA,33000,"",""
"142","2.14.2020","second","OughtaBe",33,"tiktoe","RF","cns","yes2","","","","","","",2,"ob100","staphylococcus chromogenes","","","","","","",NA,"","",NA,"","","","","no","","yes","t",2,"c",3,NA,NA,NA,110000,"",""
"143","2.14.2020","second","OughtaBe",34,"ginger","RH","cns","yes2","","","","","","",2,"ob101","staphylococcus chromogenes","","","","","","",NA,"","",NA,"","","","","no","","yes","t",1,"c",1,NA,NA,NA,230000,"",""
"144","2.14.2020","second","OughtaBe",35,"katie","LH","cns","yes2","","","","","","",2,"ob102","staphylococcus chromogenes","","","","","","",NA,"","",NA,"","","","","no","","yes","t",1,"c",1,NA,NA,NA,190000,"",""
"145","2.14.2020","second","OughtaBe",37,"peacock","LH","cns","yes2","","","","","","",2,"ob108","staphylococcus chromogenes","","","","","","",NA,"","",NA,"","","","","no","","yes","t",2,"c",2,NA,NA,NA,580000,"",""
"146","2.14.2020","second","OughtaBe",37,"peacock","LF","cns","yes2","","","","","","",2,"ob109","staphylococcus chromogenes","","","","","","",NA,"","",NA,"","","","","no","","yes","t",2,"c",2,NA,NA,NA,1400000,"",""
"147","3.12.2020","third","OughtaBe",5,"kit","LH","cns","yes2","cns","other18","","","","",2,"ob112","staphylococcus chromogenes","","ob168","","","","",NA,"","",NA,"","","","","tbd","","yes","j",2,"c",2,NA,NA,NA,120000,"",""
"148","3.12.2020","third","OughtaBe",6,"korny","LF","cns","yes2","","","","","","",2,"ob115","staphylococcus chromogenes","","","","","","",NA,"","",NA,"","","","","no","","yes","j",4,"c",4,NA,NA,NA,28000,"",""
"149","3.12.2020","third","OughtaBe",6,"korny","RH","cns","yes2","","","","","","",2,"ob116","staphylococcus chromogenes","","","","","","",NA,"","",NA,"","","","","no","","yes","j",4,"c",4,NA,NA,NA,8000,"",""
"150","3.12.2020","third","OughtaBe",6,"korny","RF","cns","yes2","","","","","","",2,"ob117","staphylococcus chromogenes","","","","","","",NA,"","",NA,"","","","","no","","yes","j",4,"c",4,NA,NA,NA,13000,"",""
"151","3.12.2020","third","OughtaBe",9,"ruger","RF","cns","yes2","","","","","","",2,"ob124","staphylococcus chromogenes","","","","","","",NA,"","",NA,"","","","","no","","yes","j",4,"c",3,NA,NA,NA,3000,"",""
"152","3.12.2020","third","OughtaBe",10,"goody","LH","cns","yes2","","","","","","",2,"ob125","staphylococcus chromogenes","","","","","","",NA,"","",NA,"","","","","no","","yes","j",3,"c",3,NA,NA,NA,1e+05,"",""
"153","3.12.2020","third","OughtaBe",13,"racer","RF","cns","yes2","","","","","","",2,"ob130","staphylococcus chromogenes","","","","","","",NA,"","",NA,"","","","","no","","yes","j",2,"c",2,NA,NA,NA,40000,"",""
"154","3.12.2020","third","OughtaBe",16,"kandykorn","LF","cns","yes2","","","","","","",2,"ob134","staphylococcus chromogenes","","","","","","",NA,"","",NA,"","","","","no","","yes","j",1,"c",1,NA,NA,NA,29000,"",""
"155","3.12.2020","third","OughtaBe",17,"kooper","LH","cns","yes2","","","","","","",2,"ob135","staphylococcus chromogenes","","","","","","",NA,"","",NA,"","","","","","","yes","j",1,"c",1,NA,NA,NA,43000,"",""
