"","cow_id","quarter","first_date","first_visit","first_farm","first_order","first_path_1","first_path1_imi","first_path_2","first_path2_imi","first_path_3","first_path3_imi","first_path_4","first_path4_imi","first_quarter_code","first_isolate_1","first_path_1_maldi_final_id","first_fix_1","first_isolate_2","first_path_2_maldi_final_id","first_fix_2","first_isolate_3","first_path_3_maldi_final_id","first_fix_3","first_isolate_4","first_path_4_maldi_final_id","first_fix_4","first_clinical","first_blind","first_teatinj","first_pstmilking","first_mixed_inf_series","first_dup_not_collected","first_imi_series","first_hygiene_scorer_1","first_hygiene_1","first_hygiene_scorer_2","first_hygiene_2","first_cc_1","first_cc_2","first_cc_3","first_scc","first_contam","first_contam_comment","first_uniqueID","second_date","second_visit","second_farm","second_order","second_path_1","second_path1_imi","second_path_2","second_path2_imi","second_path_3","second_path3_imi","second_path_4","second_path4_imi","second_quarter_code","second_isolate_1","second_path_1_maldi_final_id","second_fix_1","second_isolate_2","second_path_2_maldi_final_id","second_fix_2","second_isolate_3","second_path_3_maldi_final_id","second_fix_3","second_isolate_4","second_path_4_maldi_final_id","second_fix_4","second_clinical","second_blind","second_teatinj","second_pstmilking","second_mixed_inf_series","second_dup_not_collected","second_imi_series","second_hygiene_scorer_1","second_hygiene_1","second_hygiene_scorer_2","second_hygiene_2","second_cc_1","second_cc_2","second_cc_3","second_scc","second_contam","second_contam_comment","second_uniqueID","third_date","third_visit","third_farm","third_order","third_path_1","third_path1_imi","third_path_2","third_path2_imi","third_path_3","third_path3_imi","third_path_4","third_path4_imi","third_quarter_code","third_isolate_1","third_path_1_maldi_final_id","third_fix_1","third_isolate_2","third_path_2_maldi_final_id","third_fix_2","third_isolate_3","third_path_3_maldi_final_id","third_fix_3","third_isolate_4","third_path_4_maldi_final_id","third_fix_4","third_clinical","third_blind","third_teatinj","third_pstmilking","third_mixed_inf_series","third_dup_not_collected","third_imi_series","third_hygiene_scorer_1","third_hygiene_1","third_hygiene_scorer_2","third_hygiene_2","third_cc_1","third_cc_2","third_cc_3","third_scc","third_contam","third_contam_comment","third_uniqueID","fourth_date","fourth_visit","fourth_farm","fourth_order","fourth_path_1","fourth_path1_imi","fourth_path_2","fourth_path2_imi","fourth_path_3","fourth_path3_imi","fourth_path_4","fourth_path4_imi","fourth_quarter_code","fourth_isolate_1","fourth_path_1_maldi_final_id","fourth_fix_1","fourth_isolate_2","fourth_path_2_maldi_final_id","fourth_fix_2","fourth_isolate_3","fourth_path_3_maldi_final_id","fourth_fix_3","fourth_isolate_4","fourth_path_4_maldi_final_id","fourth_fix_4","fourth_clinical","fourth_blind","fourth_teatinj","fourth_pstmilking","fourth_mixed_inf_series","fourth_dup_not_collected","fourth_imi_series","fourth_hygiene_scorer_1","fourth_hygiene_1","fourth_hygiene_scorer_2","fourth_hygiene_2","fourth_cc_1","fourth_cc_2","fourth_cc_3","fourth_scc","fourth_contam","fourth_contam_comment","fourth_uniqueID"
"81","190_Glennview","LF","1.14.2020","first","Glennview",22,"","","","","","","","",4,"","","","","","","","","","",NA,NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"9000","","","190_Glennview_LF","2.19.2020","second","Glennview",26,"","","","","","","","",3,"","","","","","","","","","",NA,NA,"","","","","","","","m",2,"c",2,NA,NA,NA,"12000","","","190_Glennview_LF","3.19.2020","third","Glennview",16,"","","","","","","","",3,"","","","","","","","","","",NA,NA,"","","","","","","","j",3,"c",2,NA,NA,NA,"6000","","","190_Glennview_LF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"190_Glennview_LF_fourth"
"82","190_Glennview","LH","1.14.2020","first","Glennview",22,"","","","","","","","",4,"","","","","","","","","","",NA,NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"16000","","","190_Glennview_LH","2.19.2020","second","Glennview",26,"","","","","","","","",5,"","","","","","","","","","",NA,NA,"","","","","","","","m",2,"c",2,NA,NA,NA,"12000","","","190_Glennview_LH","3.19.2020","third","Glennview",16,"","","","","","","","",5,"","","","","","","","","","",NA,NA,"","","","","","","","j",3,"c",2,NA,NA,NA,"24000","","","190_Glennview_LH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"190_Glennview_LH_fourth"
"83","190_Glennview","RF","1.14.2020","first","Glennview",22,"","","","","","","","",4,"","","","","","","","","","",NA,NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"11000","","","190_Glennview_RF","2.19.2020","second","Glennview",26,"","","","","","","","",3,"","","","","","","","","","",NA,NA,"","","","","","","","m",2,"c",2,NA,NA,NA,"11000","","","190_Glennview_RF","3.19.2020","third","Glennview",16,"","","","","","","","",3,"","","","","","","","","","",NA,NA,"","","","","","","","j",3,"c",2,NA,NA,NA,"6000","","","190_Glennview_RF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"190_Glennview_RF_fourth"
"84","190_Glennview","RH","1.14.2020","first","Glennview",22,"","","","","","","","",4,"","","","","","","","","","",NA,NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"14000","","","190_Glennview_RH","2.19.2020","second","Glennview",26,"Corynebac","yes2","","","","","","",2,"GV084","Corynebacterium species","","","","","","","","",NA,NA,"","","","","no","","yes","m",2,"c",2,NA,NA,NA,"17000","","","190_Glennview_RH","3.19.2020","third","Glennview",16,"bacillus","no5","","","","","","",5,"GV133","Bacillus pumilus","","","","","","","","",NA,NA,"","","","","","","no","j",3,"c",2,NA,NA,NA,"29000","","","190_Glennview_RH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"190_Glennview_RH_fourth"
"85","192_Glennview","LF","1.14.2020","first","Glennview",16,"","","","","","","","",5,"","","","","","","","","","",NA,NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"12000","","","192_Glennview_LF","2.19.2020","second","Glennview",31,"","","","","","","","",4,"","","","","","","","","","",NA,NA,"","","","","","","","m",2,"c",3,NA,NA,NA,"20000","","","192_Glennview_LF","3.19.2020","third","Glennview",31,"","","","","","","","",3,"","","","","","","","","","",NA,NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"7000","","","192_Glennview_LF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"192_Glennview_LF_fourth"
"86","192_Glennview","LH","1.14.2020","first","Glennview",16,"","","","","","","","",3,"","","","","","","","","","",NA,NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"12000","","","192_Glennview_LH","2.19.2020","second","Glennview",31,"","","","","","","","",4,"","","","","","","","","","",NA,NA,"","","","","","","","m",2,"c",3,NA,NA,NA,"23000","","","192_Glennview_LH","3.19.2020","third","Glennview",31,"","","","","","","","",3,"","","","","","","","","","",NA,NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"18000","","","192_Glennview_LH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"192_Glennview_LH_fourth"
"87","192_Glennview","RF","1.14.2020","first","Glennview",16,"CNS","yes2","","","","","","",2,"GV027","","","","","","","","","",NA,NA,"","","","","no","","yes","j",2,"c",2,NA,NA,NA,"300000","","","192_Glennview_RF","2.19.2020","second","Glennview",31,"CNS","yes2","","","","","","",2,"GV090","Staphylococcus chromogenes","","","","","","","","",NA,NA,"","","","","no","","yes","m",2,"c",3,NA,NA,NA,"130000","","","192_Glennview_RF","3.19.2020","third","Glennview",31,"CNS","yes2","","","","","","",2,"GV154","Staphylococcus chromogenes","","","","","","","","",NA,NA,"","","","","no","","yes","j",2,"c",2,NA,NA,NA,"63000","","","192_Glennview_RF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"192_Glennview_RF_fourth"
"88","192_Glennview","RH","1.14.2020","first","Glennview",16,"","","","","","","","",4,"","","","","","","","","","",NA,NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"13000","","","192_Glennview_RH","2.19.2020","second","Glennview",31,"","","","","","","","",3,"","","","","","","","","","",NA,NA,"","","","","","","","m",2,"c",3,NA,NA,NA,"17000","","","192_Glennview_RH","3.19.2020","third","Glennview",31,"","","","","","","","",3,"","","","","","","","","","",NA,NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"15000","","","192_Glennview_RH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"192_Glennview_RH_fourth"
"89","193_Glennview","LF","1.14.2020","first","Glennview",10,"?","yes2","","","","","","",2,"GV020","","","","","","","","","",NA,NA,"","","","","no","","yes","j",4,"c",4,NA,NA,NA,"3000","","","193_Glennview_LF","2.19.2020","second","Glennview",7,"","","","","","","","",3,"","","","","","","","","","",NA,NA,"","","","","","","","m",3,"c",3,NA,NA,NA,"3000","","","193_Glennview_LF","3.19.2020","third","Glennview",4,"","","","","","","","",6,"","","","","","","","","","",NA,NA,"","","","","","","","j",4,"c",4,NA,NA,NA,"2000","","","193_Glennview_LF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"193_Glennview_LF_fourth"
"90","193_Glennview","LH","1.14.2020","first","Glennview",10,"","","","","","","","",8,"","","","","","","","","","",NA,NA,"","","","","","","","j",4,"c",4,NA,NA,NA,"7000","yes","5 strep/10 corynebac/2 CNS","193_Glennview_LH","2.19.2020","second","Glennview",7,"","","","","","","","",3,"","","","","","","","","","",NA,NA,"","","","","","","","m",3,"c",3,NA,NA,NA,"4000","","","193_Glennview_LH","3.19.2020","third","Glennview",4,"","","","","","","","",4,"","","","","","","","","","",NA,NA,"","","","","","","","j",4,"c",4,NA,NA,NA,"3000","","","193_Glennview_LH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"193_Glennview_LH_fourth"
"91","193_Glennview","RF","1.14.2020","first","Glennview",10,"Corynebac","yes1","","","","","","",1,"GV022","","","","","","","","","",NA,NA,"","","","","no","","yes","j",4,"c",4,NA,NA,NA,"3000","","","193_Glennview_RF","2.19.2020","second","Glennview",7,"corynebac","yes1","","","","","","",1,"GV058","","","","","","","","","",NA,NA,"","","","","no","","yes","m",3,"c",3,NA,NA,NA,"2000","","","193_Glennview_RF","3.19.2020","third","Glennview",4,"corynebac","yes1","","","","","","",1,"GV105","Corynebacterium species","","","","","","","","",NA,NA,"","","","","no","","yes","j",4,"c",4,NA,NA,NA,"2000","","","193_Glennview_RF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"193_Glennview_RF_fourth"
"92","193_Glennview","RH","1.14.2020","first","Glennview",10,"Corynebac","yes2","","","","","","",2,"GV021","","","","","","","","","",NA,NA,"","","","","no","","yes","j",4,"c",4,NA,NA,NA,"2000","","","193_Glennview_RH","2.19.2020","second","Glennview",7,"","","","","","","","",5,"","","","","","","","","","",NA,NA,"","","","","","","","m",3,"c",3,NA,NA,NA,"2000","","","193_Glennview_RH","3.19.2020","third","Glennview",4,"","","","","","","","",4,"","","","","","","","","","",NA,NA,"","","","","","","","j",4,"c",4,NA,NA,NA,"3000","","","193_Glennview_RH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"193_Glennview_RH_fourth"
"93","194_Glennview","LF","1.14.2020","first","Glennview",32,"","","","","","","","",3,"","","","","","","","","","",NA,NA,"","","","","","","","j",1,"c",1,NA,NA,NA,"4000","","","194_Glennview_LF","2.19.2020","second","Glennview",6,"","","","","","","","",3,"","","","","","","","","","",NA,NA,"","","","","","","","m",2,"c",2,NA,NA,NA,"5000","","","194_Glennview_LF","3.19.2020","third","Glennview",1,"","","","","","","","",3,"","","","","","","","","","",NA,NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"5000","","","194_Glennview_LF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"194_Glennview_LF_fourth"
"94","194_Glennview","LH","1.14.2020","first","Glennview",32,"","","","","","","","",4,"","","","","","","","","","",NA,NA,"","","","","","","","j",1,"c",1,NA,NA,NA,"11000","","","194_Glennview_LH","2.19.2020","second","Glennview",6,"","","","","","","","",3,"","","","","","","","","","",NA,NA,"","","","","","","","m",2,"c",2,NA,NA,NA,"13000","","","194_Glennview_LH","3.19.2020","third","Glennview",1,"","","","","","","","",3,"","","","","","","","","","",NA,NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"9000","","","194_Glennview_LH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"194_Glennview_LH_fourth"
"95","194_Glennview","RF","1.14.2020","first","Glennview",32,"","","","","","","","",4,"","","","","","","","","","",NA,NA,"","","","","","","","j",1,"c",1,NA,NA,NA,"6000","","","194_Glennview_RF","2.19.2020","second","Glennview",6,"","","","","","","","",3,"","","","","","","","","","",NA,NA,"","","","","","","","m",2,"c",2,NA,NA,NA,"10000","","","194_Glennview_RF","3.19.2020","third","Glennview",1,"","","","","","","","",3,"","","","","","","","","","",NA,NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"4000","","","194_Glennview_RF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"194_Glennview_RF_fourth"
"96","194_Glennview","RH","1.14.2020","first","Glennview",32,"","","","","","","","",3,"","","","","","","","","","",NA,NA,"","","","","","","","j",1,"c",1,NA,NA,NA,"6000","","","194_Glennview_RH","2.19.2020","second","Glennview",6,"Strep","yes27","Corynebac","yes27","","","","",27,"GV056","","","GV057","","","","","","",NA,NA,"","","","","yes","","yes","m",2,"c",2,NA,NA,NA,"10000","","","194_Glennview_RH","3.19.2020","third","Glennview",1,"","","","","","","","",5,"","","","","","","","","","",NA,NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"7000","","","194_Glennview_RH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"194_Glennview_RH_fourth"
"97","198_Glennview","LF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.19.2020","second","Glennview",35,"CNS","yes2","","","","","","",2,"GV098","Staphylococcus saprophyticus","","","","","","","","",NA,NA,"","","","","no","","yes","m",1,"c",1,NA,NA,NA,"4000","","","198_Glennview_LF","3.19.2020","third","Glennview",7,"","","","","","","","",3,"","","","","","","","","","",NA,NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"72000","","","198_Glennview_LF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"198_Glennview_LF_fourth"
"98","198_Glennview","LH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.19.2020","second","Glennview",35,"CNS","yes2","","","","","","",2,"GV097","Staphylococcus chromogenes","","","","","","","","",NA,NA,"","","","","no","","yes","m",1,"c",1,NA,NA,NA,"66000","","","198_Glennview_LH","3.19.2020","third","Glennview",7,"CNS","yes2","","","","","","",2,"GV111","Staphylococcus chromogenes","","","","","","","","",NA,NA,"","","","","no","","yes","j",2,"c",2,NA,NA,NA,"370000","","","198_Glennview_LH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"198_Glennview_LH_fourth"
"99","198_Glennview","RF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.19.2020","second","Glennview",35,"","","","","","","","",3,"","","","","","","","","","",NA,NA,"","","","","","","","m",1,"c",1,NA,NA,NA,"53000","","","198_Glennview_RF","3.19.2020","third","Glennview",7,"","","","","","","","",3,"","","","","","","","","","",NA,NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"27000","","","198_Glennview_RF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"198_Glennview_RF_fourth"
"100","198_Glennview","RH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.19.2020","second","Glennview",35,"","","","","","","","",23,"","","","","","","","","","",NA,NA,"","","","","","","","m",1,"c",1,NA,NA,NA,"9000","","","198_Glennview_RH","3.19.2020","third","Glennview",7,"bacillus","other26","bacillus","other26","","","","",26,"GV112","Bacillus species","","GV159","Bacillus pumilus","","","","","",NA,NA,"","","","","","","yes","j",2,"c",2,NA,NA,NA,"19000","","","198_Glennview_RH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"198_Glennview_RH_fourth"
"101","199_Glennview","LF","1.14.2020","first","Glennview",11,"","","","","","","","",5,"","","","","","","","","","",NA,NA,"","","","","","","","j",3,"c",2,NA,NA,NA,"8000","","","199_Glennview_LF","2.19.2020","second","Glennview",32,"","","","","","","","",3,"","","","","","","","","","",NA,NA,"","","","","","","","m",1,"c",2,NA,NA,NA,"4000","","","199_Glennview_LF","3.19.2020","third","Glennview",2,"","","","","","","","",3,"","","","","","","","","","",NA,NA,"","","","","","","","j",3,"c",3,NA,NA,NA,"2000","","","199_Glennview_LF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"199_Glennview_LF_fourth"
"102","199_Glennview","LH","1.14.2020","first","Glennview",11,"CNS","yes2","","","","","","",2,"GV023","","","","","","","","","",NA,NA,"","","","","no","","yes","j",3,"c",2,NA,NA,NA,"120000","","","199_Glennview_LH","2.19.2020","second","Glennview",32,"CNS","yes2","","","","","","",2,"GV091","Staphylococcus chromogenes","","","","","","","","",NA,NA,"","","","","no","","yes","m",1,"c",2,NA,NA,NA,"40000","","","199_Glennview_LH","3.19.2020","third","Glennview",2,"CNS","yes2","","","","","","",2,"GV101","Staphylococcus chromogenes","","","","","","","","",NA,NA,"","","","","no","","yes","j",3,"c",3,NA,NA,NA,"46000","","","199_Glennview_LH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"199_Glennview_LH_fourth"
"103","199_Glennview","RF","1.14.2020","first","Glennview",11,"Strep","yes2","","","","","","",2,"GV025","","","","","","","","","",NA,NA,"","","","","no","","yes","j",3,"c",2,NA,NA,NA,"6300000","","","199_Glennview_RF","2.19.2020","second","Glennview",32,"Strep","yes2","","","","","","",2,"GV093","Streptococcus species","yes_from_?_to_Strep","","","","","","","",NA,NA,"","","","","no","","yes","m",1,"c",2,NA,NA,NA,"6300000","","","199_Glennview_RF","3.19.2020","third","Glennview",2,"Strep","yes2","","","","","","",2,"GV103","Streptococcus uberis","","","","","","","","",NA,NA,"","","","","no","","yes","j",3,"c",3,NA,NA,NA,"3500000","","","199_Glennview_RF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"199_Glennview_RF_fourth"
"104","199_Glennview","RH","1.14.2020","first","Glennview",11,"CNS","yes2","","","","","","",2,"GV024","","","","","","","","","",NA,NA,"","","","","no","","yes","j",3,"c",2,NA,NA,NA,"190000","","","199_Glennview_RH","2.19.2020","second","Glennview",32,"CNS","yes2","","","","","","",2,"GV092","Staphylococcus chromogenes","","","","","","","","",NA,NA,"","","","","no","","yes","m",1,"c",2,NA,NA,NA,"79000","","","199_Glennview_RH","3.19.2020","third","Glennview",2,"CNS","yes2","","","","","","",2,"GV102","Staphylococcus chromogenes","","","","","","","","",NA,NA,"","","","","no","","yes","j",3,"c",3,NA,NA,NA,"120000","","","199_Glennview_RH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"199_Glennview_RH_fourth"
"105","200_Glennview","LF","1.14.2020","first","Glennview",30,"","","","","","","","",10,"","","","","","","","","","",NA,NA,"","","","","","","","j",1,"c",2,NA,NA,NA,"21000","","","200_Glennview_LF","2.19.2020","second","Glennview",10,"","","","","","","","",3,"","","","","","","","","","",NA,NA,"","","","","","","","m",3,"c",2,NA,NA,NA,"11000","","","200_Glennview_LF","3.19.2020","third","Glennview",9,"","","","","","","","",6,"","","","","","","","","","",NA,NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"25000","","","200_Glennview_LF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"200_Glennview_LF_fourth"
"106","200_Glennview","LH","1.14.2020","first","Glennview",30,"","","","","","","","",3,"","","","","","","","","","",NA,NA,"","","","","","","","j",1,"c",2,NA,NA,NA,"17000","","","200_Glennview_LH","2.19.2020","second","Glennview",10,"","","","","","","","",5,"","","","","","","","","","",NA,NA,"","","","","","","","m",3,"c",2,NA,NA,NA,"21000","","","200_Glennview_LH","3.19.2020","third","Glennview",9,"","","","","","","","",3,"","","","","","","","","","",NA,NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"38000","","","200_Glennview_LH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"200_Glennview_LH_fourth"
"107","200_Glennview","RF","1.14.2020","first","Glennview",30,"","","","","","","","",3,"","","","","","","","","","",NA,NA,"","","","","","","","j",1,"c",2,NA,NA,NA,"11000","","","200_Glennview_RF","2.19.2020","second","Glennview",10,"","","","","","","","",7,"","","","","","","","","","",NA,NA,"","","","","","","","m",3,"c",2,NA,NA,NA,"11000","","","200_Glennview_RF","3.19.2020","third","Glennview",9,"","","","","","","","",5,"","","","","","","","","","",NA,NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"12000","","","200_Glennview_RF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"200_Glennview_RF_fourth"
"108","200_Glennview","RH","1.14.2020","first","Glennview",30,"","","","","","","","",4,"","","","","","","","","","",NA,NA,"","","","","","","","j",1,"c",2,NA,NA,NA,"15000","","","200_Glennview_RH","2.19.2020","second","Glennview",10,"","","","","","","","",3,"","","","","","","","","","",NA,NA,"","","","","","","","m",3,"c",2,NA,NA,NA,"13000","","","200_Glennview_RH","3.19.2020","third","Glennview",9,"","","","","","","","",3,"","","","","","","","","","",NA,NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"14000","","","200_Glennview_RH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"200_Glennview_RH_fourth"
