date,visit,farm,order,cow_id,quarter,path_1,path1_imi,path_2,path2_imi,path_3,path3_imi,path_4,path4_imi,quarter_code,isolate_1,path_1_maldi_final_id,fix_1,isolate_2,path_2_maldi_final_id,fix_2,isolate_3,path_3_maldi_final_id,fix_3,isolate_4,path_4_maldi_final_id,fix_4,clinical,blind,teatinj,pstmilking,mixed_inf_series,dup_not_collected,imi_series,hygiene_scorer_1,hygiene_1,hygiene_scorer_2,hygiene_2,cc_1,cc_2,cc_3,scc,contam,contam_comment,dup_a_cfu_count,dup_b_cfu_count,more_than_2_org_present
1.22.2020,second,Swallowdale,21,denise,RH,cns,yes2,,,,,,,2,sw078,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,1,.,.,,,,130000,,,tntc,50,
1.22.2020,second,Swallowdale,27,jazz,LH,weissella,yes2,,,,,,,2,sw079,weissella cibaria,yes_from_corynebac_to_weissella,,,,,,,,,,,,,,no,,yes,j,1,.,.,,,,1200000,,,tntc,tntc,
1.22.2020,second,Swallowdale,29,denver,RH,cns,yes2,,,,,,,2,sw084,staphylococcus xylosus,,,,,,,,,,,,,,,no,,yes,j,1,.,.,,,,68000,,,15,20,
1.22.2020,second,Swallowdale,31,cassia,LH,cns,yes2,,,,,,,2,sw085,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,.,.,.,,,,220000,,,9,20,
1.22.2020,second,Swallowdale,31,cassia,RH,cns,yes2,,,,,,,2,sw086,staphylococcus simulans,,,,,,,,,,,,,,,no,,yes,j,.,.,.,,,,1300000,,,16,6,
1.22.2020,second,Swallowdale,32,pledge,LF,cns,yes2,,,,,,,2,sw087,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,1,.,.,,,,230000,,,30,50,
1.22.2020,second,Swallowdale,32,pledge,RH,cns,yes2,,,,,,,2,sw088,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,1,.,.,,,,84000,,,20,tntc,
1.22.2020,second,Swallowdale,32,pledge,RF,cns,yes2,,,,,,,2,sw089,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,1,.,.,,,,140000,,,tntc,tntc,
1.22.2020,second,Swallowdale,34,jewel,RH,cns,yes2,cns,other18,,,,,2,sw090,staphylococcus chromogenes,,sw092,staphylococcus chromogenes,,,,,,,,,,,,no,,yes,j,.,.,.,,,,24000,,,20,5,
1.22.2020,second,Swallowdale,35,gigi,RH,sa,yes2,,,,,,,2,sw091,staphylococcus aureus,,,,,,,,,,,,,,,no,,yes,j,.,.,.,,,,1100000,,,14,18,
2.28.2020,third,Swallowdale,3,quantum,LF,cns,yes2,,,,,,,2,sw093,staphylococcus chromogenes,,,,,,,,,,,,,,yes,no,,yes,.,.,.,.,,,,480000,,,,,
2.28.2020,third,Swallowdale,4,pasta,LF,cns,yes2,,,,,,,2,sw094,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,.,.,.,.,,,,500000,,,13,30,
2.28.2020,third,Swallowdale,5,paige,LH,cns,yes2,,,,,,,2,sw095,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,.,.,.,.,,,,120000,,,12,22,
2.28.2020,third,Swallowdale,5,paige,RH,cns,yes2,,,,,,,2,sw096,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,.,.,.,.,,,,120000,,,16,17,
2.28.2020,third,Swallowdale,6,dorian,LH,cns,yes2,,,,,,,2,sw097,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,.,.,.,.,,,,100000,,,30,26,
2.28.2020,third,Swallowdale,9,29,LF,strep,yes2,,,,,,,2,sw098,streptococcus species,,,,,,,,,,,,,,,no,,yes,.,.,.,.,,,,1800000,,,tntc,tntc,
2.28.2020,third,Swallowdale,11,pledge,LF,cns,yes2,,,,,,,2,sw101,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,.,.,.,.,,,,410000,,,50,21,
2.28.2020,third,Swallowdale,11,pledge,RH,cns,yes2,,,,,,,2,sw102,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,.,.,.,.,,,,180000,,,13,7,
2.28.2020,third,Swallowdale,11,pledge,RF,cns,yes2,,,,,,,2,sw103,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,.,.,.,.,,,,440000,,,30,30,
2.28.2020,third,Swallowdale,12,maisie,RH,strep,yes2,,,,,,,2,sw104,aerococcus viridans,no_sslo,,,,,,,,,,,,,,no,,yes,.,.,.,.,,,,3000,,,1,3,
2.28.2020,third,Swallowdale,13,amber,LH,cns,yes2,,,,,,,2,sw105,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,.,.,.,.,,,,140000,,,15,24,
2.28.2020,third,Swallowdale,16,jazz,LH,weissella,yes2,,,,,,,2,sw107,weissella cibaria,yes_from_corynebac_to_weissella,,,,,,,,,,,,,,no,,yes,.,.,.,.,,,,2200000,,,tntc,tntc,
2.28.2020,third,Swallowdale,17,cambric,LH,cns,yes2,,,,,,,2,sw108,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,.,.,.,.,,,,76000,,,50,50,
2.28.2020,third,Swallowdale,21,marshmellow,LF,cns,yes2,,,,,,,2,sw116,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,.,.,.,.,,,,180000,,,tntc,tntc,
2.28.2020,third,Swallowdale,21,marshmellow,RF,cns,yes2,,,,,,,2,sw118,staphylococcus species,,,,,,,,,,,,,,,no,,yes,.,.,.,.,,,,270000,,,tntc,tntc,
2.28.2020,third,Swallowdale,22,denise,LF,cns,yes2,,,,,,,2,sw119,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,.,.,.,.,,,,150000,,,11,18,
2.28.2020,third,Swallowdale,22,denise,RH,cns,yes2,,,,,,,2,sw120,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,.,.,.,.,,,,87000,,,18,16,
2.28.2020,third,Swallowdale,29,denver,RH,cns,yes2,,,,,,,2,sw125,staphylococcus xylosus,,,,,,,,,,,,,,,no,,yes,.,.,.,.,,,,92000,,,4,7,
2.28.2020,third,Swallowdale,33,goldie,LF,cns,yes2,,,,,,,2,sw129,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,.,.,.,.,,,,59000,,,27,24,
1.6.2020,first,vonTrapp,2,gloria,LF,cns,yes2,cns,other18,,,,,2,vt001,staphylococcus chromogenes,,vt002,staphylococcus chromogenes,,,,,,,,,,,,no,,yes,j,2,c,3,,,,85000,,,50,35,
1.6.2020,first,vonTrapp,2,gloria,RF,cns,yes2,,,,,,,2,vt003,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,2,c,3,,,,200000,,,tntc,tntc,
1.6.2020,first,vonTrapp,4,leopard,LH,sa,yes2,,,,,,,2,vt005,staphylococcus aureus,,,,,,,,,,,,,,,no,,yes,j,3,c,2,,,,680000,,,17,8,yes
1.6.2020,first,vonTrapp,7,matilda,RF,cns,yes2,,,,,,,2,vt008,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,1,c,1,,,,42000,,,21,22,
1.6.2020,first,vonTrapp,9,clara,RH,cns,yes2,,,,,,,2,vt009,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,2,c,1,,,,290000,,,14,8,
1.6.2020,first,vonTrapp,11,esme,LH,cns,yes2,,,,,,,2,vt011,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,1,c,1,,,,120000,,,tntc,28,
1.6.2020,first,vonTrapp,11,esme,LF,cns,yes2,,,,,,,2,vt012,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,1,c,1,,,,82000,,,tntc,tntc,
1.6.2020,first,vonTrapp,12,tallula,RF,cns,yes2,,,,,,,2,vt013,staphylococcus xylosus,,,,,,,,,,,,,,,no,,yes,j,3,c,3,,,,120000,,,15,22,
1.6.2020,first,vonTrapp,15,ursala,LH,cns,yes2,,,,,,,2,vt016,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,3,c,3,,,,29000,,,4,16,
1.6.2020,first,vonTrapp,19,abigail,LH,strep,yes2,,,,,,,2,vt017,streptococcus uberis,,,,,,,,,,,,,,,no,,yes,j,2,c,2,,,,1000000,,,tntc,tntc,
1.6.2020,first,vonTrapp,20,flavia,LF,cns,yes2,,,,,,,2,vt019,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,4,c,3,,,,86000,,,tntc,tntc,
1.6.2020,first,vonTrapp,20,flavia,RH,cns,yes2,,,,,,,2,vt020,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,4,c,3,,,,110000,,,tntc,tntc,
1.6.2020,first,vonTrapp,21,alice,RF,cns,yes2,,,,,,,2,vt021,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,2,c,3,,,,110000,,,1,1,
1.6.2020,first,vonTrapp,22,irene,LF,cns,yes2,,,,,,,2,vt022,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,2,c,2,,,,29000,,,50,50,
1.6.2020,first,vonTrapp,23,lilac,LF,cns,yes2,,,,,,,2,vt024,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,2,c,2,,,,140000,,,,,
1.6.2020,first,vonTrapp,23,lilac,RH,cns,yes2,,,,,,,2,vt025,staphylococcus devriesei,,,,,,,,,,,,,,,no,,yes,j,2,c,2,,,,35000,,,,,
1.6.2020,first,vonTrapp,24,hyacinth,RH,cns,yes2,,,,,,,2,vt026,staphylococcus equorum,,,,,,,,,,,,,,,no,,yes,j,2,c,2,,,,13000,,,1,1,
1.6.2020,first,vonTrapp,25,ardetta,RF,cns,yes2,,,,,,,2,vt027,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,2,c,2,,,,60000,,,30,30,
1.6.2020,first,vonTrapp,27,panda,RH,cns,yes2,,,,,,,2,vt028,staphylococcus devriesei,,,,,,,,,,,,,,,no,,yes,j,1,c,2,,,,860000,,,17,10,
1.6.2020,first,vonTrapp,35,lucha,LF,cns,yes2,,,,,,,2,vt030,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,1,c,1,,,,170000,,,30,20,
1.6.2020,first,vonTrapp,35,lucha,RF,cns,yes2,,,,,,,2,vt031,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,1,c,1,,,,160000,,,20,15,
2.12.2020,second,vonTrapp,2,leopard,LH,sa,yes2,sa,other18,,,,,2,vt032,staphylococcus aureus,,vt033,staphylococcus aureus,,,,,,,,,,,,no,,yes,j,1,c,2,,,,650000,,,5,11,
2.12.2020,second,vonTrapp,2,leopard,LF,cns,yes2,,,,,,,2,vt034,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,1,c,2,,,,66000,,,21,30,
2.12.2020,second,vonTrapp,3,lena,RH,?,yes2,,,,,,,2,vt035,no id,yes_nochange,,,,,,,,,,,,,,no,,yes,j,3,c,3,,,,6000,,,2,1,
2.12.2020,second,vonTrapp,3,lena,RF,cns,yes2,,,,,,,2,vt036,no id,yes_nochange,,,,,,,,,,,,,,no,,yes,j,3,c,3,,,,8000,,,1,12,
2.12.2020,second,vonTrapp,5,gloria,LF,cns,yes2,cns,other18,,,,,2,vt037,staphylococcus chromogenes,,vt038,staphylococcus chromogenes,,,,,,,,,,,,no,,yes,j,2,c,2,,,,80000,,,tntc,tntc,
2.12.2020,second,vonTrapp,5,gloria,RF,cns,yes2,cns,other18,,,,,2,vt039,staphylococcus chromogenes,,vt040,staphylococcus chromogenes,,,,,,,,,,,,no,,yes,j,2,c,2,,,,69000,,,50,tntc,
2.12.2020,second,vonTrapp,8,esme,LH,cns,yes2,,,,,,,2,vt042,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,1,c,1,,,,84000,,,26,43,
2.12.2020,second,vonTrapp,8,esme,LF,cns,yes2,,,,,,,2,vt043,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,1,c,1,,,,50000,,,26,20,
2.12.2020,second,vonTrapp,13,clara,RH,cns,yes2,,,,,,,2,vt044,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,1,c,1,,,,160000,,,20,29,
2.12.2020,second,vonTrapp,13,clara,RF,cns,yes2,,,,,,,2,vt045,staphylococcus equorum,,,,,,,,,,,,,,,no,,yes,j,1,c,1,,,,42000,,,1,3,
2.12.2020,second,vonTrapp,15,abigail,LH,strep,yes2,,,,,,,2,vt047,streptococcus uberis,,,,,,,,,,,,,,,no,,yes,j,1,c,2,,,,2400000,,,tntc,tntc,
2.12.2020,second,vonTrapp,15,abigail,LF,kocuria,yes2,,,,,,,2,vt048,kocuria species,yes_from_cns_to_kocuria,,,,,,,,,,,,,,no,,yes,j,1,c,2,,,,110000,,,1,1,
2.12.2020,second,vonTrapp,16,tallula,RF,cns,yes2,,,,,,,2,vt049,staphylococcus xylosus,,,,,,,,,,,,,,,no,,yes,j,1,c,1,,,,53000,,,7,15,
2.12.2020,second,vonTrapp,20,irene,LF,cns,yes2,,,,,,,2,vt050,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,1,c,2,,,,50000,,,17,18,
2.12.2020,second,vonTrapp,21,flavia,LF,cns,yes2,,,,,,,2,vt051,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,1,c,3,,,,59000,,,28,11,
2.12.2020,second,vonTrapp,21,flavia,RH,cns,yes2,,,,,,,2,vt052,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,1,c,3,,,,67000,,,21,13,
2.12.2020,second,vonTrapp,22,ursala,LH,cns,yes2,,,,,,,2,vt053,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,1,c,1,,,,90000,,,30,30,
2.12.2020,second,vonTrapp,24,ardetta,RF,cns,yes2,,,,,,,2,vt054,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,2,c,3,,,,72000,,,30,30,
2.12.2020,second,vonTrapp,25,lilac,LF,cns,yes2,,,,,,,2,vt055,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,3,c,2,,,,86000,,,tntc,30,
2.12.2020,second,vonTrapp,25,lilac,RH,cns,yes2,,,,,,,2,vt056,staphylococcus devriesei,,,,,,,,,,,,,,,no,,yes,j,3,c,2,,,,61000,,,tntc,30,
2.12.2020,second,vonTrapp,27,patchouli,RF,cns,yes2,,,,,,,2,vt057,staphylococcus chromogenes,yes_from_?_to_cns,,,,,,,,,,,,,,no,,yes,j,3,c,3,,,,72000,,,13,6,
2.12.2020,second,vonTrapp,28,lucha,LF,cns,yes2,,,,,,,2,vt058,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,2,c,3,,,,58000,,,11,50,
2.12.2020,second,vonTrapp,28,lucha,RF,cns,yes2,,,,,,,2,vt059,staphylococcus chromogenes,,,,,,,,,,,,,yes,,no,,yes,j,2,c,3,,,,440000,,,tntc,50,
2.12.2020,second,vonTrapp,30,panda,RH,cns,yes2,,,,,,,2,vt063,staphylococcus devriesei,,,,,,,,,,,,,,,no,,yes,j,1,c,1,,,,150000,,,14,10,
2.12.2020,second,vonTrapp,31,imogene,LF,cns,yes2,,,,,,,2,vt060,staphylococcus equorum,,,,,,,,,,,,,,,no,,yes,j,2,c,2,,,,5000,,,1,1,
2.12.2020,second,vonTrapp,32,iris,RH,corynebac,yes2,,,,,,,2,vt061,corynebacterium casei,,,,,,,,,,,,,,,no,,yes,j,2,c,2,,,,12000,,,50,0,
3.10.2020,third,vonTrapp,1,vera,RF,corynebac,yes2,,,,,,,2,vt064,no id,yes_nochange,,,,,,,,,,,,,,no,,yes,j,3,c,4,,,,10000,,,18,10,
3.10.2020,third,vonTrapp,3,leopard,LH,sa,yes2,,,,,,,2,vt065,staphylococcus aureus,,,,,,,,,,,,,,,no,,yes,j,2,c,2,,,,170000,,,2,5,
3.10.2020,third,vonTrapp,3,leopard,LF,cns,yes2,,,,,,,2,vt066,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,2,c,2,,,,24000,,,28,50,
3.10.2020,third,vonTrapp,3,leopard,RF,cns,yes2,,,,,,,2,vt067,staphylococcus species,,,,,,,,,,,,,,,no,,yes,j,2,c,2,,,,29000,,,22,29,
3.10.2020,third,vonTrapp,5,gloria,LF,cns,yes2,,,,,,,2,vt068,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,3,c,4,,,,67000,,,50,tntc,
3.10.2020,third,vonTrapp,5,gloria,RF,cns,yes2,,,,,,,2,vt071,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,3,c,4,,,,67000,,,tntc,50,
3.10.2020,third,vonTrapp,7,matilda,RH,cns,yes2,,,,,,,2,vt073,staphylococcus haemolyticus,,,,,,,,,,,,,,,no,,yes,j,3,c,3,,,,8000,,,2,2,
3.10.2020,third,vonTrapp,7,matilda,RF,cns,yes2,,,,,,,2,vt074,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,3,c,3,,,,25000,,,22,30,
3.10.2020,third,vonTrapp,12,esme,LH,cns,yes2,,,,,,,2,vt076,staphylococcus xylosus,,,,,,,,,,,,,,,no,,yes,j,1,c,1,,,,99000,,,30,25,
3.10.2020,third,vonTrapp,12,esme,LF,cns,yes2,,,,,,,2,vt077,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,1,c,1,,,,83000,,,30,30,
3.10.2020,third,vonTrapp,13,clara,RH,cns,yes2,,,,,,,2,vt078,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,1,c,1,,,,420000,,,9,10,
3.10.2020,third,vonTrapp,14,zelda,LF,cns,yes2,,,,,,,2,vt079,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,3,c,4,,,,100000,,,13,16,
3.10.2020,third,vonTrapp,15,abigail,LH,strep,yes2,,,,,,,2,vt080,streptococcus uberis,,,,,,,,,,,,,,,no,,yes,j,1,c,1,,,,1700000,,,tntc,tntc,
3.10.2020,third,vonTrapp,16,tallula,RF,cns,yes2,,,,,,,2,vt082,staphylococcus xylosus,,,,,,,,,,,,,,,no,,yes,j,4,c,4,,,,78000,,,5,9,
3.10.2020,third,vonTrapp,17,tilly,LH,cns,yes2,,,,,,,2,vt083,no id,yes_nochange,,,,,,,,,,,,,,no,,yes,j,3,c,4,,,,25000,,,3,1,
3.10.2020,third,vonTrapp,19,flavia,LF,cns,yes2,,,,,,,2,vt084,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,1,c,3,,,,140000,,,18,9,
3.10.2020,third,vonTrapp,19,flavia,RH,cns,yes2,,,,,,,2,vt085,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,1,c,3,,,,120000,,,30,30,
3.10.2020,third,vonTrapp,20,alice,LF,cns,yes2,,,,,,,2,vt087,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,3,c,4,,,,240000,,,4,10,
3.10.2020,third,vonTrapp,21,ursala,LH,cns,yes2,,,,,,,2,vt089,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,2,c,4,,,,48000,,,20,29,
3.10.2020,third,vonTrapp,23,patchouli,RF,cns,yes2,,,,,,,2,vt101,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,3,c,4,,,,24000,,,3,1,
3.10.2020,third,vonTrapp,24,irene,LF,cns,yes2,,,,,,,2,vt092,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,1,c,2,,,,69000,,,8,14,
3.10.2020,third,vonTrapp,25,ardetta,LH,cns,yes2,,,,,,,2,vt093,staphylococcus equorum,,,,,,,,,,,,,,,no,,yes,j,4,c,4,,,,7000,,,4,2,
3.10.2020,third,vonTrapp,25,ardetta,RF,cns,yes2,,,,,,,2,vt094,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,4,c,4,,,,200000,,,26,28,
3.10.2020,third,vonTrapp,26,lilac,LF,cns,yes2,,,,,,,2,vt095,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,3,c,4,,,,290000,,,26,50,
3.10.2020,third,vonTrapp,26,lilac,RH,cns,yes2,,,,,,,2,vt096,staphylococcus devriesei,,,,,,,,,,,,,,,no,,yes,j,3,c,4,,,,80000,,,41,30,
3.10.2020,third,vonTrapp,34,hosana,LF,cns,yes2,,,,,,,2,vt098,staphylococcus fleurettii,,,,,,,,,,,,,,,no,,yes,j,2,c,3,,,,2000,,,7,6,
3.10.2020,third,vonTrapp,35,lucha,LF,cns,yes2,,,,,,,2,vt099,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,1,c,1,,,,26000,,,tntc,13,
3.10.2020,third,vonTrapp,35,lucha,RF,cns,yes2,,,,,,,2,vt100,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,1,c,1,,,,78000,,,tntc,30,
2.17.2020,third,Choiniere,19,86,RF,strep,yes2,strep,other18,,,,,2,cf163,streptococcus uberis,,cf164,streptococcus uberis,,,,,,,,,,,,no,,yes,j,2,.,.,,,,710000,,,,,yes
12.13.2019,first,Swallowdale,4,deedee,RH,strep,yes2,strep,other18,,,,,2,sw005,aerococcus viridans,no_sslo,sw006,aerococcus viridans,,no_sslo,,,,,,,,,,no,,yes,.,.,.,.,,,,50000,,,16,22,
12.17.2019,first,BJ,1,757,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,13000,,,,,
12.17.2019,first,BJ,1,757,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,5000,,,,,
12.17.2019,first,BJ,1,757,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,2000,,,,,
12.17.2019,first,BJ,4,716,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,4,c,3,,,,9000,,,,,
12.17.2019,first,BJ,5,cb5,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,4,c,4,,,,6000,,,,,
12.17.2019,first,BJ,6,656,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,3,,,,24000,,,,,
12.17.2019,first,BJ,6,656,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,3,,,,37000,,,,,
12.17.2019,first,BJ,7,719,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,3,,,,15000,,,,,
12.17.2019,first,BJ,10,720,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,2,,,,0,,,,,
12.17.2019,first,BJ,10,720,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,2,,,,209000,,,,,
12.17.2019,first,BJ,11,727,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,3,,,,9000,,,,,
12.17.2019,first,BJ,11,727,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,3,,,,15000,,,,,
12.17.2019,first,BJ,12,693,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,4,c,4,,,,6000,,,,,
12.17.2019,first,BJ,12,693,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,4,c,4,,,,8000,,,,,
12.17.2019,first,BJ,12,693,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,4,c,4,,,,4000,,,,,
12.17.2019,first,BJ,13,741,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,12000,,,,,
12.17.2019,first,BJ,14,749,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,3,,,,5000,,,,,
12.17.2019,first,BJ,14,749,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,3,,,,3000,,,,,
12.17.2019,first,BJ,15,733,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,2,,,,15000,,,,,
12.17.2019,first,BJ,16,738,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,3,,,,3000,,,,,
12.17.2019,first,BJ,16,738,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,3,,,,4000,,,,,
12.17.2019,first,BJ,17,753,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,4,c,4,,,,12000,,,,,
12.17.2019,first,BJ,17,753,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,4,c,4,,,,9000,,,,,
12.17.2019,first,BJ,17,753,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,4,c,4,,,,11000,,,,,
12.17.2019,first,BJ,17,753,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,4,c,4,,,,9000,,,,,
12.17.2019,first,BJ,18,701,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,31000,,,,,
12.17.2019,first,BJ,18,701,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,139000,,,,,
12.17.2019,first,BJ,19,731,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,3,,,,35000,,,,,
12.17.2019,first,BJ,20,763,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,2,,,,3000,,,,,
12.17.2019,first,BJ,22,708,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,4,c,4,,,,6000,,,,,
12.17.2019,first,BJ,23,744,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,3,,,,12000,,,,,
12.17.2019,first,BJ,23,744,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,3,,,,6000,,,,,
12.17.2019,first,BJ,24,675,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,6000,,,,,
12.17.2019,first,BJ,24,675,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,7000,,,,,
12.17.2019,first,BJ,25,745,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,3,,,,7000,,,,,
12.17.2019,first,BJ,26,666,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,42000,,,,,
12.17.2019,first,BJ,28,713,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,2,,,,72000,,,,,
12.17.2019,first,BJ,28,713,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,2,,,,73000,,,,,
12.17.2019,first,BJ,29,722,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,3,,,,5000,,,,,
12.17.2019,first,BJ,29,722,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,3,,,,3000,,,,,
12.17.2019,first,BJ,29,722,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,3,,,,2000,,,,,
12.17.2019,first,BJ,30,761,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,3,,,,2000,,,,,
12.17.2019,first,BJ,31,755,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,3,,,,10000,,,,,
12.17.2019,first,BJ,32,664,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,4,,,,16000,,,,,
12.17.2019,first,BJ,33,743,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,3,,,,5000,,,,,
12.17.2019,first,BJ,35,685,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,9000,,,,,
12.17.2019,first,BJ,35,685,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,8000,,,,,
