date,visit,farm,order,cow id,quarter,path 1,path1 IMI,path 2,path2 IMI,path 3,path3 IMI,path 4,path4 IMI,quarter_code,isolate 1,path 1 MALDI final ID,Fix 1?,isolate 2,path 2 MALDI final ID,Fix 2?,isolate 3,path 3 MALDI final ID,Fix 3?,isolate 4,path 4 MALDI final ID,Fix 4?,clinical,blind,teat inj,pstmilking,mixed inf_series,dupmissing,IMI_series,hygiene_scorer_1,hygiene_1,hygiene_scorer_2,hygiene_2,cc 1,cc 2,cc 3,scc,contam,contam_comment,Dup_A_CFU_count,Dup_B_CFU_count,More_than_2_org_present
1.2.2020,first,Butterworks,17,Nazareth,RF,CNS,yes2,,,,,,,2,BW024,Staphylococcus haemolyticus,,,,,,,,,,,,,,,no,,yes,j,1,c,1,,,,260000,,,1,6,
1.2.2020,first,Butterworks,18,Marjoram,LH,Strep,other12,,,,,,,12,BW025,Aerococcus viridans,no_SSLO,,,,,,,,,,,,,,,,no,j,1,c,1,,,,27000,yes,CNS dominates,cont,comt,
1.2.2020,first,Butterworks,18,Marjoram,LF,Psychrobacter ,other12,Corynebac,other12,,,,,12,BW026,Psychrobacter species,yes_from_CNS_to_Psychrobacter ,BW069,Corynebacterium xerosis,,,,,,,,,,,,,,no,j,1,c,1,,,,34000,yes,CNS dominates,cont,cont,
1.2.2020,first,Butterworks,18,Marjoram,RH,CNS,yes2,,,,,,,2,BW027,Staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,1,c,1,,,,130000,,,TNTC,TNTC,
1.2.2020,first,Butterworks,18,Marjoram,RF,CNS,other12,,,,,,,12,BW028,Staphylococcus devriesei,,,,,,,,,,,,,,,,,no,j,1,c,1,,,,32000,,,cont,cont,
1.2.2020,first,Butterworks,19,Manzana,LH,CNS,yes2,,,,,,,2,BW029,Staphylococcus species,,,,,,,,,,,,,,,no,,yes,j,2,c,3,,,,210000,,,TNTC,TNTC,
1.2.2020,first,Butterworks,19,Manzana,LF,SA,yes2,,,,,,,2,BW030,Staphylococcus aureus,,,,,,,,,,,,,,,no,,yes,j,2,c,3,,,,630000,,,TNTC,TNTC,
1.2.2020,first,Butterworks,19,Manzana,RH,CNS,yes2,,,,,,,2,BW031,Staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,2,c,3,,,,61000,,,TNTC,TNTC,
1.2.2020,first,Butterworks,19,Manzana,RF,CNS,yes2,,,,,,,2,BW032,Staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,2,c,3,,,,43000,,,TNTC,TNTC,
1.2.2020,first,Butterworks,20,Love,LH,Corynebac,yes2,,,,,,,2,BW033,Corynebacterium species,,,,,,,,,,,,,,,,,yes,j,2,c,2,,,,4000,,,4,3,
1.2.2020,first,Butterworks,20,Love,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,21000,,,,,
1.2.2020,first,Butterworks,20,Love,RH,Corynebac,other26,Corynebac,other26,,,,,26,BW034,NO ID,yes_nochange,BW068,Corynebacterium xerosis,,,,,,,,,,,,,,no,j,2,c,2,,,,13000,,,1,1,
1.2.2020,first,Butterworks,20,Love,RF,CNS,yes2,,,,,,,2,BW035,Staphylococcus haemolyticus,,,,,,,,,,,,,,,,,yes,j,2,c,2,,,,3000,,,3,3,
1.2.2020,first,Butterworks,21,Mandolin,LH,CNS,yes2,,,,,,,2,BW036,Staphylococcus gallinarum,,,,,,,,,,,,,,,no,,yes,j,1,c,1,,,,240000,,,1,1,
1.2.2020,first,Butterworks,21,Mandolin,LF,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,49000,,,,,
1.2.2020,first,Butterworks,21,Mandolin,RH,Corynebac,yes2,,,,,,,2,BW037,Corynebacterium glutamicum,,,,,,,,,,,,,,,no,,yes,j,1,c,1,,,,29000,,,TNTC,TNTC,
1.2.2020,first,Butterworks,21,Mandolin,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,16000,,,,,
1.2.2020,first,Butterworks,22,Avocado,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,2000,,,,,
1.2.2020,first,Butterworks,22,Avocado,LF,CNS,yes2,,,,,,,2,BW038,Staphylococcus warneri,,,,,,,,,,,,,,,no,,yes,j,1,c,1,,,,61000,,,8,14,
1.2.2020,first,Butterworks,22,Avocado,RH,CNS,yes2,,,,,,,2,BW039,Staphylococcus warneri,,,,,,,,,,,,,,,no,,yes,j,1,c,1,,,,78000,,,8,25,
1.2.2020,first,Butterworks,22,Avocado,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,5000,,,,,
1.2.2020,first,Butterworks,23,Jolene,LH,Strep,yes29,,,,,,,29,BW040,Aerococcus species,no_SSLO,,,,,,,,,,,,,,no,,yes,j,1,c,2,,,,41000,,,2,5,yes
1.2.2020,first,Butterworks,23,Jolene,LF,Strep,yes1,CNS,no5,,,,,1,BW041,Aerococcus viridans,no_SSLO,BW042,Staphylococcus hominis ,,,,,,,,,,,,no,,yes,j,1,c,2,,,,44000,,,,,yes
1.2.2020,first,Butterworks,23,Jolene,RH,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,j,1,c,2,,,,42000,,,,,
1.2.2020,first,Butterworks,23,Jolene,RF,CNS,yes2,,,,,,,2,BW043,Staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,1,c,2,,,,180000,,,TNTC,TNTC,
1.2.2020,first,Butterworks,24,Nellie,LH,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,j,2,c,3,,,,110000,yes,,,,
1.2.2020,first,Butterworks,24,Nellie,LF,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,j,2,c,3,,,,9000,,,,,
1.2.2020,first,Butterworks,24,Nellie,RH,CNS,yes2,,,,,,,2,BW044,Staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,2,c,3,,,,160000,,,20,10,
1.2.2020,first,Butterworks,24,Nellie,RF,Strep,yes2,,,,,,,2,BW045,Streptococcus uberis,,,,,,,,,,,,,,,no,,yes,j,2,c,3,,,,7800000,,,TNTC,TNTC,
1.2.2020,first,Butterworks,25,Melissa,LH,CNS,yes2,,,,,,,2,BW067,Staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,1,c,2,,,,310000,,,30,21,
1.2.2020,first,Butterworks,25,Melissa,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,2,,,,9000,,,,,
1.2.2020,first,Butterworks,25,Melissa,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,2,,,,3000,,,,,
1.2.2020,first,Butterworks,25,Melissa,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,2,,,,0,,,,,
1.2.2020,first,Butterworks,26,Petunia,LH,CNS,yes2,,,,,,,2,BW046,Staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,3,c,3,,,,83000,,,30,50,
1.2.2020,first,Butterworks,26,Petunia,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,3,,,,7000,,,,,
1.2.2020,first,Butterworks,26,Petunia,RH,Strep,yes2,,,,,,,2,BW047,Streptococcus uberis,,,,,,,,,,,,,,,no,,yes,j,3,c,3,,,,3000000,,,TNTC,TNTC,
1.2.2020,first,Butterworks,26,Petunia,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,3,,,,58000,,,,,
1.2.2020,first,Butterworks,27,Crescent,LH,CNS,yes2,,,,,,,2,BW048,Staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,2,c,2,,,,470000,,,TNTC,TNTC,
1.2.2020,first,Butterworks,27,Crescent,LF,CNS,yes2,,,,,,,2,BW049,Staphylococcus devriesei,,,,,,,,,,,,,,,no,,yes,j,2,c,2,,,,74000,,,TNTC,TNTC,
1.2.2020,first,Butterworks,27,Crescent,RH,CNS,yes2,,,,,,,2,BW050,Staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,2,c,2,,,,170000,,,TNTC,TNTC,
1.2.2020,first,Butterworks,27,Crescent,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,39000,,,,,
1.2.2020,first,Butterworks,28,Peace,LH,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,j,1,c,2,,,,9000,yes,,,,
1.2.2020,first,Butterworks,28,Peace,LF,SA,yes2,,,,,,,2,BW051,Staphylococcus aureus,,,,,,,,,,,,,,,no,,yes,j,1,c,2,,,,350000,,,TNTC,TNTC,
1.2.2020,first,Butterworks,28,Peace,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,2,,,,14000,,,,,
1.2.2020,first,Butterworks,28,Peace,RF,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,j,1,c,2,,,,7000,yes,minor,,,
1.2.2020,first,Butterworks,29,Bon,LH,Strep,yes27,CNS,yes27,,,,,27,BW054,Aerococcus viridans,no_SSLO,BW055,Staphylococcus equorum,,,,,,,,,,,,yes,,yes,j,2,c,2,,,,5000,,,,,yes
1.2.2020,first,Butterworks,29,Bon,LF,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,10000,,,,,
1.2.2020,first,Butterworks,29,Bon,RH,Yeast,yes2,,,,,,,2,BW052,Candida rugosa,,,,,,,,,,,,,,,no,,yes,j,2,c,2,,,,140000,,,3,7,
1.2.2020,first,Butterworks,29,Bon,RF,CNS,yes2,,,,,,,2,BW053,Staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,2,c,2,,,,310000,,,50,50,
1.2.2020,first,Butterworks,30,AppleCore,LH,SA,yes2,,,,,,,2,BW056,Staphylococcus aureus,,,,,,,,,,,,,,,no,,yes,j,1,c,1,,,,8900000,,,4,9,
1.2.2020,first,Butterworks,30,AppleCore,LF,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,j,1,c,1,,,,200000,,,,,
1.2.2020,first,Butterworks,30,AppleCore,RH,SA,yes2,,,,,,,2,BW057,Staphylococcus aureus,,,,,,,,,,,,,,,no,,yes,j,1,c,1,,,,320000,,,30,30,
1.2.2020,first,Butterworks,30,AppleCore,RF,SA,yes2,,,,,,,2,BW058,Staphylococcus aureus,,,,,,,,,,,,,,,no,,yes,j,1,c,1,,,,3800000,,,50,50,
1.2.2020,first,Butterworks,31,Chipotle,LH,CNS,yes2,,,,,,,2,BW059,Staphylococcus species,,,,,,,,,,,,,,,no,,yes,j,2,c,2,,,,280000,,,50,16,
1.2.2020,first,Butterworks,31,Chipotle,LF,CNS,yes2,,,,,,,2,BW060,Staphylococcus species,,,,,,,,,,,,,,,no,,yes,j,2,c,2,,,,160000,,,50,50,
1.2.2020,first,Butterworks,31,Chipotle,RH,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,79000,yes,,,,
1.2.2020,first,Butterworks,31,Chipotle,RF,CNS,yes2,,,,,,,2,BW061,Staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,2,c,2,,,,120000,,,50,30,
1.2.2020,first,Butterworks,32,Lilac,LH,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,13000,,,,,
1.2.2020,first,Butterworks,32,Lilac,LF,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,25000,,,,,
1.2.2020,first,Butterworks,32,Lilac,RH,SA,yes2,,,,,,,2,BW062,Staphylococcus aureus,,,,,,,,,,,,,,,no,,yes,j,2,c,2,,,,3700000,,,30,50,
1.2.2020,first,Butterworks,32,Lilac,RF,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,j,2,c,2,,,,90000,,,,,
1.2.2020,first,Butterworks,33,Plantain,LH,CNS,yes2,,,,,,,2,BW063,Staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,1,c,2,,,,89000,,,30,10,
1.2.2020,first,Butterworks,33,Plantain,LF,SA,yes2,,,,,,,2,BW064,Staphylococcus aureus,,,,,,,,,,,,,,,no,,yes,j,1,c,2,,,,470000,,,TNTC,,
1.2.2020,first,Butterworks,33,Plantain,RH,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,j,1,c,2,,,,11000,yes,,,,
1.2.2020,first,Butterworks,33,Plantain,RF,Strep,yes27,Corynebac,yes27,,,,,27,BW065,Streptococcus uberis,,BW066,Corynebacterium species,,,,,,,,,,,,yes,,yes,j,1,c,2,,,,930000,,,,,yes
2.4.2020,second,Butterworks,1,Masala,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,2,c,1,,,,40000,,,,,
2.4.2020,second,Butterworks,1,Masala,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,2,c,1,,,,40000,,,,,
2.4.2020,second,Butterworks,1,Masala,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,2,c,1,,,,33000,,,,,
2.4.2020,second,Butterworks,1,Masala,RF,CNS,yes1,,,,,,,1,BW071,Staphylococcus haemolyticus,,,,,,,,,,,,,,,no,,yes,t,2,c,1,,,,67000,,,4,7,
2.4.2020,second,Butterworks,2,Strawberry,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,2,c,1,,,,13000,,,,,
2.4.2020,second,Butterworks,2,Strawberry,LF,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,t,2,c,1,,,,9000,,,,,
2.4.2020,second,Butterworks,2,Strawberry,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,2,c,1,,,,11000,,,,,
2.4.2020,second,Butterworks,2,Strawberry,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,2,c,1,,,,9000,,,,,
2.4.2020,second,Butterworks,3,Muffin,LH,CNS,yes2,,,,,,,2,BW072,Staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,t,3,c,2,,,,400000,,,56,26,
2.4.2020,second,Butterworks,3,Muffin,LF,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,t,3,c,2,,,,11000,,,,,
2.4.2020,second,Butterworks,3,Muffin,RH,CNS,yes2,,,,,,,2,BW073,Staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,t,3,c,2,,,,280000,,,56,73,
2.4.2020,second,Butterworks,3,Muffin,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,3,c,2,,,,7000,,,,,
2.4.2020,second,Butterworks,4,Mango,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,3,c,2,,,,4000,,,,,
2.4.2020,second,Butterworks,4,Mango,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,3,c,2,,,,6000,,,,,
2.4.2020,second,Butterworks,4,Mango,RH,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,t,3,c,2,,,,4000,,,,,
2.4.2020,second,Butterworks,4,Mango,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,3,c,2,,,,5000,,,,,
2.4.2020,second,Butterworks,5,Pomme,LH,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,t,2,c,2,,,,6000,,,,,
2.4.2020,second,Butterworks,5,Pomme,LF,CNS,yes1,,,,,,,1,BW074,Staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,t,2,c,2,,,,40000,,,29,36,
2.4.2020,second,Butterworks,5,Pomme,RH,Strep,yes27,CNS,yes27,,,,,27,BW075,NO ID,yes_nochange,BW076,Staphylococcus haemolyticus,,,,,,,,,,,,yes,,yes,t,2,c,2,,,,230000,,,,,yes
2.4.2020,second,Butterworks,5,Pomme,RF,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,t,2,c,2,,,,11000,,,,,
2.4.2020,second,Butterworks,6,Noel,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,1,c,1,,,,5000,,,,,
2.4.2020,second,Butterworks,6,Noel,LF,CNS,yes2,,,,,,,2,BW077,Staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,t,1,c,1,,,,61000,,,TNTC,TNTC,
2.4.2020,second,Butterworks,6,Noel,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,1,c,1,,,,6000,,,,,
2.4.2020,second,Butterworks,6,Noel,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,1,c,1,,,,7000,,,,,
2.4.2020,second,Butterworks,7,Pearl,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,4,c,3,,,,45000,,,,,
2.4.2020,second,Butterworks,7,Pearl,LF,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,t,4,c,3,,,,43000,,,,,
2.4.2020,second,Butterworks,7,Pearl,RH,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,t,4,c,3,,,,36000,,,,,
2.4.2020,second,Butterworks,7,Pearl,RF,CNS,yes2,,,,,,,2,BW078,Staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,t,4,c,3,,,,86000,,,25,28,
2.4.2020,second,Butterworks,8,Happiness,LH,,,,,,,,,16,,,,,,,,,,,,,,yes,,,,,,t,1,c,1,,,,Not analyzed,,,,,
2.4.2020,second,Butterworks,8,Happiness,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,1,c,1,,,,12000,,,,,
2.4.2020,second,Butterworks,8,Happiness,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,1,c,1,,,,21000,,,,,
2.4.2020,second,Butterworks,8,Happiness,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,1,c,1,,,,14000,,,,,
2.4.2020,second,Butterworks,9,WildCucumber,LH,CNS,yes21,,,,,,,21,BW079,Staphylococcus devriesei,,,,,,,,,,,,,,,no,,yes,t,1,c,1,,,,13000,,,2,3,
2.4.2020,second,Butterworks,9,WildCucumber,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,1,c,1,,,,23000,,,,,
2.4.2020,second,Butterworks,9,WildCucumber,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,1,c,1,,,,15000,,,,,
2.4.2020,second,Butterworks,9,WildCucumber,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,1,c,1,,,,21000,,,,,
2.4.2020,second,Butterworks,10,Blackberry,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,2,c,1,,,,28000,,,,,
2.4.2020,second,Butterworks,10,Blackberry,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,2,c,1,,,,28000,,,,,
2.4.2020,second,Butterworks,10,Blackberry,RH,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,t,2,c,1,,,,42000,,,,,
2.4.2020,second,Butterworks,10,Blackberry,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,2,c,1,,,,24000,,,,,
2.4.2020,second,Butterworks,11,Rhubarb,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,3,c,2,,,,3000,,,,,
2.4.2020,second,Butterworks,11,Rhubarb,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,3,c,2,,,,5000,,,,,
2.4.2020,second,Butterworks,11,Rhubarb,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,3,c,2,,,,5000,,,,,
2.4.2020,second,Butterworks,11,Rhubarb,RF,CNS,yes2,,,,,,,2,BW080,Staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,t,3,c,2,,,,72000,,,14,20,
2.4.2020,second,Butterworks,12,Snowball,LH,Strep,yes2,,,,,,,2,BW081,Streptococcus uberis,,,,,,,,,,,,,,,no,,yes,t,1,c,1,,,,110000,,,8,4,
2.4.2020,second,Butterworks,12,Snowball,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,1,c,1,,,,44000,,,,,
2.4.2020,second,Butterworks,12,Snowball,RH,CNS,yes2,CNS,other18,,,,,2,BW082,Staphylococcus simulans,,BW083,Staphylococcus simulans,,,,,,,,,,,,tbd,,yes,t,1,c,1,,,,480000,,,7,14,
2.4.2020,second,Butterworks,12,Snowball,RF,CNS,yes2,,,,,,,2,BW070,Staphylococcus simulans,,,,,,,,,,,,,,,no,,yes,t,1,c,1,,,,130000,,,20,31,
2.4.2020,second,Butterworks,13,Nebula,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,2,c,1,,,,38000,,,,,
2.4.2020,second,Butterworks,13,Nebula,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,2,c,1,,,,42000,,,,,
2.4.2020,second,Butterworks,13,Nebula,RH,CNS,yes2,,,,,,,2,BW084,Staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,t,2,c,1,,,,460000,,,9,6,
2.4.2020,second,Butterworks,13,Nebula,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,2,c,1,,,,130000,,,,,
2.4.2020,second,Butterworks,14,Joy,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,2,c,1,,,,12000,,,,,
2.4.2020,second,Butterworks,14,Joy,LF,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,t,2,c,1,,,,6000,,,,,
2.4.2020,second,Butterworks,14,Joy,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,2,c,1,,,,460000,,,,,
2.4.2020,second,Butterworks,14,Joy,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,2,c,1,,,,19000,,,,,
2.4.2020,second,Butterworks,15,Mustard,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,3,c,2,,,,15000,,,,,
2.4.2020,second,Butterworks,15,Mustard,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,3,c,2,,,,23000,,,,,
2.4.2020,second,Butterworks,15,Mustard,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,3,c,2,,,,17000,,,,,
2.4.2020,second,Butterworks,15,Mustard,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,3,c,2,,,,39000,,,,,
2.4.2020,second,Butterworks,16,Hawthorn,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,2,c,2,,,,39000,,,,,
2.4.2020,second,Butterworks,16,Hawthorn,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,2,c,2,,,,33000,,,,,
2.4.2020,second,Butterworks,16,Hawthorn,RH,CNS,yes2,,,,,,,2,BW085,Staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,t,2,c,2,,,,120000,,,5,2,
2.4.2020,second,Butterworks,16,Hawthorn,RF,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,t,2,c,2,,,,35000,,,,,
2.4.2020,second,Butterworks,17,Nona,LH,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,t,3,c,2,,,,69000,,,,,
2.4.2020,second,Butterworks,17,Nona,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,3,c,2,,,,24000,,,,,
2.4.2020,second,Butterworks,17,Nona,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,3,c,2,,,,43000,,,,,
2.4.2020,second,Butterworks,17,Nona,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,3,c,2,,,,24000,,,,,
2.4.2020,second,Butterworks,18,Marjoram,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,2,c,1,,,,18000,,,,,
2.4.2020,second,Butterworks,18,Marjoram,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,2,c,1,,,,24000,,,,,
2.4.2020,second,Butterworks,18,Marjoram,RH,CNS,yes2,,,,,,,2,BW086,Staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,t,2,c,1,,,,240000,,,33,29,
2.4.2020,second,Butterworks,18,Marjoram,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,2,c,1,,,,22000,,,,,
2.4.2020,second,Butterworks,19,Nazareth,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,2,c,1,,,,300000,,,,,
2.4.2020,second,Butterworks,19,Nazareth,LF,CNS,yes2,,,,,,,2,BW087,Staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,t,2,c,1,,,,240000,,,21,13,
2.4.2020,second,Butterworks,19,Nazareth,RH,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,t,2,c,1,,,,95000,,,,,
2.4.2020,second,Butterworks,19,Nazareth,RF,CNS,yes2,,,,,,,2,BW088,Staphylococcus haemolyticus,,,,,,,,,,,,,,,no,,yes,t,2,c,1,,,,440000,,,TNTC,50,
2.4.2020,second,Butterworks,20,Manzana,LH,CNS,yes2,,,,,,,2,BW089,Staphylococcus species,,,,,,,,,,,,,,,no,,yes,t,3,c,3,,,,470000,,,TNTC,TNTC,
2.4.2020,second,Butterworks,20,Manzana,LF,SA,yes2,,,,,,,2,BW090,Staphylococcus aureus,,,,,,,,,,,,,,,no,,yes,t,3,c,3,,,,610000,,,TNTC,40,
2.4.2020,second,Butterworks,20,Manzana,RH,CNS,yes2,,,,,,,2,BW091,Staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,t,3,c,3,,,,51000,,,35,50,
2.4.2020,second,Butterworks,20,Manzana,RF,CNS,yes2,,,,,,,2,BW092,Staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,t,3,c,3,,,,65000,,,TNTC,50,
2.4.2020,second,Butterworks,21,Avocado,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,2,c,2,,,,4000,,,,,
2.4.2020,second,Butterworks,21,Avocado,LF,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,t,2,c,2,,,,200000,,,,,
2.4.2020,second,Butterworks,21,Avocado,RH,CNS,yes2,,,,,,,2,BW093,Staphylococcus warneri,,,,,,,,,,,,,,,no,,yes,t,2,c,2,,,,1300000,,,12,8,
2.4.2020,second,Butterworks,21,Avocado,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,2,c,2,,,,27000,,,,,
2.4.2020,second,Butterworks,22,Aurora,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,1,c,1,,,,4000,,,,,
2.4.2020,second,Butterworks,22,Aurora,LF,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,t,1,c,1,,,,4000000,,,,,
2.4.2020,second,Butterworks,22,Aurora,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,1,c,1,,,,84000,,,,,
2.4.2020,second,Butterworks,22,Aurora,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,1,c,1,,,,19000,,,,,
2.4.2020,second,Butterworks,23,Love,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,2,c,2,,,,0,,,,,
2.4.2020,second,Butterworks,23,Love,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,2,c,2,,,,6000,,,,,
2.4.2020,second,Butterworks,23,Love,RH,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,t,2,c,2,,,,3000,,,,,
2.4.2020,second,Butterworks,23,Love,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,2,c,2,,,,4000,,,,,
2.4.2020,second,Butterworks,24,Nellie,LH,CNS,yes2,,,,,,,2,BW094,Staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,t,1,c,1,,,,240000,,,30,15,
2.4.2020,second,Butterworks,24,Nellie,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,1,c,1,,,,9000,,,,,
2.4.2020,second,Butterworks,24,Nellie,RH,CNS,yes29,,,,,,,29,BW097,Staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,t,1,c,1,,,,740000,,,20,40,yes
