cow_id_quarter,first_date,first_visit,first_farm,first_order,first_path_1,first_path1_IMI,first_path_2,first_path2_IMI,first_path_3,first_path3_IMI,first_path_4,first_path4_IMI,first_quarter_code,first_isolate_1,first_isolate_2,first_isolate_3,first_isolate_4,first_clinical,first_blind,first_teatinj,first_pstmilking,first_mixed_inf_series,first_dup_not_collected,first_IMI_series,first_hygiene_1,first_hygiene_2,first_cc_1,first_cc_2,first_cc_3,first_scc,first_scc_200k,first_contam,first_contam_comment,first_uniqueID,second_date,second_visit,second_farm,second_order,second_path_1,second_path1_IMI,second_path_2,second_path2_IMI,second_path_3,second_path3_IMI,second_path_4,second_path4_IMI,second_quarter_code,second_isolate_1,second_isolate_2,second_isolate_3,second_isolate_4,second_clinical,second_blind,second_teatinj,second_pstmilking,second_mixed_inf_series,second_dup_not_collected,second_IMI_series,second_hygiene_1,second_hygiene_2,second_cc_1,second_cc_2,second_cc_3,second_scc,second_scc_200k,second_contam,second_contam_comment,second_uniqueID,third_date,third_visit,third_farm,third_order,third_path_1,third_path1_IMI,third_path_2,third_path2_IMI,third_path_3,third_path3_IMI,third_path_4,third_path4_IMI,third_quarter_code,third_isolate_1,third_isolate_2,third_isolate_3,third_isolate_4,third_clinical,third_blind,third_teatinj,third_pstmilking,third_mixed_inf_series,third_dup_not_collected,third_IMI_series,third_hygiene_1,third_hygiene_2,third_cc_1,third_cc_2,third_cc_3,third_scc,third_scc_200k,third_contam,third_contam_comment,third_uniqueID,fourth_date,fourth_visit,fourth_farm,fourth_order,fourth_path_1,fourth_path1_IMI,fourth_path_2,fourth_path2_IMI,fourth_path_3,fourth_path3_IMI,fourth_path_4,fourth_path4_IMI,fourth_quarter_code,fourth_isolate_1,fourth_isolate_2,fourth_isolate_3,fourth_isolate_4,fourth_clinical,fourth_blind,fourth_teatinj,fourth_pstmilking,fourth_mixed_inf_series,fourth_dup_not_collected,fourth_IMI_series,fourth_hygiene_1,fourth_hygiene_2,fourth_cc_1,fourth_cc_2,fourth_cc_3,fourth_scc,fourth_scc_200k,fourth_contam,fourth_contam_comment,fourth_uniqueID
racer_OughtaBe_LH,1.3.2020,first,OughtaBe,11,cns,yes2,,,,,,,2,OB014,,,,,,,,no,,yes,NA,NA,NA,NA,NA,370000,yes,,,racer_OughtaBe_LH,2.14.2020,second,OughtaBe,13,cns,yes2,,,,,,,2,OB069,,,,,,,,no,,yes,NA,NA,NA,NA,NA,630000,yes,,,racer_OughtaBe_LH,3.12.2020,third,OughtaBe,13,cns,yes2,,,,,,,2,OB129,,,,,,,,no,,yes,NA,NA,NA,NA,NA,250000,yes,,,racer_OughtaBe_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,racer_OughtaBe_LH_fourth
honey_OughtaBe_RF,1.3.2020,first,OughtaBe,31,sa,yes2,,,,,,,2,OB040,,,,,,,,no,,yes,NA,NA,NA,NA,NA,380000,yes,,,honey_OughtaBe_RF,2.14.2020,second,OughtaBe,29,sa,yes2,,,,,,,2,OB096,,,,,,,,no,,yes,NA,NA,NA,NA,NA,360000,yes,,,honey_OughtaBe_RF,3.12.2020,third,OughtaBe,29,sa,yes2,sa,other18,,,,,2,OB156,OB157,,,,,,,no,,yes,NA,NA,NA,NA,NA,97000,no,,,honey_OughtaBe_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,honey_OughtaBe_RF_fourth
jersey_OughtaBe_LF,1.3.2020,first,OughtaBe,15,sa,yes2,,,,,,,2,OB019,,,,,,,,no,,yes,NA,NA,NA,NA,NA,610000,yes,,,jersey_OughtaBe_LF,2.14.2020,second,OughtaBe,16,sa,yes2,,,,,,,2,OB074,,,,,,,,no,,yes,NA,NA,NA,NA,NA,670000,yes,,,jersey_OughtaBe_LF,3.12.2020,third,OughtaBe,8,sa,yes2,,,,,,,2,OB121,,,,,,,,no,,yes,NA,NA,NA,NA,NA,84000,no,,,jersey_OughtaBe_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jersey_OughtaBe_LF_fourth
farrah363_Paddlebridge_LF,1.17.2020,first,Paddlebridge,32,cns,yes2,,,,,,,2,PB026,,,,,,,,no,,yes,NA,NA,NA,NA,NA,73000,no,,,farrah363_Paddlebridge_LF,2.21.2020,second,Paddlebridge,35,cns,yes2,,,,,,,2,PB060,,,,,,,,no,,yes,NA,NA,NA,NA,NA,47000,no,,,farrah363_Paddlebridge_LF,3.20.2020,third,Paddlebridge,34,cns,yes2,,,,,,,2,PB100,,,,,,,,no,,yes,NA,NA,NA,NA,NA,540000,yes,,,farrah363_Paddlebridge_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,farrah363_Paddlebridge_LF_fourth
farrent31_Paddlebridge_RH,1.17.2020,first,Paddlebridge,19,cns,yes2,,,,,,,2,PB014,,,,,,,,no,,yes,NA,NA,NA,NA,NA,36000,no,,,farrent31_Paddlebridge_RH,2.21.2020,second,Paddlebridge,9,cns,yes2,,,,,,,2,PB031,,,,,,,,no,,yes,NA,NA,NA,NA,NA,50000,no,,,farrent31_Paddlebridge_RH,3.20.2020,third,Paddlebridge,15,cns,yes2,,,,,,,2,PB072,,,,,,,,no,,yes,NA,NA,NA,NA,NA,28000,no,,,farrent31_Paddlebridge_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,farrent31_Paddlebridge_RH_fourth
fitzi31_Paddlebridge_RF,1.17.2020,first,Paddlebridge,12,cns,yes2,,,,,,,2,PB005,,,,,,,,no,,yes,NA,NA,NA,NA,NA,56000,no,,,fitzi31_Paddlebridge_RF,2.21.2020,second,Paddlebridge,12,cns,yes2,,,,,,,2,PB033,,,,,,,,no,,yes,NA,NA,NA,NA,NA,46000,no,,,fitzi31_Paddlebridge_RF,3.20.2020,third,Paddlebridge,16,cns,yes2,,,,,,,2,PB074,,,,,,,,no,,yes,NA,NA,NA,NA,NA,58000,no,,,fitzi31_Paddlebridge_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fitzi31_Paddlebridge_RF_fourth
gift379_Paddlebridge_LF,1.17.2020,first,Paddlebridge,30,cns,yes2,,,,,,,2,PB023,,,,,,,,no,,yes,NA,NA,NA,NA,NA,210000,yes,,,gift379_Paddlebridge_LF,2.21.2020,second,Paddlebridge,28,cns,yes1,,,,,,,1,PB054,,,,,,,,no,,yes,NA,NA,NA,NA,NA,150000,no,,,gift379_Paddlebridge_LF,3.20.2020,third,Paddlebridge,28,cns,yes2,,,,,,,2,PB091,,,,,,,,no,,yes,NA,NA,NA,NA,NA,130000,no,,,gift379_Paddlebridge_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gift379_Paddlebridge_LF_fourth
gift379_Paddlebridge_RF,1.17.2020,first,Paddlebridge,30,cns,yes2,,,,,,,2,PB024,,,,,,,,no,,yes,NA,NA,NA,NA,NA,190000,no,,,gift379_Paddlebridge_RF,2.21.2020,second,Paddlebridge,28,cns,yes2,,,,,,,2,PB055,,,,,,,,no,,yes,NA,NA,NA,NA,NA,180000,no,,,gift379_Paddlebridge_RF,3.20.2020,third,Paddlebridge,28,cns,yes1,,,,,,,1,PB092,,,,,,,,no,,yes,NA,NA,NA,NA,NA,180000,no,,,gift379_Paddlebridge_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gift379_Paddlebridge_RF_fourth
kyra35_Paddlebridge_RH,1.17.2020,first,Paddlebridge,8,cns,yes2,cns,other18,,,,,2,PB002,PB003,,,,,,,tbd,,yes,NA,NA,NA,NA,NA,210000,yes,,,kyra35_Paddlebridge_RH,2.21.2020,second,Paddlebridge,10,cns,yes2,,,,,,,2,PB032,,,,,,,,no,,yes,NA,NA,NA,NA,NA,79000,no,,,kyra35_Paddlebridge_RH,3.20.2020,third,Paddlebridge,14,cns,yes2,,,,,,,2,PB070,,,,,,,,no,,yes,NA,NA,NA,NA,NA,72000,no,,,kyra35_Paddlebridge_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kyra35_Paddlebridge_RH_fourth
saige313_Paddlebridge_LF,1.17.2020,first,Paddlebridge,27,cns,yes2,,,,,,,2,PB019,,,,,,,,no,,yes,NA,NA,NA,NA,NA,570000,yes,,,saige313_Paddlebridge_LF,2.21.2020,second,Paddlebridge,33,cns,yes2,,,,,,,2,PB056,,,,,,,,no,,yes,NA,NA,NA,NA,NA,480000,yes,,,saige313_Paddlebridge_LF,3.20.2020,third,Paddlebridge,33,cns,yes2,,,,,,,2,PB098,,,,,,,,no,,yes,NA,NA,NA,NA,NA,320000,yes,,,saige313_Paddlebridge_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,saige313_Paddlebridge_LF_fourth
saige313_Paddlebridge_RH,1.17.2020,first,Paddlebridge,27,cns,yes2,,,,,,,2,PB020,,,,,,,,no,,yes,NA,NA,NA,NA,NA,3000000,yes,,,saige313_Paddlebridge_RH,2.21.2020,second,Paddlebridge,33,cns,yes2,,,,,,,2,PB057,,,,,,,,no,,yes,NA,NA,NA,NA,NA,530000,yes,,,saige313_Paddlebridge_RH,3.20.2020,third,Paddlebridge,33,cns,yes2,,,,,,,2,PB099,,,,,,,,no,,yes,NA,NA,NA,NA,NA,250000,yes,,,saige313_Paddlebridge_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,saige313_Paddlebridge_RH_fourth
sapphire338_Paddlebridge_RH,1.17.2020,first,Paddlebridge,28,cns,yes2,,,,,,,2,PB021,,,,,,,,no,,yes,NA,NA,NA,NA,NA,260000,yes,,,sapphire338_Paddlebridge_RH,2.21.2020,second,Paddlebridge,24,cns,yes2,,,,,,,2,PB047,,,,,,,,no,,yes,NA,NA,NA,NA,NA,81000,no,,,sapphire338_Paddlebridge_RH,3.20.2020,third,Paddlebridge,21,cns,yes2,,,,,,,2,PB076,,,,,,,,no,,yes,NA,NA,NA,NA,NA,140000,no,,,sapphire338_Paddlebridge_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sapphire338_Paddlebridge_RH_fourth
annabelle27_Paddlebridge_RF,1.17.2020,first,Paddlebridge,10,sa,yes2,,,,,,,2,PB004,,,,,,,,no,,yes,NA,NA,NA,NA,NA,230000,yes,,,annabelle27_Paddlebridge_RF,2.21.2020,second,Paddlebridge,5,sa,yes2,,,,,,,2,PB029,,,,,,,,no,,yes,NA,NA,NA,NA,NA,720000,yes,,,annabelle27_Paddlebridge_RF,3.20.2020,third,Paddlebridge,8,sa,yes2,,,,,,,2,PB068,,,,,,,,no,,yes,NA,NA,NA,NA,NA,1000000,yes,,,annabelle27_Paddlebridge_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,annabelle27_Paddlebridge_RF_fourth
ferrari28_Paddlebridge_RH,1.17.2020,first,Paddlebridge,13,strep,yes1,,,,,,,1,PB006,,,,,,,,no,,yes,NA,NA,NA,NA,NA,2900000,yes,,,ferrari28_Paddlebridge_RH,2.21.2020,second,Paddlebridge,15,strep,yes2,,,,,,,2,PB035,,,,,,,,no,,yes,NA,NA,NA,NA,NA,2800000,yes,,,ferrari28_Paddlebridge_RH,3.20.2020,third,Paddlebridge,17,strep,yes2,,,,,,,2,PB075,,,,,,,,no,,yes,NA,NA,NA,NA,NA,3100000,yes,,,ferrari28_Paddlebridge_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ferrari28_Paddlebridge_RH_fourth
likely30_Paddlebridge_RF,1.17.2020,first,Paddlebridge,17,strep,yes1,,,,,,,1,PB012,,,,,,,,no,,yes,NA,NA,NA,NA,NA,200000,yes,,,likely30_Paddlebridge_RF,2.21.2020,second,Paddlebridge,18,strep,yes1,,,,,,,1,PB040,,,,,,,,no,,yes,NA,NA,NA,NA,NA,78000,no,,,likely30_Paddlebridge_RF,3.20.2020,third,Paddlebridge,22,strep,yes2,,,,,,,2,PB081,,,,,,,,no,,yes,NA,NA,NA,NA,NA,61000,no,,,likely30_Paddlebridge_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,likely30_Paddlebridge_RF_fourth
ashley_StonyPond_LH,12.12.2019,first,StonyPond,12,cns,yes2,,,,,,,2,SP014,,,,,,,,no,,yes,NA,NA,NA,NA,NA,58000,no,,,ashley_StonyPond_LH,1.10.2020,second,StonyPond,22,cns,yes2,,,,,,,2,SP059,,,,,,,,no,,yes,NA,NA,NA,NA,NA,280000,yes,,,ashley_StonyPond_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ashley_StonyPond_LH_fourth
echo_StonyPond_LH,12.12.2019,first,StonyPond,5,cns,yes2,,,,,,,2,SP008,,,,,,,,no,,yes,NA,NA,NA,NA,NA,118000,no,,,echo_StonyPond_LH,1.10.2020,second,StonyPond,14,cns,yes2,,,,,,,2,SP045,,,,,,,,no,,yes,NA,NA,NA,NA,NA,260000,yes,,,echo_StonyPond_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,echo_StonyPond_LH_fourth
margo_StonyPond_LH,12.12.2019,first,StonyPond,3,cns,yes2,,,,,,,2,SP003,,,,,,,,no,,yes,NA,NA,NA,NA,NA,616000,yes,,,margo_StonyPond_LH,1.10.2020,second,StonyPond,8,cns,yes2,,,,,,,2,SP041,,,,,,,,,,yes,NA,NA,NA,NA,NA,770000,yes,,,margo_StonyPond_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,margo_StonyPond_LH_fourth
peaches_StonyPond_LH,12.12.2019,first,StonyPond,6,cns,yes2,,,,,,,2,SP011,,,,,,,,no,,yes,NA,NA,NA,NA,NA,192000,no,,,peaches_StonyPond_LH,1.10.2020,second,StonyPond,1,cns,yes2,,,,,,,2,SP033,,,,,,,,no,,yes,NA,NA,NA,NA,NA,240000,yes,,,peaches_StonyPond_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,peaches_StonyPond_LH_fourth
rashida_StonyPond_LH,12.12.2019,first,StonyPond,22,cns,yes2,,,,,,,2,SP026,,,,,,,,no,,yes,NA,NA,NA,NA,NA,310000,yes,,,rashida_StonyPond_LH,1.10.2020,second,StonyPond,20,cns,yes2,,,,,,,2,SP054,,,,,,,,no,,yes,NA,NA,NA,NA,NA,690000,yes,,,rashida_StonyPond_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rashida_StonyPond_LH_fourth
riley_StonyPond_RF,12.12.2019,first,StonyPond,7,cns,yes2,,,,,,,2,SP012,,,,,,,,no,,yes,NA,NA,NA,NA,NA,163000,no,,,riley_StonyPond_RF,1.10.2020,second,StonyPond,12,cns,yes2,,,,,,,2,SP044,,,,,,,,no,,yes,NA,NA,NA,NA,NA,250000,yes,,,riley_StonyPond_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,riley_StonyPond_RF_fourth
wynona_StonyPond_LF,12.12.2019,first,StonyPond,17,cns,yes2,,,,,,,2,SP019,,,,,,,,no,,yes,NA,NA,NA,NA,NA,168000,no,,,wynona_StonyPond_LF,1.10.2020,second,StonyPond,4,cns,yes2,,,,,,,2,SP039,,,,,,,,no,,yes,NA,NA,NA,NA,NA,230000,yes,,,wynona_StonyPond_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wynona_StonyPond_LF_fourth
wynona_StonyPond_LH,12.12.2019,first,StonyPond,17,cns,yes2,,,,,,,2,SP018,,,,,,,,no,,yes,NA,NA,NA,NA,NA,137000,no,,,wynona_StonyPond_LH,1.10.2020,second,StonyPond,4,cns,yes2,,,,,,,2,SP038,,,,,,,,no,,yes,NA,NA,NA,NA,NA,170000,no,,,wynona_StonyPond_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wynona_StonyPond_LH_fourth
cambric_Swallowdale_LH,12.13.2019,first,Swallowdale,8,cns,yes2,,,,,,,2,SW010,,,,,,,,no,,yes,NA,NA,NA,NA,NA,36000,no,,,cambric_Swallowdale_LH,1.22.2020,second,Swallowdale,14,cns,yes2,,,,,,,2,SW072,,,,,,,,no,,yes,NA,NA,NA,NA,NA,200000,yes,,,cambric_Swallowdale_LH,2.28.2020,third,Swallowdale,17,cns,yes2,,,,,,,2,SW108,,,,,,,,no,,yes,NA,NA,NA,NA,NA,76000,no,,,cambric_Swallowdale_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cambric_Swallowdale_LH_fourth
cassia_Swallowdale_LH,12.13.2019,first,Swallowdale,30,cns,yes2,,,,,,,2,SW048,,,,,,,,no,,yes,NA,NA,NA,NA,NA,51000,no,,,cassia_Swallowdale_LH,1.22.2020,second,Swallowdale,31,cns,yes2,,,,,,,2,SW085,,,,,,,,no,,yes,NA,NA,NA,NA,NA,220000,yes,,,cassia_Swallowdale_LH,2.28.2020,third,Swallowdale,34,cns,yes1,,,,,,,1,SW132,,,,,,,,no,,yes,NA,NA,NA,NA,NA,1000000,yes,,,cassia_Swallowdale_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cassia_Swallowdale_LH_fourth
cassia_Swallowdale_RH,12.13.2019,first,Swallowdale,30,cns,yes2,,,,,,,2,SW049,,,,,,,,no,,yes,NA,NA,NA,NA,NA,24000,no,,,cassia_Swallowdale_RH,1.22.2020,second,Swallowdale,31,cns,yes2,,,,,,,2,SW086,,,,,,,,no,,yes,NA,NA,NA,NA,NA,1300000,yes,,,cassia_Swallowdale_RH,2.28.2020,third,Swallowdale,34,cns,yes1,,,,,,,1,SW133,,,,,,,,no,,yes,NA,NA,NA,NA,NA,750000,yes,,,cassia_Swallowdale_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cassia_Swallowdale_RH_fourth
marshmellow_Swallowdale_RF,12.13.2019,first,Swallowdale,27,cns,yes2,,,,,,,2,SW046,,,,,,,,no,,yes,NA,NA,NA,NA,NA,98000,no,,,marshmellow_Swallowdale_RF,1.22.2020,second,Swallowdale,8,cns,yes2,,,,,,,2,SW069,,,,,,,,no,,yes,NA,NA,NA,NA,NA,150000,no,,,marshmellow_Swallowdale_RF,2.28.2020,third,Swallowdale,21,cns,yes2,,,,,,,2,SW118,,,,,,,,no,,yes,NA,NA,NA,NA,NA,270000,yes,,,marshmellow_Swallowdale_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,marshmellow_Swallowdale_RF_fourth
paige_Swallowdale_RH,12.13.2019,first,Swallowdale,11,cns,yes2,cns,other18,,,,,2,SW017,SW018,,,,,,,tbd,,yes,NA,NA,NA,NA,NA,55000,no,,,paige_Swallowdale_RH,1.22.2020,second,Swallowdale,7,cns,yes2,,,,,,,2,SW064,,,,,,,,no,,yes,NA,NA,NA,NA,NA,89000,no,,,paige_Swallowdale_RH,2.28.2020,third,Swallowdale,5,cns,yes2,,,,,,,2,SW096,,,,,,,,no,,yes,NA,NA,NA,NA,NA,120000,no,,,paige_Swallowdale_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,paige_Swallowdale_RH_fourth
pasta_Swallowdale_LF,12.13.2019,first,Swallowdale,21,cns,yes2,,,,,,,2,SW039,,,,,,,,no,,yes,NA,NA,NA,NA,NA,78000,no,,,pasta_Swallowdale_LF,1.22.2020,second,Swallowdale,20,cns,yes2,,,,,,,2,SW076,,,,,,,,no,,yes,NA,NA,NA,NA,NA,83000,no,,,pasta_Swallowdale_LF,2.28.2020,third,Swallowdale,4,cns,yes2,,,,,,,2,SW094,,,,,,,,no,,yes,NA,NA,NA,NA,NA,500000,yes,,,pasta_Swallowdale_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pasta_Swallowdale_LF_fourth
pledge_Swallowdale_RH,12.13.2019,first,Swallowdale,1,cns,yes2,,,,,,,2,SW003,,,,,,,,no,,yes,NA,NA,NA,NA,NA,59000,no,,,pledge_Swallowdale_RH,1.22.2020,second,Swallowdale,32,cns,yes2,,,,,,,2,SW088,,,,,,,,no,,yes,NA,NA,NA,NA,NA,84000,no,,,pledge_Swallowdale_RH,2.28.2020,third,Swallowdale,11,cns,yes2,,,,,,,2,SW102,,,,,,,,no,,yes,NA,NA,NA,NA,NA,180000,no,,,pledge_Swallowdale_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pledge_Swallowdale_RH_fourth
quantum_Swallowdale_LF,12.13.2019,first,Swallowdale,14,cns,yes2,,,,,,,2,SW026,,,,,,,,no,,yes,NA,NA,NA,NA,NA,15000,no,,,quantum_Swallowdale_LF,1.22.2020,second,Swallowdale,15,cns,yes2,,,,,,,2,SW074,,,,,,,,no,,yes,NA,NA,NA,NA,NA,52000,no,,,quantum_Swallowdale_LF,2.28.2020,third,Swallowdale,3,cns,yes2,,,,,,,2,SW093,,,,,,,yes,no,,yes,NA,NA,NA,NA,NA,480000,yes,,,quantum_Swallowdale_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quantum_Swallowdale_LF_fourth
ardetta_vonTrapp_RF,1.6.2020,first,vonTrapp,25,cns,yes2,,,,,,,2,VT027,,,,,,,,no,,yes,NA,NA,NA,NA,NA,60000,no,,,ardetta_vonTrapp_RF,2.12.2020,second,vonTrapp,24,cns,yes2,,,,,,,2,VT054,,,,,,,,no,,yes,NA,NA,NA,NA,NA,72000,no,,,ardetta_vonTrapp_RF,3.10.2020,third,vonTrapp,25,cns,yes2,,,,,,,2,VT094,,,,,,,,no,,yes,NA,NA,NA,NA,NA,200000,yes,,,ardetta_vonTrapp_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ardetta_vonTrapp_RF_fourth
