cow_id_quarter,first_date,first_visit,first_farm,first_order,first_path_1,first_path1_IMI,first_path_2,first_path2_IMI,first_path_3,first_path3_IMI,first_path_4,first_path4_IMI,first_quarter_code,first_isolate_1,first_isolate_2,first_isolate_3,first_isolate_4,first_clinical,first_blind,first_teatinj,first_pstmilking,first_mixed_inf_series,first_dup_not_collected,first_IMI_series,first_hygiene_1,first_hygiene_2,first_cc_1,first_cc_2,first_cc_3,first_scc,first_contam,first_contam_comment,first_uniqueID,second_date,second_visit,second_farm,second_order,second_path_1,second_path1_IMI,second_path_2,second_path2_IMI,second_path_3,second_path3_IMI,second_path_4,second_path4_IMI,second_quarter_code,second_isolate_1,second_isolate_2,second_isolate_3,second_isolate_4,second_clinical,second_blind,second_teatinj,second_pstmilking,second_mixed_inf_series,second_dup_not_collected,second_IMI_series,second_hygiene_1,second_hygiene_2,second_cc_1,second_cc_2,second_cc_3,second_scc,second_contam,second_contam_comment,second_uniqueID,third_date,third_visit,third_farm,third_order,third_path_1,third_path1_IMI,third_path_2,third_path2_IMI,third_path_3,third_path3_IMI,third_path_4,third_path4_IMI,third_quarter_code,third_isolate_1,third_isolate_2,third_isolate_3,third_isolate_4,third_clinical,third_blind,third_teatinj,third_pstmilking,third_mixed_inf_series,third_dup_not_collected,third_IMI_series,third_hygiene_1,third_hygiene_2,third_cc_1,third_cc_2,third_cc_3,third_scc,third_contam,third_contam_comment,third_uniqueID,fourth_date,fourth_visit,fourth_farm,fourth_order,fourth_path_1,fourth_path1_IMI,fourth_path_2,fourth_path2_IMI,fourth_path_3,fourth_path3_IMI,fourth_path_4,fourth_path4_IMI,fourth_quarter_code,fourth_isolate_1,fourth_isolate_2,fourth_isolate_3,fourth_isolate_4,fourth_clinical,fourth_blind,fourth_teatinj,fourth_pstmilking,fourth_mixed_inf_series,fourth_dup_not_collected,fourth_IMI_series,fourth_hygiene_1,fourth_hygiene_2,fourth_cc_1,fourth_cc_2,fourth_cc_3,fourth_scc,fourth_contam,fourth_contam_comment,fourth_uniqueID,first_scc_200k,second_scc_200k,third_scc_200k,fourth_scc_200k
whinnie_OughtaBe_LF,1.3.2020,first,OughtaBe,26,cns,no5,,,,,,,5,OB035,,,,,,,,,,no,NA,NA,NA,NA,NA,6000,,,whinnie_OughtaBe_LF,2.14.2020,second,OughtaBe,26,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,21000,,,whinnie_OughtaBe_LF,3.12.2020,third,OughtaBe,26,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,5000,,,whinnie_OughtaBe_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,whinnie_OughtaBe_LF_fourth,no,no,no,NA
bullet_OughtaBe_LF,1.3.2020,first,OughtaBe,27,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,bullet_OughtaBe_LF,2.14.2020,second,OughtaBe,30,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,bullet_OughtaBe_LF,3.12.2020,third,OughtaBe,27,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,bullet_OughtaBe_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bullet_OughtaBe_LF_fourth,no,no,no,NA
bullet_OughtaBe_RH,1.3.2020,first,OughtaBe,27,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,bullet_OughtaBe_RH,2.14.2020,second,OughtaBe,30,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,15000,,,bullet_OughtaBe_RH,3.12.2020,third,OughtaBe,27,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,bullet_OughtaBe_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bullet_OughtaBe_RH_fourth,no,no,no,NA
penny_OughtaBe_LH,1.3.2020,first,OughtaBe,29,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,6000,,,penny_OughtaBe_LH,2.14.2020,second,OughtaBe,32,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,penny_OughtaBe_LH,3.12.2020,third,OughtaBe,32,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,150000,,,penny_OughtaBe_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,penny_OughtaBe_LH_fourth,no,no,no,NA
honey_OughtaBe_LF,1.3.2020,first,OughtaBe,31,,,,,,,,,6,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,honey_OughtaBe_LF,2.14.2020,second,OughtaBe,29,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,26000,,,honey_OughtaBe_LF,3.12.2020,third,OughtaBe,29,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,11000,,,honey_OughtaBe_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,honey_OughtaBe_LF_fourth,no,no,no,NA
loha32_Paddlebridge_LH,1.17.2020,first,Paddlebridge,1,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,27000,,,loha32_Paddlebridge_LH,2.21.2020,second,Paddlebridge,7,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,loha32_Paddlebridge_LH,3.20.2020,third,Paddlebridge,4,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,6000,,,loha32_Paddlebridge_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,loha32_Paddlebridge_LH_fourth,no,no,no,NA
gronk22_Paddlebridge_RF,1.17.2020,first,Paddlebridge,7,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,14000,,,gronk22_Paddlebridge_RF,2.21.2020,second,Paddlebridge,4,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,11000,,,gronk22_Paddlebridge_RF,3.20.2020,third,Paddlebridge,7,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,7000,,,gronk22_Paddlebridge_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gronk22_Paddlebridge_RF_fourth,no,no,no,NA
kyra35_Paddlebridge_RF,1.17.2020,first,Paddlebridge,8,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,18000,,,kyra35_Paddlebridge_RF,2.21.2020,second,Paddlebridge,10,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,22000,,,kyra35_Paddlebridge_RF,3.20.2020,third,Paddlebridge,14,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,kyra35_Paddlebridge_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kyra35_Paddlebridge_RF_fourth,no,no,no,NA
annabelle27_Paddlebridge_RH,1.17.2020,first,Paddlebridge,10,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,19000,,,annabelle27_Paddlebridge_RH,2.21.2020,second,Paddlebridge,5,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,annabelle27_Paddlebridge_RH,3.20.2020,third,Paddlebridge,8,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,15000,,,annabelle27_Paddlebridge_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,annabelle27_Paddlebridge_RH_fourth,no,no,no,NA
octavia42_Paddlebridge_RF,1.17.2020,first,Paddlebridge,15,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,6000,,,octavia42_Paddlebridge_RF,2.21.2020,second,Paddlebridge,16,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,5000,,,octavia42_Paddlebridge_RF,3.20.2020,third,Paddlebridge,11,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,octavia42_Paddlebridge_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,octavia42_Paddlebridge_RF_fourth,no,no,no,NA
gif9_Paddlebridge_RF,1.17.2020,first,Paddlebridge,16,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,75000,,,gif9_Paddlebridge_RF,2.21.2020,second,Paddlebridge,14,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,gif9_Paddlebridge_RF,3.20.2020,third,Paddlebridge,18,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,5000,,,gif9_Paddlebridge_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gif9_Paddlebridge_RF_fourth,no,no,no,NA
gif9_Paddlebridge_RH,1.17.2020,first,Paddlebridge,16,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,62000,,,gif9_Paddlebridge_RH,2.21.2020,second,Paddlebridge,14,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,3000,,,gif9_Paddlebridge_RH,3.20.2020,third,Paddlebridge,18,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,gif9_Paddlebridge_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gif9_Paddlebridge_RH_fourth,no,no,no,NA
laura558_Paddlebridge_RH,1.17.2020,first,Paddlebridge,20,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,3000,,,laura558_Paddlebridge_RH,2.21.2020,second,Paddlebridge,17,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,laura558_Paddlebridge_RH,3.20.2020,third,Paddlebridge,12,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,laura558_Paddlebridge_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,laura558_Paddlebridge_RH_fourth,no,no,no,NA
swallow377_Paddlebridge_RH,1.17.2020,first,Paddlebridge,26,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,swallow377_Paddlebridge_RH,2.21.2020,second,Paddlebridge,29,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,12000,,,swallow377_Paddlebridge_RH,3.20.2020,third,Paddlebridge,29,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,23000,,,swallow377_Paddlebridge_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,swallow377_Paddlebridge_RH_fourth,no,no,no,NA
farrah363_Paddlebridge_RH,1.17.2020,first,Paddlebridge,32,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,120000,,,farrah363_Paddlebridge_RH,2.21.2020,second,Paddlebridge,35,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,42000,,,farrah363_Paddlebridge_RH,3.20.2020,third,Paddlebridge,34,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,10000,,,farrah363_Paddlebridge_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,farrah363_Paddlebridge_RH_fourth,no,no,no,NA
simply314_Paddlebridge_RH,1.17.2020,first,Paddlebridge,34,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,simply314_Paddlebridge_RH,2.21.2020,second,Paddlebridge,31,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,simply314_Paddlebridge_RH,3.20.2020,third,Paddlebridge,31,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,16000,,,simply314_Paddlebridge_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simply314_Paddlebridge_RH_fourth,no,no,no,NA
bigred_StonyPond_LH,12.12.2019,first,StonyPond,1,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,10000,,,bigred_StonyPond_LH,1.10.2020,second,StonyPond,7,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,41000,,,bigred_StonyPond_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bigred_StonyPond_LH_fourth,no,no,NA,NA
margo_StonyPond_RH,12.12.2019,first,StonyPond,3,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,19000,,,margo_StonyPond_RH,1.10.2020,second,StonyPond,8,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,68000,,,margo_StonyPond_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,margo_StonyPond_RH_fourth,no,no,NA,NA
lish_StonyPond_RF,12.12.2019,first,StonyPond,4,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,40000,,,lish_StonyPond_RF,1.10.2020,second,StonyPond,9,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,78000,,,lish_StonyPond_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lish_StonyPond_RF_fourth,no,no,NA,NA
echo_StonyPond_LF,12.12.2019,first,StonyPond,5,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,106000,,,echo_StonyPond_LF,1.10.2020,second,StonyPond,14,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,420000,,,echo_StonyPond_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,echo_StonyPond_LF_fourth,no,yes,NA,NA
peaches_StonyPond_LF,12.12.2019,first,StonyPond,6,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,21000,,,peaches_StonyPond_LF,1.10.2020,second,StonyPond,1,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,65000,,,peaches_StonyPond_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,peaches_StonyPond_LF_fourth,no,no,NA,NA
doris_StonyPond_RH,12.12.2019,first,StonyPond,19,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,29000,,,doris_StonyPond_RH,1.10.2020,second,StonyPond,21,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,95000,,,doris_StonyPond_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,doris_StonyPond_RH_fourth,no,no,NA,NA
daisy_StonyPond_LH,12.12.2019,first,StonyPond,26,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,40000,,,daisy_StonyPond_LH,1.10.2020,second,StonyPond,28,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,93000,,,daisy_StonyPond_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,daisy_StonyPond_LH_fourth,no,no,NA,NA
daisy_StonyPond_RF,12.12.2019,first,StonyPond,26,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,40000,,,daisy_StonyPond_RF,1.10.2020,second,StonyPond,28,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,130000,,,daisy_StonyPond_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,daisy_StonyPond_RF_fourth,no,no,NA,NA
whopper_StonyPond_RF,12.12.2019,first,StonyPond,30,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,156000,,,whopper_StonyPond_RF,1.10.2020,second,StonyPond,6,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,1900000,,,whopper_StonyPond_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,whopper_StonyPond_RF_fourth,no,yes,NA,NA
aubrey_StonyPond_LF,12.12.2019,first,StonyPond,32,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,18000,,,aubrey_StonyPond_LF,1.10.2020,second,StonyPond,27,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,88000,,,aubrey_StonyPond_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aubrey_StonyPond_LF_fourth,no,no,NA,NA
aubrey_StonyPond_RH,12.12.2019,first,StonyPond,32,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,46000,,,aubrey_StonyPond_RH,1.10.2020,second,StonyPond,27,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,140000,,,aubrey_StonyPond_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aubrey_StonyPond_RH_fourth,no,no,NA,NA
delilah_StonyPond_RF,12.12.2019,first,StonyPond,35,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,11000,,,delilah_StonyPond_RF,1.10.2020,second,StonyPond,32,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,14000,,,delilah_StonyPond_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,delilah_StonyPond_RF_fourth,no,no,NA,NA
picknick_Swallowdale_LH,12.13.2019,first,Swallowdale,3,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,picknick_Swallowdale_LH,1.22.2020,second,Swallowdale,1,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,picknick_Swallowdale_LH,2.28.2020,third,Swallowdale,7,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,picknick_Swallowdale_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,picknick_Swallowdale_LH_fourth,no,no,no,NA
paige_Swallowdale_LF,12.13.2019,first,Swallowdale,11,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,paige_Swallowdale_LF,1.22.2020,second,Swallowdale,7,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,23000,,,paige_Swallowdale_LF,2.28.2020,third,Swallowdale,5,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,6000,,,paige_Swallowdale_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,paige_Swallowdale_LF_fourth,no,no,no,NA
halo_Swallowdale_RF,12.13.2019,first,Swallowdale,18,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,9000,,,halo_Swallowdale_RF,1.22.2020,second,Swallowdale,24,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,6000,,,halo_Swallowdale_RF,2.28.2020,third,Swallowdale,27,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,halo_Swallowdale_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,halo_Swallowdale_RF_fourth,no,no,no,NA
amber_Swallowdale_RH,12.13.2019,first,Swallowdale,26,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,5000,,,amber_Swallowdale_RH,1.22.2020,second,Swallowdale,11,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,amber_Swallowdale_RH,2.28.2020,third,Swallowdale,13,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,8000,,,amber_Swallowdale_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,amber_Swallowdale_RH_fourth,no,no,no,NA
jewel_Swallowdale_LF,12.13.2019,first,Swallowdale,31,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,jewel_Swallowdale_LF,1.22.2020,second,Swallowdale,34,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,jewel_Swallowdale_LF,2.28.2020,third,Swallowdale,25,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,jewel_Swallowdale_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jewel_Swallowdale_LF_fourth,no,no,no,NA
debutant_Swallowdale_RF,12.13.2019,first,Swallowdale,32,,,,,,,,,6,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,debutant_Swallowdale_RF,1.22.2020,second,Swallowdale,25,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,debutant_Swallowdale_RF,2.28.2020,third,Swallowdale,10,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,debutant_Swallowdale_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,debutant_Swallowdale_RF_fourth,no,no,no,NA
alma_vonTrapp_LH,1.6.2020,first,vonTrapp,6,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,alma_vonTrapp_LH,2.12.2020,second,vonTrapp,7,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,alma_vonTrapp_LH,3.10.2020,third,vonTrapp,11,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,alma_vonTrapp_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,alma_vonTrapp_LH_fourth,NA,no,no,NA
