,cow_id,quarter,first_date,first_visit,first_farm,first_order,first_path_1,first_path1_imi,first_path_2,first_path2_imi,first_path_3,first_path3_imi,first_path_4,first_path4_imi,first_quarter_code,first_isolate_1,first_path_1_maldi_final_id,first_fix_1,first_isolate_2,first_path_2_maldi_final_id,first_fix_2,first_isolate_3,first_path_3_maldi_final_id,first_fix_3,first_isolate_4,first_path_4_maldi_final_id,first_fix_4,first_clinical,first_blind,first_teatinj,first_pstmilking,first_mixed_inf_series,first_dup_not_collected,first_imi_series,first_hygiene_scorer_1,first_hygiene_1,first_hygiene_scorer_2,first_hygiene_2,first_cc_1,first_cc_2,first_cc_3,first_scc,first_contam,first_contam_comment,first_dup_a_cfu_count,first_dup_b_cfu_count,first_more_than_2_org_present,first_uniqueID,second_date,second_visit,second_farm,second_order,second_path_1,second_path1_imi,second_path_2,second_path2_imi,second_path_3,second_path3_imi,second_path_4,second_path4_imi,second_quarter_code,second_isolate_1,second_path_1_maldi_final_id,second_fix_1,second_isolate_2,second_path_2_maldi_final_id,second_fix_2,second_isolate_3,second_path_3_maldi_final_id,second_fix_3,second_isolate_4,second_path_4_maldi_final_id,second_fix_4,second_clinical,second_blind,second_teatinj,second_pstmilking,second_mixed_inf_series,second_dup_not_collected,second_imi_series,second_hygiene_scorer_1,second_hygiene_1,second_hygiene_scorer_2,second_hygiene_2,second_cc_1,second_cc_2,second_cc_3,second_scc,second_contam,second_contam_comment,second_dup_a_cfu_count,second_dup_b_cfu_count,second_more_than_2_org_present,second_uniqueID,third_date,third_visit,third_farm,third_order,third_path_1,third_path1_imi,third_path_2,third_path2_imi,third_path_3,third_path3_imi,third_path_4,third_path4_imi,third_quarter_code,third_isolate_1,third_path_1_maldi_final_id,third_fix_1,third_isolate_2,third_path_2_maldi_final_id,third_fix_2,third_isolate_3,third_path_3_maldi_final_id,third_fix_3,third_isolate_4,third_path_4_maldi_final_id,third_fix_4,third_clinical,third_blind,third_teatinj,third_pstmilking,third_mixed_inf_series,third_dup_not_collected,third_imi_series,third_hygiene_scorer_1,third_hygiene_1,third_hygiene_scorer_2,third_hygiene_2,third_cc_1,third_cc_2,third_cc_3,third_scc,third_contam,third_contam_comment,third_dup_a_cfu_count,third_dup_b_cfu_count,third_more_than_2_org_present,third_uniqueID,fourth_date,fourth_visit,fourth_farm,fourth_order,fourth_path_1,fourth_path1_imi,fourth_path_2,fourth_path2_imi,fourth_path_3,fourth_path3_imi,fourth_path_4,fourth_path4_imi,fourth_quarter_code,fourth_isolate_1,fourth_path_1_maldi_final_id,fourth_fix_1,fourth_isolate_2,fourth_path_2_maldi_final_id,fourth_fix_2,fourth_isolate_3,fourth_path_3_maldi_final_id,fourth_fix_3,fourth_isolate_4,fourth_path_4_maldi_final_id,fourth_fix_4,fourth_clinical,fourth_blind,fourth_teatinj,fourth_pstmilking,fourth_mixed_inf_series,fourth_dup_not_collected,fourth_imi_series,fourth_hygiene_scorer_1,fourth_hygiene_1,fourth_hygiene_scorer_2,fourth_hygiene_2,fourth_cc_1,fourth_cc_2,fourth_cc_3,fourth_scc,fourth_contam,fourth_contam_comment,fourth_dup_a_cfu_count,fourth_dup_b_cfu_count,fourth_more_than_2_org_present,fourth_uniqueID
337,731_BJ,LF,12.17.2019,first,BJ,19,cns,yes2,,,,,,,2,bj016,staphylococcus species,,,,,,,,,,,,,,,no,,yes,j,3,c,3,NA,NA,NA,1739000,,,50,50,,731_BJ_LF,1.29.2020,second,BJ,15,cns,yes2,,,,,,,2,bj043,staphylococcus species,,,,,,,,,,,,,,,no,,yes,j,3,c,2,NA,NA,NA,140000,,,tntc,tntc,,731_BJ_LF,2.26.2020,third,BJ,16,cns,yes2,,,,,,,2,bj069,staphylococcus species,,,,,,,,,,,,,,,no,,yes,m,4,c,4,NA,NA,NA,2000000,,,24,20,,731_BJ_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,731_BJ_LF_fourth
338,731_BJ,LH,12.17.2019,first,BJ,19,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,j,3,c,3,NA,NA,NA,4000,,,,,,731_BJ_LH,1.29.2020,second,BJ,15,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,2,NA,NA,NA,8000,,,,,,731_BJ_LH,2.26.2020,third,BJ,16,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,m,4,c,4,NA,NA,NA,6000,,,,,,731_BJ_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,731_BJ_LH_fourth
339,731_BJ,RF,12.17.2019,first,BJ,19,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,3,c,3,NA,NA,NA,3000,,,,,,731_BJ_RF,1.29.2020,second,BJ,15,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,j,3,c,2,NA,NA,NA,4000,,,,,,731_BJ_RF,2.26.2020,third,BJ,16,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,m,4,c,4,NA,NA,NA,7000,yes,minor- 3 col strep/1 col cns/1 col coryne,,,,731_BJ_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,731_BJ_RF_fourth
340,731_BJ,RH,12.17.2019,first,BJ,19,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,3,NA,NA,NA,35000,,,,,,731_BJ_RH,1.29.2020,second,BJ,15,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,3,c,2,NA,NA,NA,21000,,,,,,731_BJ_RH,2.26.2020,third,BJ,16,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,4,c,4,NA,NA,NA,44000,,,,,,731_BJ_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,731_BJ_RH_fourth
341,733_BJ,LF,12.17.2019,first,BJ,15,cns,yes2,,,,,,,2,bj012,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,1,c,2,NA,NA,NA,286000,,,16,19,,733_BJ_LF,1.29.2020,second,BJ,19,cns,yes2,,,,,,,2,bj044,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,2,c,2,NA,NA,NA,42000,,,tntc,20,,733_BJ_LF,2.26.2020,third,BJ,21,cns,yes2,,,,,,,2,bj072,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,m,1,c,1,NA,NA,NA,170000,,,50,20,,733_BJ_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,733_BJ_LF_fourth
342,733_BJ,LH,12.17.2019,first,BJ,15,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,2,NA,NA,NA,15000,,,,,,733_BJ_LH,1.29.2020,second,BJ,19,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,6000,,,,,,733_BJ_LH,2.26.2020,third,BJ,21,kocuria,yes2,,,,,,,2,bj071,kocuria carniphila,yes_cns_to_kocuria,,,,,,,,,,,,,,no,,yes,m,1,c,1,NA,NA,NA,10000,,,1,1,,733_BJ_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,733_BJ_LH_fourth
343,733_BJ,RF,12.17.2019,first,BJ,15,sa,yes2,,,,,,,2,bj013,staphylococcus aureus,,,,,,,,,,,,,,,no,,yes,j,1,c,2,NA,NA,NA,277000,,,12,3,,733_BJ_RF,1.29.2020,second,BJ,19,sa,yes2,,,,,,,2,bj045,staphylococcus aureus,,,,,,,,,,,,,,,no,,yes,j,2,c,2,NA,NA,NA,270000,,,12,20,,733_BJ_RF,2.26.2020,third,BJ,21,sa,other12,,,,,,,12,bj073,staphylococcus aureus,,,,,,,,,,,,,,,,,no,m,1,c,1,NA,NA,NA,410000,,,6,1,yes,733_BJ_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,733_BJ_RF_fourth
344,733_BJ,RH,12.17.2019,first,BJ,15,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,1,c,2,NA,NA,NA,14000,,,,,,733_BJ_RH,1.29.2020,second,BJ,19,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,7000,,,,,,733_BJ_RH,2.26.2020,third,BJ,21,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,1,c,1,NA,NA,NA,17000,,,,,,733_BJ_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,733_BJ_RH_fourth
345,738_BJ,LF,12.17.2019,first,BJ,16,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,3,NA,NA,NA,3000,,,,,,738_BJ_LF,1.29.2020,second,BJ,18,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,j,4,c,3,NA,NA,NA,3000,,,,,,738_BJ_LF,2.26.2020,third,BJ,17,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,m,4,c,4,NA,NA,NA,3000,,,,,,738_BJ_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,738_BJ_LF_fourth
346,738_BJ,LH,12.17.2019,first,BJ,16,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,2,c,3,NA,NA,NA,10000,,,,,,738_BJ_LH,1.29.2020,second,BJ,18,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,4,c,3,NA,NA,NA,4000,,,,,,738_BJ_LH,2.26.2020,third,BJ,17,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,m,4,c,4,NA,NA,NA,20000,yes,,,,,738_BJ_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,738_BJ_LH_fourth
347,738_BJ,RF,12.17.2019,first,BJ,16,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,3,NA,NA,NA,4000,,,,,,738_BJ_RF,1.29.2020,second,BJ,18,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,j,4,c,3,NA,NA,NA,0,,,,,,738_BJ_RF,2.26.2020,third,BJ,17,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,m,4,c,4,NA,NA,NA,5000,,,,,,738_BJ_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,738_BJ_RF_fourth
348,738_BJ,RH,12.17.2019,first,BJ,16,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,j,2,c,3,NA,NA,NA,5000,,,,,,738_BJ_RH,1.29.2020,second,BJ,18,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,4,c,3,NA,NA,NA,11000,,,,,,738_BJ_RH,2.26.2020,third,BJ,17,strep,yes2,,,,,,,2,bj070,aerococcus viridans,no_sslo,,,,,,,,,,,,,,no,,yes,m,4,c,4,NA,NA,NA,7000,,,13,15,,738_BJ_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,738_BJ_RH_fourth
349,739_BJ,LF,12.17.2019,first,BJ,8,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,2,c,3,NA,NA,NA,0,,,,,,739_BJ_LF,1.29.2020,second,BJ,11,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,j,3,c,3,NA,NA,NA,3000,,,,,,739_BJ_LF,2.26.2020,third,BJ,14,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,m,4,c,4,NA,NA,NA,6000,,,,,,739_BJ_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,739_BJ_LF_fourth
350,739_BJ,LH,12.17.2019,first,BJ,8,cns,yes2,,,,,,,2,bj009,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,2,c,3,NA,NA,NA,36000,,,7,9,,739_BJ_LH,1.29.2020,second,BJ,11,cns,yes2,,,,,,,2,bj040,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,3,c,3,NA,NA,NA,23000,,,30,17,,739_BJ_LH,2.26.2020,third,BJ,14,cns,yes2,,,,,,,2,bj064,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,m,4,c,4,NA,NA,NA,66000,,,30,16,,739_BJ_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,739_BJ_LH_fourth
351,739_BJ,RF,12.17.2019,first,BJ,8,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,2,c,3,NA,NA,NA,6000,,,,,,739_BJ_RF,1.29.2020,second,BJ,11,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,3,c,3,NA,NA,NA,0,,,,,,739_BJ_RF,2.26.2020,third,BJ,14,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,4,c,4,NA,NA,NA,6000,,,,,,739_BJ_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,739_BJ_RF_fourth
352,739_BJ,RH,12.17.2019,first,BJ,8,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,j,2,c,3,NA,NA,NA,0,,,,,,739_BJ_RH,1.29.2020,second,BJ,11,corynebac,yes1,,,,,,,1,bj041,no id,yes_nochange,,,,,,,,,,,,,,no,,yes,j,3,c,3,NA,NA,NA,13000,,,10,3,yes,739_BJ_RH,2.26.2020,third,BJ,14,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,m,4,c,4,NA,NA,NA,4000,,,,,,739_BJ_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,739_BJ_RH_fourth
353,74_Choiniere,LF,12.11.2019,first,Choiniere,24,sa,yes2,,,,,,,2,cf046,staphylococcus aureus,,,,,,,,,,,,,,,no,,yes,j,2,c,3,NA,NA,NA,304000,,,tntc,tntc,,74_Choiniere_LF,1.21.2020,second,Choiniere,30,sa,other12,corynebac,other12,,,,,12,cf124,staphylococcus aureus,,cf125,corynebacterium glutamicum,,,,,,,,,,,,,,no,j,2,c,2,NA,NA,NA,600000,,,,,,74_Choiniere_LF,2.17.2020,third,Choiniere,15,sa,yes1,,,,,,,1,cf154,staphylococcus aureus,,,,,,,,,,,,,,,,,yes,j,3,NA,NA,NA,NA,NA,650000,,,30,30,yes,74_Choiniere_LF,3.16.2020,fourth,Choiniere,17,sa,other4,,,,,,,4,cf216,staphylococcus aureus,,,,,,,,,,,,,,,no,,no,j,3,c,2,NA,NA,NA,1400000,yes,cont and 5 sa- chose isolate,cont,cont,,74_Choiniere_LF_fourth
354,74_Choiniere,LH,12.11.2019,first,Choiniere,24,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,j,2,c,3,NA,NA,NA,0,,,,,,74_Choiniere_LH,1.21.2020,second,Choiniere,30,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,2000,,,,,,74_Choiniere_LH,2.17.2020,third,Choiniere,15,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,3,NA,NA,NA,NA,NA,3000,,,,,,74_Choiniere_LH,3.16.2020,fourth,Choiniere,17,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,j,3,c,2,NA,NA,NA,4000,,,,,,74_Choiniere_LH_fourth
355,74_Choiniere,RF,12.11.2019,first,Choiniere,24,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,3,NA,NA,NA,4000,,,,,,74_Choiniere_RF,1.21.2020,second,Choiniere,30,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,4000,,,,,,74_Choiniere_RF,2.17.2020,third,Choiniere,15,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,3,NA,NA,NA,NA,NA,2000,,,,,,74_Choiniere_RF,3.16.2020,fourth,Choiniere,17,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,3,c,2,NA,NA,NA,7000,,,,,,74_Choiniere_RF_fourth
356,74_Choiniere,RH,12.11.2019,first,Choiniere,24,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,3,NA,NA,NA,21000,,,,,,74_Choiniere_RH,1.21.2020,second,Choiniere,30,corynebac,yes2,,,,,,,2,cf126,no id,yes_nochange,,,,,,,,,,,,,,no,,yes,j,2,c,2,NA,NA,NA,77000,,,7,4,,74_Choiniere_RH,2.17.2020,third,Choiniere,15,corynebac,yes2,,,,,,,2,cf155,no id,yes_nochange,,,,,,,,,,,,,,,,yes,j,3,NA,NA,NA,NA,NA,43000,,,8,7,,74_Choiniere_RH,3.16.2020,fourth,Choiniere,17,corynebac,other12,,,,,,,12,cf217,no id,yes_nochange,,,,,,,,,,,,,,no,,no,j,3,c,2,NA,NA,NA,37000,,,7,cont,yes,74_Choiniere_RH_fourth
357,741_BJ,LF,12.17.2019,first,BJ,13,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,14000,,,,,,741_BJ_LF,1.29.2020,second,BJ,14,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,4,NA,NA,NA,6000,,,,,,741_BJ_LF,2.26.2020,third,BJ,8,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,3,c,3,NA,NA,NA,15000,,,,,,741_BJ_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,741_BJ_LF_fourth
358,741_BJ,LH,12.17.2019,first,BJ,13,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,58000,,,,,,741_BJ_LH,1.29.2020,second,BJ,14,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,3,c,4,NA,NA,NA,42000,,,,,,741_BJ_LH,2.26.2020,third,BJ,8,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,3,c,3,NA,NA,NA,32000,,,,,,741_BJ_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,741_BJ_LH_fourth
359,741_BJ,RF,12.17.2019,first,BJ,13,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,12000,,,,,,741_BJ_RF,1.29.2020,second,BJ,14,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,3,c,4,NA,NA,NA,4000,,,,,,741_BJ_RF,2.26.2020,third,BJ,8,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,m,3,c,3,NA,NA,NA,18000,,,,,,741_BJ_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,741_BJ_RF_fourth
360,741_BJ,RH,12.17.2019,first,BJ,13,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,28000,,,,,,741_BJ_RH,1.29.2020,second,BJ,14,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,4,NA,NA,NA,9000,,,,,,741_BJ_RH,2.26.2020,third,BJ,8,corynebac,yes2,,,,,,,2,bj058,no id,yes_nochange,,,,,,,,,,,,,,no,,yes,m,3,c,3,NA,NA,NA,36000,,,1,1,,741_BJ_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,741_BJ_RH_fourth
361,741_Choiniere,LF,12.11.2019,first,Choiniere,31,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,4,NA,NA,NA,3000,,,,,,741_Choiniere_LF,1.21.2020,second,Choiniere,12,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,3,NA,NA,NA,7000,,,,,,741_Choiniere_LF,2.17.2020,third,Choiniere,11,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,NA,NA,NA,NA,NA,NA,6000,,,,,,741_Choiniere_LF,3.16.2020,fourth,Choiniere,20,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,j,NA,c,4,NA,NA,NA,5000,,,,,,741_Choiniere_LF_fourth
362,741_Choiniere,LH,12.11.2019,first,Choiniere,31,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,4,NA,NA,NA,0,,,,,,741_Choiniere_LH,1.21.2020,second,Choiniere,12,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,j,2,c,3,NA,NA,NA,5000,,,,,,741_Choiniere_LH,2.17.2020,third,Choiniere,11,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,NA,NA,NA,NA,NA,NA,4000,,,,,,741_Choiniere_LH,3.16.2020,fourth,Choiniere,20,moraxella,yes1,,,,,,,1,cf220,moraxella osloensis,yes_from_?_to_moraxella,,,,,,,,,,,,,,no,,yes,j,NA,c,4,NA,NA,NA,6000,,,1,1,yes,741_Choiniere_LH_fourth
363,741_Choiniere,RF,12.11.2019,first,Choiniere,31,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,j,2,c,4,NA,NA,NA,3000,yes,,,,,741_Choiniere_RF,1.21.2020,second,Choiniere,12,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,3,NA,NA,NA,2000,,,,,,741_Choiniere_RF,2.17.2020,third,Choiniere,11,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,NA,NA,NA,NA,NA,NA,6000,,,,,,741_Choiniere_RF,3.16.2020,fourth,Choiniere,20,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,NA,c,4,NA,NA,NA,7000,,,,,,741_Choiniere_RF_fourth
364,741_Choiniere,RH,12.11.2019,first,Choiniere,31,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,4,NA,NA,NA,2000,,,,,,741_Choiniere_RH,1.21.2020,second,Choiniere,12,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,3,NA,NA,NA,6000,,,,,,741_Choiniere_RH,2.17.2020,third,Choiniere,11,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,j,NA,NA,NA,NA,NA,NA,7000,,,,,,741_Choiniere_RH,3.16.2020,fourth,Choiniere,20,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,j,NA,c,4,NA,NA,NA,5000,,,,,,741_Choiniere_RH_fourth
365,743_BJ,LF,12.17.2019,first,BJ,33,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,2,c,3,NA,NA,NA,2000,,,,,,743_BJ_LF,1.29.2020,second,BJ,34,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,j,4,c,3,NA,NA,NA,15000,yes,,,,,743_BJ_LF,2.26.2020,third,BJ,33,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,m,3,c,4,NA,NA,NA,7000,,,,,,743_BJ_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,743_BJ_LF_fourth
366,743_BJ,LH,12.17.2019,first,BJ,33,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,2,c,3,NA,NA,NA,5000,,,,,,743_BJ_LH,1.29.2020,second,BJ,34,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,j,4,c,3,NA,NA,NA,11000,,,,,,743_BJ_LH,2.26.2020,third,BJ,33,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,m,3,c,4,NA,NA,NA,3000,,,,,,743_BJ_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,743_BJ_LH_fourth
